aggregation_level,arm,conditional_mean_d,distractor_value,episode_count,fraction_of_checkpoint_i_swap,label,new,old,query,seed,slot,source_state_sha256,step,sum_d,tail_rank,target_slot
ordered_triad,hard-factorized-constant-6400,0.5811067693704404,,13,0.0023969102664191813,,28,19,18,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,7.554388001815725,6,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.3280041860666714,-1,3,0.0012640760045681194,1,19,13,18,103,2,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.984012558200014,6,1
ordered_triad,hard-factorized-constant-6400,0.37995370425318814,,19,0.0022905341572503073,,14,23,3,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,7.219120380810574,7,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.9567594076950208,-1,1,0.0012554289300172774,1,21,0,19,103,1,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.9567594076950208,7,3
ordered_triad,hard-factorized-constant-6400,0.35951662996091577,,20,0.0022814001639699343,,20,14,3,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,7.190332599218316,8,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.943116264438018,-1,1,0.0012511001359268657,1,21,14,3,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.943116264438018,8,0
ordered_triad,hard-factorized-constant-6400,0.2761752995926241,,26,0.0022782987423881373,,25,12,15,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,7.180557789408226,9,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.970256150891295,-1,2,0.0012502739320277984,1,14,16,3,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.94051230178259,9,2
ordered_triad,hard-factorized-constant-6400,0.33674182759979654,,21,0.002243720975645802,,24,14,3,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,7.071578379595728,10,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.9250558192110283,1,1,0.0012453697886677273,1,10,12,4,103,2,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.9250558192110283,10,3
ordered_triad,hard-factorized-constant-6400,0.285234681567462,,24,0.002172031205461611,,0,26,24,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,6.845632357619088,11,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.3028259554376416,1,3,0.0012401098171798811,-1,12,19,24,103,2,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.908477866312925,11,3
ordered_triad,hard-factorized-constant-6400,0.3059470341834004,,22,0.002135607399943657,,27,7,3,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,6.730834752034809,12,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.9425466568333327,-1,2,0.0012326901990321283,1,5,11,3,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.8850933136666654,12,0
ordered_triad,hard-factorized-constant-6400,0.33634447133288925,,20,0.0021343555988846854,,12,31,17,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,6.7268894266577846,13,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.8762781492424416,-1,1,0.001229893260603295,1,24,14,3,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.8762781492424416,13,1
ordered_triad,hard-factorized-constant-6400,0.4461622710491028,,15,0.0021234233554911167,,14,19,18,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,6.692434065736542,14,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.8680200882290627,-1,1,0.0012272730839299594,1,20,14,3,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.8680200882290627,14,2
ordered_triad,hard-factorized-constant-6400,0.315638583967926,,20,0.0020029613575815626,,17,22,18,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,6.312771679358519,15,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.9234964440302704,-1,2,0.001220601423439941,1,14,12,3,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.846992888060541,15,0
ordered_triad,hard-factorized-constant-6400,0.3504483758998711,,18,0.002001469818225356,,22,29,18,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,6.30807076619768,16,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.916898954924517,-1,2,0.0012164148263611658,1,11,6,25,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.833797909849034,16,2
ordered_triad,hard-factorized-constant-6400,0.36050209946283973,,17,0.0019445056451995652,,23,24,18,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,6.128535690868276,17,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.8309155218097466,-1,1,0.0012155002816645586,1,22,21,18,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.8309155218097466,17,2
ordered_triad,hard-factorized-constant-6400,0.3183100752968498,,19,0.0019189182574161836,,27,16,7,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,6.047891430640146,18,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.7994107479514163,-1,1,0.0012055042216416825,1,16,19,6,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.7994107479514163,18,0
ordered_triad,hard-factorized-constant-6400,0.2822188778976159,,21,0.0018804329137711337,,4,19,6,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,5.926596435849934,19,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.884074576446361,-1,2,0.0011955853191279626,1,8,26,15,103,1,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.768149152892722,19,0
ordered_triad,hard-factorized-constant-6400,0.23607827817012564,,24,0.0017977105178771267,,6,0,24,103,,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,5.6658786760830155,20,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.8794052311353227,-1,2,0.0011926222725619686,1,26,14,3,103,3,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,1600,3.7588104622706453,20,1
ordered_triad,hard-factorized-constant-6400,0.6579692379987224,,19,0.005429747371728168,,10,30,2,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,12.501415521975726,1,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.964659882011711,1,2,0.002575285042581642,-1,25,2,12,103,1,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,5.929319764023422,1,0
ordered_triad,hard-factorized-constant-6400,0.3912196417539384,,23,0.003908129268281605,,7,31,22,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,8.998051760340584,2,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.869377312450183,1,2,0.0024925167703425876,-1,18,16,12,103,3,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,5.738754624900366,2,2
ordered_triad,hard-factorized-constant-6400,0.3620740374191928,,22,0.0034597163889979756,,11,21,27,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,7.965628823222241,3,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.359353246585492,-1,2,0.002049478647774967,-1,7,20,25,103,1,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.718706493170984,3,2
ordered_triad,hard-factorized-constant-6400,0.3455780448648579,,22,0.0033020926714847913,,30,29,24,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,7.602716987026874,4,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.2696380669027034,1,2,0.001971546551168717,-1,11,21,27,103,1,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.539276133805407,4,0
ordered_triad,hard-factorized-constant-6400,0.32402756381428305,,23,0.003236907022856137,,25,2,12,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,7.45263396772851,5,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.148766741726237,1,2,0.001866550319495506,-1,7,19,22,103,2,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.297533483452474,5,3
ordered_triad,hard-factorized-constant-6400,0.46378623122822904,,16,0.0032229848731974062,,11,18,27,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,7.420579699651665,6,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.097547210203148,1,2,0.0018220578992284146,-1,3,11,27,103,2,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.195094420406296,6,0
ordered_triad,hard-factorized-constant-6400,0.3277349885763233,,22,0.0031315973918141695,,9,10,2,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,7.210169748679113,7,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.0121715801005013,1,2,0.0017478954010145774,-1,14,11,27,103,0,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.024343160201003,7,2
ordered_triad,hard-factorized-constant-6400,0.23403159637279833,,30,0.0030494125478977498,,26,2,24,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,7.02094789118395,8,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,4.024144257571663,-1,1,0.0017478090115151652,1,26,25,24,103,2,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.024144257571663,8,0
ordered_triad,hard-factorized-constant-6400,0.25794319730878346,,27,0.003024880876079535,,11,15,27,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.964466327337153,9,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,4.015516278825263,-1,1,0.0017440616162830622,1,27,26,24,103,3,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.015516278825263,9,2
ordered_triad,hard-factorized-constant-6400,0.34696013672414133,,20,0.0030139081245011195,,5,31,27,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.939202734482826,10,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.006168129890982,-1,2,0.001742680436686876,1,26,18,24,103,3,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.012336259781964,10,0
ordered_triad,hard-factorized-constant-6400,0.3106905212138011,,22,0.002968732847600557,,15,16,2,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.835191466703623,11,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,2.002185044816374,-1,2,0.0017392204851834313,1,26,7,15,103,3,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.004370089632748,11,1
ordered_triad,hard-factorized-constant-6400,0.24371062489266157,,28,0.0029638275308996953,,13,23,27,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.823897496994524,12,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,4.000677375858178,-1,1,0.0017376166265742387,1,29,18,24,103,2,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,4.000677375858178,12,1
ordered_triad,hard-factorized-constant-6400,0.3098604191165409,,22,0.0029608009951791483,,31,23,18,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.8169292205639,13,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.9981705850442637,-1,1,0.0017365278506024779,1,30,29,24,103,2,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,3.9981705850442637,13,0
ordered_triad,hard-factorized-constant-6400,0.37840348731025386,,18,0.0029583398829636184,,3,16,2,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.81126277158457,14,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.9981696315881123,-1,1,0.0017365274364872904,1,26,4,24,103,2,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,3.9981696315881123,14,1
ordered_triad,hard-factorized-constant-6400,0.3242927085626223,,21,0.002957855217015836,,8,7,22,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.810146879815068,15,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.9905172956424053,-1,2,0.0017290851640591996,1,6,26,24,103,3,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,3.9810345912848106,15,2
ordered_triad,hard-factorized-constant-6400,0.3964062741431788,,17,0.002926913409404889,,29,3,12,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.73890666043404,16,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.9774751373555617,-1,2,0.0017177559470509067,1,28,23,31,103,3,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,3.9549502747111234,16,0
ordered_triad,hard-factorized-constant-6400,0.6672161582939473,,10,0.0028979239794907443,,29,10,2,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.672161582939474,17,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.9495585494849053,1,1,0.0017154141557693774,-1,10,17,18,103,2,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,3.9495585494849053,17,0
ordered_triad,hard-factorized-constant-6400,0.30248200008083104,,22,0.00289029818463605,,19,18,23,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.654604001778282,18,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,1.969014798643164,1,2,0.0017104067789816078,-1,17,30,23,103,3,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,3.938029597286328,18,2
ordered_triad,hard-factorized-constant-6400,0.2957021467665266,,22,0.0028255148331599415,,7,20,22,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.505447228863585,19,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.9260305719137847,1,1,0.0017051952350276179,-1,5,2,27,103,2,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,3.9260305719137847,19,0
ordered_triad,hard-factorized-constant-6400,0.28033789759452094,,23,0.002800464561763403,,14,18,23,103,,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,6.447771644673981,20,
ordered_triad_slot_value_stratum,hard-factorized-constant-6400,3.9235706582485506,-1,1,0.0017041268192362219,1,24,8,31,103,0,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,6400,3.9235706582485506,20,1
ordered_triad,h1-factorized-constant-6400,7.62858356673964e-05,,30,0.00148228638198992,,12,13,2,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.002288575070021892,1,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00072957679327601,-1,1,0.00047253933657442123,1,12,17,18,103,3,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.00072957679327601,1,2
ordered_triad,h1-factorized-constant-6400,8.760879194676234e-05,,22,0.0012483527679818247,,1,30,20,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0019273934228287715,2,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00023594645316175425,1,3,0.00045846022572964396,1,1,30,20,103,3,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0007078393594852628,2,0
ordered_triad,h1-factorized-constant-6400,8.086324933493927e-05,,20,0.0010474857902868734,,20,2,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0016172649866987854,3,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00020640647199599016,-1,3,0.00040106200570206327,1,20,15,30,103,1,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0006192194159879705,3,0
ordered_triad,h1-factorized-constant-6400,6.081846112948597e-05,,26,0.001024178680024207,,20,15,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0015812799893666352,4,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0006062704386664564,-1,1,0.0003926750871360959,1,20,22,30,103,2,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0006062704386664564,4,1
ordered_triad,h1-factorized-constant-6400,5.8128112223725053e-05,,27,0.0010165223670368835,,17,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0015694590300405764,5,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0002735724057814082,-1,2,0.00035438003051752433,1,11,20,30,103,3,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0005471448115628164,5,2
ordered_triad,h1-factorized-constant-6400,6.838484200457628e-05,,20,0.0008858430852080026,,28,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0013676968400915257,6,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0002426000183479715,-1,2,0.00031425904107595037,1,27,20,30,103,1,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.000485200036695943,6,0
ordered_triad,h1-factorized-constant-6400,6.429294770949836e-05,,21,0.0008744794103626341,,14,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0013501519018994657,7,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00015497052642032827,-1,3,0.0003011184172173093,-1,12,13,2,103,0,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0004649115792609848,7,1
ordered_triad,h1-factorized-constant-6400,8.311662510140927e-05,,16,0.0008613404427487849,,0,1,20,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0013298660016225483,8,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0004554470156250545,-1,1,0.0002949883173255534,1,17,20,30,103,1,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0004554470156250545,8,0
ordered_triad,h1-factorized-constant-6400,7.268209467190288e-05,,18,0.0008473579259173687,,23,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0013082777040942517,9,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0001512235302172371,-1,3,0.00029383774525950875,-1,12,13,2,103,1,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.00045367059065171134,9,2
ordered_triad,h1-factorized-constant-6400,5.0288781598908374e-05,,25,0.0008142880815595672,,27,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0012572195399727093,10,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00022232940423805303,-1,2,0.00028800090723250386,1,18,20,30,103,2,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.00044465880847610606,10,0
ordered_triad,h1-factorized-constant-6400,5.694764898465301e-05,,22,0.0008114568602115756,,4,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0012528482776623662,11,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0004359612823954251,-1,1,0.0002823676096250663,-1,15,31,25,103,0,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0004359612823954251,11,1
ordered_triad,h1-factorized-constant-6400,4.7420389245134995e-05,,26,0.0007985560759242931,,29,19,14,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.00123293012037351,12,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0001088447718755603,-1,4,0.0002819905280195141,1,12,31,17,103,3,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0004353790875022412,12,2
ordered_triad,h1-factorized-constant-6400,7.210911123678443e-05,,17,0.0007939735231168143,,18,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0012258548910253353,13,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0002111171466641082,-1,2,0.00027347678090523174,1,4,20,30,103,1,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0004222342933282164,13,0
ordered_triad,h1-factorized-constant-6400,4.2757629055526335e-05,,28,0.0007754228641877822,,29,2,14,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0011972136135547373,14,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00020441414699945426,-1,2,0.00026479385391581516,1,10,20,30,103,3,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0004088282939989085,14,1
ordered_triad,h1-factorized-constant-6400,3.98055854342753e-05,,30,0.0007734499687938771,,30,15,20,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0011941675630282589,15,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00019369702858007543,-1,2,0.00025091112059820843,1,20,26,30,103,3,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.00038739405716015085,15,1
ordered_triad,h1-factorized-constant-6400,6.171528461233098e-05,,19,0.0007594746686075229,,20,28,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0011725904076342886,16,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.0001932482228319543,-1,2,0.0002503297469239838,1,20,28,30,103,3,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0003864964456639086,16,1
ordered_triad,h1-factorized-constant-6400,7.763408570085061e-05,,15,0.000754241904842836,,20,22,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0011645112855127593,17,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00019324256030728293,-1,2,0.0002503224118067591,1,14,20,30,103,2,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.00038648512061456586,17,0
ordered_triad,h1-factorized-constant-6400,4.653729465985634e-05,,25,0.0007535431001646956,,11,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0011634323664964086,18,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00019065573678922476,-1,2,0.0002469714941780075,-1,31,8,13,103,0,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0003813114735784495,18,3
ordered_triad,h1-factorized-constant-6400,6.299820072600919e-05,,18,0.000734459084382352,,24,20,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0011339676130681653,19,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00037127098870826103,-1,1,0.00024046837606464194,1,20,29,30,103,1,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.00037127098870826103,19,0
ordered_triad,h1-factorized-constant-6400,5.540077232595309e-05,,20,0.0007176501347600429,,20,26,30,103,,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.0011080154465190617,20,
ordered_triad_slot_value_stratum,h1-factorized-constant-6400,0.00036811936974245896,-1,1,0.00023842710508540992,1,23,20,30,103,2,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,6400,0.00036811936974245896,20,1
ordered_triad,hard-rank-matched-constant-6400,0.7710333569019919,,24,0.004277851061714212,,13,11,25,103,,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,18.504800565647805,1,
ordered_triad_slot_value_stratum,hard-rank-matched-constant-6400,4.0565298201443625,1,2,0.0018755382244101941,-1,8,5,14,103,2,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,8.113059640288725,1,0
ordered_triad,hard-rank-matched-constant-6400,0.8901723417522819,,20,0.0041157154693607645,,13,24,25,103,,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,17.803446835045637,2,
ordered_triad_slot_value_stratum,hard-rank-matched-constant-6400,3.9627673685810993,1,2,0.0018321871165129888,-1,13,5,25,103,2,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,7.925534737162199,2,0
ordered_triad,hard-rank-matched-constant-6400,0.9117635155747581,,18,0.003793988114994307,,8,5,14,103,,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,16.411743280345647,3,
ordered_triad_slot_value_stratum,hard-rank-matched-constant-6400,3.8973520407366387,-1,2,0.0018019423128817302,1,26,22,7,103,1,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,7.794704081473277,3,2
ordered_triad,hard-rank-matched-constant-6400,0.6216947618097051,,21,0.003018128692397008,,13,5,25,103,,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,13.055589998003807,4,
ordered_triad_slot_value_stratum,hard-rank-matched-constant-6400,3.8130128781051624,-1,2,0.0017629480664831047,1,1,13,27,103,0,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,7.626025756210325,4,3
ordered_triad,hard-rank-matched-constant-6400,0.682764467045923,,18,0.0028410878797664055,,8,13,25,103,,2e447f4faa8a1f17048aed708b2616500bd9d910eeeee63376537a7453dfbe16,6400,12.289760406826613,5,
