arm,cell_id,seed,source_accuracy,source_i_swap_b2048,source_population_risk,source_row_sha256,source_state_relative_path,source_state_sha256,source_walsh_l_w,source_xi_value,step,tier_role
h1-dense-direct-constant-6400,h1-dense-direct-constant-6400-452a4fe7bf0d,103,1.0,5.674894055118784e-06,6.702756102196835e-06,84a44f057cf16632d114b5785f714d27d0f1bd3713133d108a67bbcf87f4010e,seeds/h1-dense-direct-constant-6400-452a4fe7bf0d/seed-103/checkpoint_states/step-6400.pt,904d6ac23241567a41e37bff4dc509ff9ffabfe9951f0efe70b544e5ecb28b9e,7.970180806541986e-06,0.9982046484947205,6400,tier2_full_rank_direct_calibration
h1-factorized-constant-6400,h1-factorized-constant-6400-d57899ee3aaf,103,1.0,2.740363470365992e-06,3.3269649362477143e-06,9bd07bd7ebfc23ed6365debe18cee90046b540da7a1dc500819a4eff538d013a,seeds/h1-factorized-constant-6400-d57899ee3aaf/seed-103/checkpoint_states/step-6400.pt,14ea315f3bf7fff1cd68a8ae4bd86875ea4f231fb4a4805253fca76399be8c44,4.591294465098e-06,0.9988703727722168,6400,tier2_full_rank_factorized_calibration
hard-dense-direct-constant-6400,hard-dense-direct-constant-6400-a8450bd9ed4e,103,1.0,2.4380324248340912e-06,2.6636374570804732e-06,8a6bd222ef2a3b1525296943c57e8193f85de7113cf70643a9f25105edbabc81,seeds/hard-dense-direct-constant-6400-a8450bd9ed4e/seed-103/checkpoint_states/step-6400.pt,a32e9aaa1a76eeee8e52c6bedf22b9c1abc7a3433ebb8e3878438521e35cbf2a,4.194306031956403e-06,0.9996765851974487,6400,tier1_dense_capacity_upper_bound
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,103,0.9951171875,0.016459941864013672,0.010328811718253303,da45c31049333fd48a1d2bb803fa649331fca0e71a58c87e5fe0a204c062701e,seeds/hard-factorized-constant-6400-6e9beb2f8bd9/seed-103/checkpoint_states/step-800.pt,81ca67d526120a82ebc9f6c2da306040803534852504d7c52a098ad587fde2c4,0.016609531111297846,0.9823354482650757,800,tier1_training_limit_baseline
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,103,0.999267578125,0.004815848544239998,0.0019919385053011546,8abf4d0a9a6892066da4224bf25eeb73a8726fc5db2b7b4af6d04bfe6146f9df,seeds/hard-factorized-constant-6400-6e9beb2f8bd9/seed-103/checkpoint_states/step-1600.pt,032ad59b0de3e2613e6b7d666376f2508474738f45029b489995ef4a51929d68,0.0033126555592221407,0.9936859607696533,1600,tier1_training_limit_baseline
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,103,0.99853515625,0.007539201993495226,0.0023578186348318366,3186ca10028011f0d76736f42c8b18c44d09794e3b8f8c653095c816c007334e,seeds/hard-factorized-constant-6400-6e9beb2f8bd9/seed-103/checkpoint_states/step-3200.pt,dc492c29c87cf3d00ed22582bd2cbd4f860fa5914501f0c6a37895fad18e690e,0.0038643981262929173,0.9916948676109314,3200,tier1_training_limit_baseline
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,103,0.9990234375,0.005112644284963608,0.0017845949818465728,ba729158da8bb5cf35efe5e110c5992df74c4f84bbf4394baf9628d5e11ca7d6,seeds/hard-factorized-constant-6400-6e9beb2f8bd9/seed-103/checkpoint_states/step-6400.pt,03bbdb0b56a05204bd7cb6f490fb9bc1561575b0e1e640033ca62dec0724302c,0.003054630104361424,0.9931293725967407,6400,tier1_training_limit_baseline
hard-factorized-cosine-6400,hard-factorized-cosine-6400-14c47274dde1,103,0.9951171875,0.016459941864013672,0.010328811718253303,e4626e277ccfb52e37f7fcd357935f3f206088301592b92987a17efcbeb88d24,seeds/hard-factorized-cosine-6400-14c47274dde1/seed-103/checkpoint_states/step-800.pt,81ca67d526120a82ebc9f6c2da306040803534852504d7c52a098ad587fde2c4,0.016609531111297846,0.9823354482650757,800,tier1_schedule_control
hard-factorized-cosine-6400,hard-factorized-cosine-6400-14c47274dde1,103,0.9984130859375,0.004779390059411526,0.00378793985479768,fa8255eedc9981e381e563f481a74df9dbd13c0f694357c4c22f4cba6b6a398f,seeds/hard-factorized-cosine-6400-14c47274dde1/seed-103/checkpoint_states/step-1600.pt,a3898070fa545b9875d0238426e97790865332d55dbec0f8d66785358deb2802,0.00621304438052851,0.9852381944656372,1600,tier1_schedule_control
hard-factorized-cosine-6400,hard-factorized-cosine-6400-14c47274dde1,103,0.999755859375,0.0011923547135666013,0.0006353795259001826,d7afe3e8591c9f15f67c89c21bc33b2a107ad44862c62dfab7e1ee7a75b94467,seeds/hard-factorized-cosine-6400-14c47274dde1/seed-103/checkpoint_states/step-3200.pt,95d84a4beb0e0d4c41ccb6bf5f9530a08903c4399bbe09b32eda09d54a767dc9,0.00110423117636766,0.9990847706794739,3200,tier1_schedule_control
hard-factorized-cosine-6400,hard-factorized-cosine-6400-14c47274dde1,103,1.0,8.877585059963167e-05,8.384621300880064e-05,e6950227e91ddb892c0e6ee5e413d958b7e6dfc47d64d062790cb0aba0ffbc8f,seeds/hard-factorized-cosine-6400-14c47274dde1/seed-103/checkpoint_states/step-6400.pt,3eeba83ad73b7dc65214a8f5917f9f41e0888da85d10a9c75bda2cfb422423fb,0.0001331687876183357,0.9993210434913635,6400,tier1_schedule_control
