bootstrap_95_lower,bootstrap_95_upper,bootstrap_mc_standard_error,constant_q_6400_over_3200,constant_slope,cosine_q_6400_over_3200,cosine_slope,estimand,estimand_formula,high_n_estimate,high_n_minus_registered,jackknife_mc_standard_error,original_registered_b2048,paired_mc_se_gate_pass,seed
0.6788041638502171,0.7107486335192417,0.008120975280647496,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.6948313991978516,0.09349725596378233,0.008192903290141393,0.6013341432340693,True,102
0.9736628044624903,1.171883570142195,0.05022580109383642,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),1.0724233924060707,1.021411849950902,0.050586396056747335,0.051011542455168694,True,102
1.2503746069351473,1.4119299988980052,0.04102582014455203,0.0704064150683374,0.6831269693679447,-3.117299006574534,2.0114949316936164,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,1.3283679623256717,-0.6909230903250787,0.04115066041661141,2.0192910526507504,True,103
-10.865186734981675,-10.689795995609868,0.04483940340080647,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-10.778526061473608,0.2556105630648684,0.04480047788959891,-11.034136624538476,True,103
1.011010677815296,1.041442045662521,0.00775702332974409,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),1.0261984121217371,-0.02402778786519999,0.007767421165056985,1.0502261999869371,True,103
0.808136776428507,1.012061651895666,0.05198549167858355,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.9098069496474334,1.0306895233225637,0.05215295453958408,-0.12088257367513026,True,103
0.8365786414721242,0.9360022173762916,0.025221658414674625,0.49800004370032736,0.7309632020687413,-3.02528972287239,1.6159450565227271,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,0.8849818544539858,-0.8036205043747413,0.02531045711621636,1.6886023588287271,True,104
-12.533405186114214,-12.382218552959893,0.038544662063589356,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-12.459026194204643,0.8523014687113282,0.03861866068007301,-13.311327662915971,True,104
1.4590812329573246,1.5161421667781156,0.014630752951910842,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),1.4874664223924055,-0.042600590921993975,0.014752095739908303,1.5300670133143994,True,104
-0.48445286805392523,-0.27189392587347916,0.054386270999786095,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-0.37801267643870445,1.0750413631783167,0.05436075289956142,-1.453054039617021,True,104
1.2873362020271744,1.484822115724283,0.050454476501917436,1.0531830964834246,0.7439017478822821,-2.596650775025448,2.125263058139077,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,1.381361310256795,-0.5121560920151866,0.0508452138301259,1.8935174022719816,True,105
-11.178472965624794,-10.909913769786638,0.0684953336016632,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-11.054045088287685,-0.14740179504430095,0.06981987157023259,-10.906643293243384,True,105
0.4818097229490296,0.5172833181998184,0.009081592690213544,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.4996939477892436,-0.08089615332755051,0.009139884431496334,0.5805901011167941,True,105
0.3463457367958152,0.5727673613906531,0.05691428222099279,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.45799767541958886,-0.8281387629304413,0.05656723246726911,1.2861364383500302,True,105
1.1733151783762499,1.3228532987360417,0.03826032626031936,1.187174303680185,0.4426288215295677,-2.626120957055713,1.6856764836599347,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,1.243047662130367,-1.0272131046450383,0.03806466750335495,2.2702607667754053,True,106
-12.590702445788677,-12.466532873091968,0.03133018026910959,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-12.52988476918039,0.14673624912234295,0.031064453668866718,-12.676621018302733,True,106
1.7707773048999722,1.91267827955644,0.03718816511764659,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),1.8277379520722148,0.3230432704752293,0.037689761051649166,1.5046946815969855,True,106
-0.667139445798376,-0.4799350193375689,0.04759281746838092,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-0.5721505510520973,0.2774648185127231,0.04795446662858876,-0.8496153695648204,True,106
0.6041052481883218,0.7217404939923817,0.02967634889538744,-1.0816479384502085,1.3266035704086332,-2.6877219476312852,1.9887156527625536,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,0.6621120823539204,-0.05463151754915452,0.029753832445668385,0.7167435999030749,True,107
-8.798711513318551,-8.564949772446546,0.059618774410836003,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-8.68456782590744,0.6538909989083219,0.059992849730297136,-9.338458824815762,True,107
0.37481878034967847,0.41431130679422945,0.00998888823980541,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.3946889857907734,0.02924629695608144,0.009983179838080008,0.36544268883469194,True,107
-0.3872495507619088,-0.04843697517605093,0.08693396875148564,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-0.21822214811758073,-0.1561564042016982,0.0865927142268446,-0.062065743915882515,True,107
0.633365886168138,0.8489662726377302,0.05486156865551337,-2.6881420705238113,1.293748116387386,-3.704271255775917,2.030771737918593,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,0.7370236215312069,0.46504776337539977,0.055097613621429696,0.27197585815580716,True,108
-8.128419794542175,-7.754605286712419,0.09535118768263486,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-7.950042025825545,-2.4393412970859485,0.09585039407699027,-5.510700728739597,True,108
0.38573930086516545,1.0045240610658264,0.19106797285033406,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.6330090115836151,0.22324263582948362,0.21540701724306843,0.4097663757541315,True,108
3.158066928246509,3.550809366495474,0.09994056453068033,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),3.347988633990831,-2.6416485721829104,0.10076506247681143,5.989637206173741,True,108
0.5253785526900753,0.6368402116594828,0.028578559697384504,-1.7018639571084282,1.1639015448729204,-3.064563380665305,1.7438257204338832,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,0.5799241755609628,0.8885988630017034,0.028688068829189978,-0.30867468744074067,True,109
-8.752477798844541,-8.51574701328728,0.06096738832092427,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-8.63757500911272,-1.1204646162827476,0.061790909800564946,-7.517110392829972,True,109
0.24896470656938652,0.6204490992736696,0.10977424832269331,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.4769778388256798,-0.09536842673295587,0.11815456078815409,0.5723462655586357,True,109
1.6103289703384707,1.9111003036714307,0.07636925143084058,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),1.7575641191854416,-1.0877753716514895,0.07656888055463809,2.845339490836931,True,109
0.3343186387705209,0.4538913558010666,0.030724525177975814,-1.5619076667734717,1.117320600644348,-2.811177935507138,1.5098531678990637,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,0.39253256725471575,-0.488113983920313,0.030779131716669555,0.8806465511750288,True,110
-9.328887019135603,-9.11801748840271,0.05399046749310663,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-9.226511788839888,-0.1658246699928032,0.05352147945104715,-9.060687118847085,True,110
0.9793112761719769,1.0099964793795952,0.007885005893600246,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.9949283656454174,-0.20351175021308776,0.007934005372608565,1.1984401158585052,True,110
0.28924832701494774,0.5636122204659955,0.07013161216134095,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),0.42685862909831035,0.20427178672602317,0.07033902308903678,0.22258684237228718,True,110
0.5767867309999528,0.6871032043437207,0.028282014133328297,-0.4428140664217252,1.092307263886201,-2.3667718248915253,1.7231199064125662,cosine_minus_constant_tail_slope,p_cosine-p_constant; four-point log2 OLS,0.6308126425263652,0.7796485612059907,0.02803774049494241,-0.14883591867962553,True,111
-9.074771567225445,-8.844855703094995,0.058328336336002526,,,,,dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),-8.96307247247966,-1.7783034467060679,0.05838711701704794,-7.1847690257735914,True,111
1.08378910013531,1.1128797962418664,0.007402459589092189,,,,,h1_dense_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),1.0982869757267018,0.08767530835402182,0.007478860042828657,1.01061166737268,True,111
0.9943115408152677,1.2475862658980033,0.06465291916006576,,,,,rank_matched_vs_factorized,log2(mean_block(treatment)/mean_block(baseline)),1.1174472287597024,-1.7145628786675375,0.06437723650751194,2.83201010742724,True,111
