cell,maximum,mean,metric,minimum,n_seeds,optimizer,standard_deviation,step
C16-d16-L2-H1-m4-ffn32,0.569360226392746,0.2848591248815258,attention_self_mass,0.14105042070150375,12,adamw,0.11219143780377294,50
C16-d16-L2-H1-m4-ffn32,0.5656107366085052,0.4567441243464903,attention_target_mass,0.13447820965666324,12,adamw,0.11657714821105246,50
C16-d16-L2-H1-m4-ffn32,3.2378438115119934,2.1632579000045857,attention_target_over_distractor_log_margin,-0.3136409819126129,12,adamw,1.0382040387189098,50
C16-d16-L2-H1-m4-ffn32,1.0,0.9620768229166666,donor_accuracy,0.72265625,12,adamw,0.0827193908544303,50
C16-d16-L2-H1-m4-ffn32,0.3421064019203186,0.05668630047390858,donor_risk,0.0024041091091930866,12,adamw,0.10155251070959043,50
C16-d16-L2-H1-m4-ffn32,0.8103969097137451,0.7324810822804769,embedding_coherence,0.6551828384399414,12,adamw,0.05709797479654252,50
C16-d16-L2-H1-m4-ffn32,7.269988536834717,6.4407583475112915,embedding_effective_rank,5.620994567871094,12,adamw,0.6068305719696472,50
C16-d16-L2-H1-m4-ffn32,0.0012043547467328608,-0.000277551737099202,ffn_branch_signed,-0.0019679148390423506,12,adamw,0.000983172880596771,50
C16-d16-L2-H1-m4-ffn32,0.2899278700351715,0.21421199726561704,ffn_cancellation_fraction,0.1383313164114952,12,adamw,0.048392641235001824,50
C16-d16-L2-H1-m4-ffn32,0.59375,0.4862467447916667,ffn_opposition_rate,0.388671875,12,adamw,0.06581014083449348,50
C16-d16-L2-H1-m4-ffn32,0.005205857669352554,-0.0007785904369181177,ffn_skip_signed,-0.00954568525776267,12,adamw,0.0038808365578753205,50
C16-d16-L2-H1-m4-ffn32,0.004532984516117722,-0.0010561420325151023,ffn_total_signed,-0.009285356849431992,12,adamw,0.004024572066895159,50
C16-d16-L2-H1-m4-ffn32,1.0,0.9640299479166666,function_accuracy,0.72265625,12,adamw,0.08190203200806191,50
C16-d16-L2-H1-m4-ffn32,0.12634320557117462,0.04970362689346075,natural_swap_mae,0.01057998277246952,12,adamw,0.03386150900603578,50
C16-d16-L2-H1-m4-ffn32,0.04823962599039078,0.013933311114669777,natural_swap_mse,0.0005350393475964665,12,adamw,0.013841473582957058,50
C16-d16-L2-H1-m4-ffn32,1.2443863153457642,1.0599503368139267,ov_distractor_gain,0.8884364366531372,12,adamw,0.10797908185178381,50
C16-d16-L2-H1-m4-ffn32,1.0875546336174011,0.6462924826579789,ov_log_target_over_distractor_gain,0.3809812515974045,12,adamw,0.22361451602968546,50
C16-d16-L2-H1-m4-ffn32,2.828778922557831,2.1569503669937453,ov_target_gain,1.5890110433101654,12,adamw,0.3530099301174935,50
C16-d16-L2-H1-m4-ffn32,0.26613178849220276,0.22702566906809807,qk_cancellation_fraction,0.1967470794916153,12,adamw,0.02283258208835757,50
C16-d16-L2-H1-m4-ffn32,0.003259677439928055,0.0007490362616806578,qk_content_energy,3.787177047342993e-05,12,adamw,0.0009554102873425462,50
C16-d16-L2-H1-m4-ffn32,0.000843062371131964,-0.00037751793570350856,qk_content_signed,-0.0016175549535546452,12,adamw,0.0006200975394337984,50
C16-d16-L2-H1-m4-ffn32,0.5732421875,0.5237630208333334,qk_opposition_rate,0.4775390625,12,adamw,0.026615366285998747,50
C16-d16-L2-H1-m4-ffn32,0.004854079714277759,-0.0005928712131814488,qk_route_signed,-0.005754686178988777,12,adamw,0.0030741555742724944,50
C16-d16-L2-H1-m4-ffn32,-1.1849622130393982,-1.5722252054450412,qk_suppression_log_ratio,-1.888384461402893,12,adamw,0.19211085199862715,50
C16-d16-L2-H1-m4-ffn32,0.0048447707667946815,-0.0009703890803696898,qk_total_signed,-0.006478213821537793,12,adamw,0.003195870640604528,50
C16-d16-L2-H1-m4-ffn32,0.3360077142715454,0.05561112014887234,risk,0.002563309855759144,12,adamw,0.09950860047786846,50
C16-d16-L2-H1-m4-ffn32,1.0392882823944092,0.8972873215874037,target_key_effect,0.32341471314430237,12,adamw,0.20685345869941146,50
C16-d16-L2-H1-m4-ffn32,1.0196337699890137,0.8945192421476046,value_flip_effect,0.337262362241745,12,adamw,0.19141104450124,50
C16-d16-L2-H1-m4-ffn32,0.02674773335456848,0.007576155224038909,walsh_bias_energy,0.0013506109826266766,12,adamw,0.007215159621676477,50
C16-d16-L2-H1-m4-ffn32,0.19290700554847717,0.037533506333905585,walsh_distractor_direct_energy,0.0006633589509874582,12,adamw,0.06457662972430137,50
C16-d16-L2-H1-m4-ffn32,0.014221731573343277,0.002871931981644593,walsh_interaction_energy,0.0002809558645822108,12,adamw,0.003762200059906303,50
C16-d16-L2-H1-m4-ffn32,1.0195777416229248,0.8949113339185715,walsh_target_coefficient,0.33539366722106934,12,adamw,0.1917693473741338,50
C16-d16-L2-H1-m4-ffn32,0.44816556572914124,0.05993711308110505,walsh_target_error_energy,0.0017094409558922052,12,adamw,0.12880546744001492,50
