cell,confidence_interval_excludes_zero,confidence_interval_high,confidence_interval_low,confidence_level,confirmatory_sample_size_pass,desired_direction,direction,eligibility_rule,estimate,final_mean,initial_mean,metric,n_pairs,n_resamples,optimizer,population,rng_seed,standard_deviation,standardized_paired_effect,supports_desired_direction
C16-d16-L2-H1-m4-ffn32,True,0.207763671875,0.1311014811197917,0.95,True,increase,positive,all_scheduled,0.16560872395833334,0.669189453125,0.5035807291666666,ffn_opposition_rate,12,20000,adamw,all_scheduled,20260815,0.07158150237257598,2.313568707965268,True
C16-d16-L2-H1-m4-ffn32,False,0.0023012805566054286,-0.010889636238202154,0.95,True,descriptive,negative,all_scheduled,-0.0040768407845159045,-8.736858990232577e-05,0.003989472194613579,ffn_skip_signed,12,20000,adamw,all_scheduled,20260815,0.012279035790039028,-0.3320163614005515,False
C16-d16-L2-H1-m4-ffn32,False,0.006320753767946961,-0.01776400732975768,0.95,True,descriptive,negative,all_scheduled,-0.005283996492532121,2.378559959955358e-05,0.005307782092131674,ffn_total_signed,12,20000,adamw,all_scheduled,20260815,0.022313112357120184,-0.2368112707883166,False
C16-d16-L2-H1-m4-ffn32,True,0.4973958333333333,0.4583333333333333,0.95,True,increase,positive,all_scheduled,0.4783528645833333,1.0,0.5216471354166666,function_accuracy,12,20000,adamw,all_scheduled,20260815,0.03591219245910854,13.320068529038164,True
C16-d16-L2-H1-m4-ffn32,True,0.5167173838022184,0.48431109978870757,0.95,True,increase,positive,all_scheduled,0.501179546903586,0.49387314170598984,-0.0073064051975961775,key_selectivity,12,20000,adamw,all_scheduled,20260815,0.029874589384845225,16.776114993494247,True
C16-d16-L2-H1-m4-ffn32,True,-0.12627044500962561,-0.17052926911176958,0.95,True,decrease,negative,all_scheduled,-0.1485023393664354,0.0034063966886606067,0.151908736055096,natural_swap_mae,12,20000,adamw,all_scheduled,20260815,0.04061623073942913,-3.656231429231895,True
C16-d16-L2-H1-m4-ffn32,True,-0.0394332669655815,-0.06873578307190845,0.95,True,decrease,negative,all_scheduled,-0.05393830918857626,3.637824367312229e-05,0.05397468743224939,natural_swap_mse,12,20000,adamw,all_scheduled,20260815,0.02696754820014928,-2.0001191353494154,True
C16-d16-L2-H1-m4-ffn32,False,0.13980921283364295,-0.011213674706717304,0.95,True,decrease,positive,all_scheduled,0.05351780354976654,1.0071361859639485,0.9536183824141821,ov_distractor_gain,12,20000,adamw,all_scheduled,20260815,0.14049698140380865,0.3809178176999307,False
C16-d16-L2-H1-m4-ffn32,True,1.0699559769282738,0.7384053250619521,0.95,True,increase,positive,all_scheduled,0.9096756824292243,0.8537848374495903,-0.05589084497963389,ov_log_target_over_distractor_gain,12,20000,adamw,all_scheduled,20260815,0.30522978379227883,2.9802978959887323,True
C16-d16-L2-H1-m4-ffn32,True,1.9054772629092134,1.44987247766306,0.95,True,increase,positive,all_scheduled,1.6847671245535214,2.5897318348288536,0.9049647102753321,ov_target_gain,12,20000,adamw,all_scheduled,20260815,0.4184532539460558,4.026177616414737,True
