cell,confidence_interval_excludes_zero,confidence_interval_high,confidence_interval_low,confirmatory_sample_size_pass,desired_direction,direction,eligibility_rule,estimate,head,layer,metric,module,n_pairs,n_resamples,optimizer,population,rng_seed,standard_deviation,standardized_paired_effect
C16-d16-L2-H4-m4-ffnnone,True,5.040695438332234,2.3867072751279923,True,increase,positive,function_gate,3.6663567929839096,0,0,attention_target_over_distractor_log_margin,attention,12,20000,adamw,claim_eligible,20260815,2.469052209899503,1.4849247732728745
C16-d16-L2-H4-m4-ffnnone,True,-0.07057533822953702,-0.14480474969410956,True,decrease,negative,all_scheduled,-0.10765351859542231,1,0,attention_mean_distractor_mass,attention,12,20000,adamw,all_scheduled,20260815,0.0686130542477535,-1.5689947018930008
C16-d16-L2-H4-m4-ffnnone,True,0.23569319445329398,0.11248126847979925,True,descriptive,positive,all_scheduled,0.17356679464379945,1,0,attention_self_mass,attention,12,20000,adamw,all_scheduled,20260815,0.11361316877125356,1.527699618987437
C16-d16-L2-H4-m4-ffnnone,True,0.26028616866096843,0.04666031387945017,True,increase,positive,all_scheduled,0.1493937410414219,1,0,attention_target_mass,attention,12,20000,adamw,all_scheduled,20260815,0.19780159037666434,0.7552706768279182
C16-d16-L2-H4-m4-ffnnone,True,3.100780227516465,0.8363336773434036,True,increase,positive,all_scheduled,1.91686574742198,1,0,attention_target_over_distractor_log_margin,attention,12,20000,adamw,all_scheduled,20260815,2.1167395230845263,0.9055746947213944
C16-d16-L2-H4-m4-ffnnone,True,-0.07057533822953702,-0.14480474969410956,True,decrease,negative,function_gate,-0.10765351859542231,1,0,attention_mean_distractor_mass,attention,12,20000,adamw,claim_eligible,20260815,0.0686130542477535,-1.5689947018930008
C16-d16-L2-H4-m4-ffnnone,True,0.23569319445329398,0.11248126847979925,True,descriptive,positive,function_gate,0.17356679464379945,1,0,attention_self_mass,attention,12,20000,adamw,claim_eligible,20260815,0.11361316877125356,1.527699618987437
C16-d16-L2-H4-m4-ffnnone,True,0.26028616866096843,0.04666031387945017,True,increase,positive,function_gate,0.1493937410414219,1,0,attention_target_mass,attention,12,20000,adamw,claim_eligible,20260815,0.19780159037666434,0.7552706768279182
C16-d16-L2-H4-m4-ffnnone,True,3.100780227516465,0.8363336773434036,True,increase,positive,function_gate,1.91686574742198,1,0,attention_target_over_distractor_log_margin,attention,12,20000,adamw,claim_eligible,20260815,2.1167395230845263,0.9055746947213944
C16-d16-L2-H4-m4-ffnnone,True,-0.08657927590344724,-0.14537578311477167,True,decrease,negative,all_scheduled,-0.11531024806511898,2,0,attention_mean_distractor_mass,attention,12,20000,adamw,all_scheduled,20260815,0.05535555540700223,-2.0830835715999836
C16-d16-L2-H4-m4-ffnnone,True,0.2188826587051153,0.08273146112139027,True,descriptive,positive,all_scheduled,0.15057364851236343,2,0,attention_self_mass,attention,12,20000,adamw,all_scheduled,20260815,0.12628643726613656,1.1923184450523685
C16-d16-L2-H4-m4-ffnnone,True,0.30898095027854044,0.09113886452590426,True,increase,positive,all_scheduled,0.19535709793368974,2,0,attention_target_mass,attention,12,20000,adamw,all_scheduled,20260815,0.20564700861318452,0.9499632367672813
C16-d16-L2-H4-m4-ffnnone,True,3.462235431559384,1.3451387567523247,True,increase,positive,all_scheduled,2.366768765884141,2,0,attention_target_over_distractor_log_margin,attention,12,20000,adamw,all_scheduled,20260815,1.9913745854330813,1.188510079016309
C16-d16-L2-H4-m4-ffnnone,True,-0.08657927590344724,-0.14537578311477167,True,decrease,negative,function_gate,-0.11531024806511898,2,0,attention_mean_distractor_mass,attention,12,20000,adamw,claim_eligible,20260815,0.05535555540700223,-2.0830835715999836
C16-d16-L2-H4-m4-ffnnone,True,0.2188826587051153,0.08273146112139027,True,descriptive,positive,function_gate,0.15057364851236343,2,0,attention_self_mass,attention,12,20000,adamw,claim_eligible,20260815,0.12628643726613656,1.1923184450523685
C16-d16-L2-H4-m4-ffnnone,True,0.30898095027854044,0.09113886452590426,True,increase,positive,function_gate,0.19535709793368974,2,0,attention_target_mass,attention,12,20000,adamw,claim_eligible,20260815,0.20564700861318452,0.9499632367672813
C16-d16-L2-H4-m4-ffnnone,True,3.462235431559384,1.3451387567523247,True,increase,positive,function_gate,2.366768765884141,2,0,attention_target_over_distractor_log_margin,attention,12,20000,adamw,claim_eligible,20260815,1.9913745854330813,1.188510079016309
C16-d16-L2-H4-m4-ffnnone,True,-0.06116249384358526,-0.1335648604532859,True,decrease,negative,all_scheduled,-0.09714830224402249,3,0,attention_mean_distractor_mass,attention,12,20000,adamw,all_scheduled,20260815,0.06741297586769286,-1.441092030037203
C16-d16-L2-H4-m4-ffnnone,True,0.22664620717987405,0.0627401686894397,True,descriptive,positive,all_scheduled,0.14517200738191605,3,0,attention_self_mass,attention,12,20000,adamw,all_scheduled,20260815,0.15281318242059802,0.9499966238668425
C16-d16-L2-H4-m4-ffnnone,True,0.2903059897401059,0.031433465261943655,True,increase,positive,all_scheduled,0.14627288250873485,3,0,attention_target_mass,attention,12,20000,adamw,all_scheduled,20260815,0.23913158985184768,0.6116836449728671
C16-d16-L2-H4-m4-ffnnone,True,2.859001434796179,0.7314362374405998,True,increase,positive,all_scheduled,1.71158506294402,3,0,attention_target_over_distractor_log_margin,attention,12,20000,adamw,all_scheduled,20260815,1.9737278331009684,0.8671839319684265
C16-d16-L2-H4-m4-ffnnone,True,-0.06116249384358526,-0.1335648604532859,True,decrease,negative,function_gate,-0.09714830224402249,3,0,attention_mean_distractor_mass,attention,12,20000,adamw,claim_eligible,20260815,0.06741297586769286,-1.441092030037203
C16-d16-L2-H4-m4-ffnnone,True,0.22664620717987405,0.0627401686894397,True,descriptive,positive,function_gate,0.14517200738191605,3,0,attention_self_mass,attention,12,20000,adamw,claim_eligible,20260815,0.15281318242059802,0.9499966238668425
C16-d16-L2-H4-m4-ffnnone,True,0.2903059897401059,0.031433465261943655,True,increase,positive,function_gate,0.14627288250873485,3,0,attention_target_mass,attention,12,20000,adamw,claim_eligible,20260815,0.23913158985184768,0.6116836449728671
C16-d16-L2-H4-m4-ffnnone,True,2.859001434796179,0.7314362374405998,True,increase,positive,function_gate,1.71158506294402,3,0,attention_target_over_distractor_log_margin,attention,12,20000,adamw,claim_eligible,20260815,1.9737278331009684,0.8671839319684265
C16-d16-L2-H4-m4-ffnnone,True,-0.04854866126552228,-0.09965847094232837,True,decrease,negative,all_scheduled,-0.07207008916884661,0,1,attention_mean_distractor_mass,attention,12,20000,adamw,all_scheduled,20260815,0.046886642289532404,-1.537113464508771
C16-d16-L2-H4-m4-ffnnone,False,0.13258153768256303,-0.005759690018991611,True,descriptive,positive,all_scheduled,0.06699363173296054,0,1,attention_self_mass,attention,12,20000,adamw,all_scheduled,20260815,0.12684001904936554,0.5281742484356371
C16-d16-L2-H4-m4-ffnnone,True,0.21961052020390823,0.08965867000321547,True,increase,positive,all_scheduled,0.14921662708123526,0,1,attention_target_mass,attention,12,20000,adamw,all_scheduled,20260815,0.11900076323983177,1.2539131936532797
C16-d16-L2-H4-m4-ffnnone,True,2.545632325097297,1.390190570941195,True,increase,positive,all_scheduled,1.9604333136230707,0,1,attention_target_over_distractor_log_margin,attention,12,20000,adamw,all_scheduled,20260815,1.071808321074789,1.8290894697077789
C16-d16-L2-H4-m4-ffnnone,True,-0.04854866126552228,-0.09965847094232837,True,decrease,negative,function_gate,-0.07207008916884661,0,1,attention_mean_distractor_mass,attention,12,20000,adamw,claim_eligible,20260815,0.046886642289532404,-1.537113464508771
C16-d16-L2-H4-m4-ffnnone,False,0.13258153768256303,-0.005759690018991611,True,descriptive,positive,function_gate,0.06699363173296054,0,1,attention_self_mass,attention,12,20000,adamw,claim_eligible,20260815,0.12684001904936554,0.5281742484356371
C16-d16-L2-H4-m4-ffnnone,True,0.21961052020390823,0.08965867000321547,True,increase,positive,function_gate,0.14921662708123526,0,1,attention_target_mass,attention,12,20000,adamw,claim_eligible,20260815,0.11900076323983177,1.2539131936532797
C16-d16-L2-H4-m4-ffnnone,True,2.545632325097297,1.390190570941195,True,increase,positive,function_gate,1.9604333136230707,0,1,attention_target_over_distractor_log_margin,attention,12,20000,adamw,claim_eligible,20260815,1.071808321074789,1.8290894697077789
C16-d16-L2-H4-m4-ffnnone,True,-0.0660161190200597,-0.10438847647358973,True,decrease,negative,all_scheduled,-0.0845870381842057,1,1,attention_mean_distractor_mass,attention,12,20000,adamw,all_scheduled,20260815,0.03565575045048982,-2.3723252803684485
C16-d16-L2-H4-m4-ffnnone,True,0.18923065758620697,0.07467869852359096,True,descriptive,positive,all_scheduled,0.13322903526326021,1,1,attention_self_mass,attention,12,20000,adamw,all_scheduled,20260815,0.10680344637167519,1.2474226234200738
C16-d16-L2-H4-m4-ffnnone,True,0.16498451326042396,0.0855920775793493,True,increase,positive,all_scheduled,0.12053207059701283,1,1,attention_target_mass,attention,12,20000,adamw,all_scheduled,20260815,0.0740222996886157,1.6283210749199422
C16-d16-L2-H4-m4-ffnnone,True,1.8119811113458126,1.1333855752212305,True,increase,positive,all_scheduled,1.4490796060611804,1,1,attention_target_over_distractor_log_margin,attention,12,20000,adamw,all_scheduled,20260815,0.6321849759589918,2.29217659572343
C16-d16-L2-H4-m4-ffnnone,True,-0.0660161190200597,-0.10438847647358973,True,decrease,negative,function_gate,-0.0845870381842057,1,1,attention_mean_distractor_mass,attention,12,20000,adamw,claim_eligible,20260815,0.03565575045048982,-2.3723252803684485
C16-d16-L2-H4-m4-ffnnone,True,0.18923065758620697,0.07467869852359096,True,descriptive,positive,function_gate,0.13322903526326021,1,1,attention_self_mass,attention,12,20000,adamw,claim_eligible,20260815,0.10680344637167519,1.2474226234200738
C16-d16-L2-H4-m4-ffnnone,True,0.16498451326042396,0.0855920775793493,True,increase,positive,function_gate,0.12053207059701283,1,1,attention_target_mass,attention,12,20000,adamw,claim_eligible,20260815,0.0740222996886157,1.6283210749199422
C16-d16-L2-H4-m4-ffnnone,True,1.8119811113458126,1.1333855752212305,True,increase,positive,function_gate,1.4490796060611804,1,1,attention_target_over_distractor_log_margin,attention,12,20000,adamw,claim_eligible,20260815,0.6321849759589918,2.29217659572343
C16-d16-L2-H4-m4-ffnnone,True,-0.04184549640243253,-0.09771509776085925,True,decrease,negative,all_scheduled,-0.06675508067322274,2,1,attention_mean_distractor_mass,attention,12,20000,adamw,all_scheduled,20260815,0.051808480392701514,-1.288497175891436
C16-d16-L2-H4-m4-ffnnone,False,0.060307801980525245,-0.03585770330391824,True,descriptive,positive,all_scheduled,0.014593780661622683,2,1,attention_self_mass,attention,12,20000,adamw,all_scheduled,20260815,0.08928046821975746,0.16345994765284091
C16-d16-L2-H4-m4-ffnnone,True,0.2796076759385565,0.1218332411410908,True,increase,positive,all_scheduled,0.18567145119110742,2,1,attention_target_mass,attention,12,20000,adamw,all_scheduled,20260815,0.14942144825605547,1.2426024065362578
C16-d16-L2-H4-m4-ffnnone,True,2.731433611580478,1.1622749420969436,True,increase,positive,all_scheduled,1.822092343121767,2,1,attention_target_over_distractor_log_margin,attention,12,20000,adamw,all_scheduled,20260815,1.4622902788048364,1.2460537894097232
C16-d16-L2-H4-m4-ffnnone,True,-0.04184549640243253,-0.09771509776085925,True,decrease,negative,function_gate,-0.06675508067322274,2,1,attention_mean_distractor_mass,attention,12,20000,adamw,claim_eligible,20260815,0.051808480392701514,-1.288497175891436
C16-d16-L2-H4-m4-ffnnone,False,0.060307801980525245,-0.03585770330391824,True,descriptive,positive,function_gate,0.014593780661622683,2,1,attention_self_mass,attention,12,20000,adamw,claim_eligible,20260815,0.08928046821975746,0.16345994765284091
C16-d16-L2-H4-m4-ffnnone,True,0.2796076759385565,0.1218332411410908,True,increase,positive,function_gate,0.18567145119110742,2,1,attention_target_mass,attention,12,20000,adamw,claim_eligible,20260815,0.14942144825605547,1.2426024065362578
C16-d16-L2-H4-m4-ffnnone,True,2.731433611580478,1.1622749420969436,True,increase,positive,function_gate,1.822092343121767,2,1,attention_target_over_distractor_log_margin,attention,12,20000,adamw,claim_eligible,20260815,1.4622902788048364,1.2460537894097232
C16-d16-L2-H4-m4-ffnnone,True,-0.010256955291455145,-0.060122518846765165,True,decrease,negative,all_scheduled,-0.040078976502021156,3,1,attention_mean_distractor_mass,attention,12,20000,adamw,all_scheduled,20260815,0.04826511977798179,-0.8303921483336897
C16-d16-L2-H4-m4-ffnnone,False,0.08494193881439657,-0.031584609718993274,True,descriptive,positive,all_scheduled,0.023951017297804356,3,1,attention_self_mass,attention,12,20000,adamw,all_scheduled,20260815,0.10777828556865904,0.22222488668690696
C16-d16-L2-H4-m4-ffnnone,True,0.1607453238839904,0.024887442092100805,True,increase,positive,all_scheduled,0.09628589575489362,3,1,attention_target_mass,attention,12,20000,adamw,all_scheduled,20260815,0.12586020166977205,0.7650225764576911
C16-d16-L2-H4-m4-ffnnone,False,2.1153673555895995,-2.257496830370898,True,increase,positive,all_scheduled,0.38483033841475844,3,1,attention_target_over_distractor_log_margin,attention,12,20000,adamw,all_scheduled,20260815,4.254306643273462,0.0904566526776387
C16-d16-L2-H4-m4-ffnnone,True,-0.010256955291455145,-0.060122518846765165,True,decrease,negative,function_gate,-0.040078976502021156,3,1,attention_mean_distractor_mass,attention,12,20000,adamw,claim_eligible,20260815,0.04826511977798179,-0.8303921483336897
C16-d16-L2-H4-m4-ffnnone,False,0.08494193881439657,-0.031584609718993274,True,descriptive,positive,function_gate,0.023951017297804356,3,1,attention_self_mass,attention,12,20000,adamw,claim_eligible,20260815,0.10777828556865904,0.22222488668690696
C16-d16-L2-H4-m4-ffnnone,True,0.1607453238839904,0.024887442092100805,True,increase,positive,function_gate,0.09628589575489362,3,1,attention_target_mass,attention,12,20000,adamw,claim_eligible,20260815,0.12586020166977205,0.7650225764576911
C16-d16-L2-H4-m4-ffnnone,False,2.1153673555895995,-2.257496830370898,True,increase,positive,function_gate,0.38483033841475844,3,1,attention_target_over_distractor_log_margin,attention,12,20000,adamw,claim_eligible,20260815,4.254306643273462,0.0904566526776387
C16-d16-L2-H4-m4-ffnnone,True,0.1054711896926164,0.026064544233183065,True,decrease,positive,all_scheduled,0.0636984979112943,0,0,ov_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.07358954806127985,0.8655916443222477
C16-d16-L2-H4-m4-ffnnone,True,1.3591362323611964,0.7085346799964707,True,increase,positive,all_scheduled,1.0218737314765651,0,0,ov_log_target_over_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.604663141853097,1.689988459268168
C16-d16-L2-H4-m4-ffnnone,True,1.4590854991537825,0.5629947652419408,True,increase,positive,all_scheduled,0.9789839846392473,0,0,ov_target_gain,ov,12,20000,adamw,all_scheduled,20260815,0.8393923264879317,1.1663008509207793
C16-d16-L2-H4-m4-ffnnone,True,0.11904313012957567,0.03280864261090757,True,decrease,positive,function_and_donor_gate,0.07400519549846649,0,0,ov_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.07393095388885129,1.0010042019710284
C16-d16-L2-H4-m4-ffnnone,True,1.4674189627449952,0.7118278525210918,True,increase,positive,function_and_donor_gate,1.0867273438721896,0,0,ov_log_target_over_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.6470819798821799,1.679427611428864
C16-d16-L2-H4-m4-ffnnone,True,1.6080219343304634,0.5489158562198281,True,increase,positive,function_and_donor_gate,1.0481906488537789,0,0,ov_target_gain,ov,10,20000,adamw,claim_eligible,20260815,0.9088353938053079,1.1533338776178033
C16-d16-L2-H4-m4-ffnnone,False,0.028954954072832953,-0.09920334840814272,True,decrease,negative,all_scheduled,-0.03537502388159434,1,0,ov_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.11822201796041153,-0.2992253430612241
C16-d16-L2-H4-m4-ffnnone,True,1.2024198230744028,0.44366833469442407,True,increase,positive,all_scheduled,0.8148771899286658,1,0,ov_log_target_over_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.7037516304226749,1.1579045144652078
C16-d16-L2-H4-m4-ffnnone,True,1.4632166799157855,0.2397357530271014,True,increase,positive,all_scheduled,0.7998722021778425,1,0,ov_target_gain,ov,12,20000,adamw,all_scheduled,20260815,1.1364534233793657,0.7038319263444489
C16-d16-L2-H4-m4-ffnnone,False,0.02750059381127357,-0.11975621417164801,True,decrease,negative,function_and_donor_gate,-0.04930088520050049,1,0,ov_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.12541121641912112,-0.3931138426704847
C16-d16-L2-H4-m4-ffnnone,True,1.1216282162815332,0.3174276885553263,True,increase,positive,function_and_donor_gate,0.7093962681479752,1,0,ov_log_target_over_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.6913655277151732,1.02607989509166
C16-d16-L2-H4-m4-ffnnone,True,1.2621588271111241,0.07972492881119256,True,increase,positive,function_and_donor_gate,0.5963861554861069,1,0,ov_target_gain,ov,10,20000,adamw,claim_eligible,20260815,1.026347072874527,0.5810764908363667
C16-d16-L2-H4-m4-ffnnone,False,0.035344355056683215,-0.06015821782251199,True,decrease,negative,all_scheduled,-0.014742597937583923,2,0,ov_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.08977704260272586,-0.16421345045661262
C16-d16-L2-H4-m4-ffnnone,True,0.8695059134624896,0.1637192844723662,True,increase,positive,all_scheduled,0.520536243605117,2,0,ov_log_target_over_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.6592086100151915,0.7896381140912604
C16-d16-L2-H4-m4-ffnnone,True,0.933749114784101,0.10299579581866669,True,increase,positive,all_scheduled,0.4868766690293948,2,0,ov_target_gain,ov,12,20000,adamw,all_scheduled,20260815,0.7811947725193883,0.6232461943635332
C16-d16-L2-H4-m4-ffnnone,False,0.038328119814395815,-0.07502967894077299,True,decrease,negative,function_and_donor_gate,-0.02189275622367859,2,0,ov_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.09693165800953664,-0.22585764726653768
C16-d16-L2-H4-m4-ffnnone,True,0.8854480804037295,0.06604706837795682,True,increase,positive,function_and_donor_gate,0.472555598244071,2,0,ov_log_target_over_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.6974390320711388,0.6775582904225388
C16-d16-L2-H4-m4-ffnnone,True,1.0061838439106927,0.02073507308959961,True,increase,positive,function_and_donor_gate,0.47596806287765503,2,0,ov_target_gain,ov,10,20000,adamw,claim_eligible,20260815,0.8461939640276633,0.5624810423040254
C16-d16-L2-H4-m4-ffnnone,True,-0.014248334119717309,-0.0796110435699423,True,decrease,negative,all_scheduled,-0.04771832376718521,3,0,ov_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.05984331188108137,-0.7973877492276743
C16-d16-L2-H4-m4-ffnnone,True,0.8950578277620174,0.1109605749448143,True,increase,positive,all_scheduled,0.5104057366649309,3,0,ov_log_target_over_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.7249020411533025,0.7041030479827138
C16-d16-L2-H4-m4-ffnnone,True,0.7730654266042013,0.07141927769407637,True,increase,positive,all_scheduled,0.37263037264347076,3,0,ov_target_gain,ov,12,20000,adamw,all_scheduled,20260815,0.653946754451325,0.569817603814114
C16-d16-L2-H4-m4-ffnnone,True,-0.043206578865647376,-0.09320654869079589,True,decrease,negative,function_and_donor_gate,-0.0667987734079361,3,0,ov_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.04265180664233192,-1.5661417104343316
C16-d16-L2-H4-m4-ffnnone,True,1.050484096445143,0.37642271827906376,True,increase,positive,function_and_donor_gate,0.7063424676656723,3,0,ov_log_target_over_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.5785288824023097,1.2209286159277366
C16-d16-L2-H4-m4-ffnnone,True,0.9014200646430247,0.126991473287344,True,increase,positive,function_and_donor_gate,0.46325070410966873,3,0,ov_target_gain,ov,10,20000,adamw,claim_eligible,20260815,0.6768026340085899,0.6844694166834304
C16-d16-L2-H4-m4-ffnnone,True,0.1074149560804168,0.013611618926127753,True,decrease,positive,all_scheduled,0.05622062335411707,0,1,ov_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.08704844077779351,0.6458544558842831
C16-d16-L2-H4-m4-ffnnone,True,1.280252611233542,0.6169907259133955,True,increase,positive,all_scheduled,0.9479438203076521,0,1,ov_log_target_over_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.6135871539057215,1.5449212296470356
C16-d16-L2-H4-m4-ffnnone,True,1.3257180089130998,0.4782725989197692,True,increase,positive,all_scheduled,0.8802297537525495,0,1,ov_target_gain,ov,12,20000,adamw,all_scheduled,20260815,0.7845144406835072,1.1220058014300547
C16-d16-L2-H4-m4-ffnnone,True,0.11194298990070814,0.001266293004155167,True,decrease,positive,function_and_donor_gate,0.049439719319343566,0,1,ov_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.09462092132306728,0.5225030429638275
C16-d16-L2-H4-m4-ffnnone,True,1.374450490772723,0.607260432690382,True,increase,positive,function_and_donor_gate,0.9948711153119802,0,1,ov_log_target_over_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.6549534814179773,1.5189950790979532
C16-d16-L2-H4-m4-ffnnone,True,1.438457662761211,0.44900101475417636,True,increase,positive,function_and_donor_gate,0.9269385010004043,0,1,ov_target_gain,ov,10,20000,adamw,claim_eligible,20260815,0.848819579313416,1.0920324219549415
C16-d16-L2-H4-m4-ffnnone,True,0.18003621535996564,0.004279741769035661,True,decrease,positive,all_scheduled,0.0811317041516304,1,1,ov_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.16366323976068017,0.4957234396084719
C16-d16-L2-H4-m4-ffnnone,True,0.8798382502349946,0.05589002826600364,True,increase,positive,all_scheduled,0.4650770558898027,1,1,ov_log_target_over_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.7636582249367925,0.6090120432190681
C16-d16-L2-H4-m4-ffnnone,True,1.1115803092097243,0.1706610750406981,True,increase,positive,all_scheduled,0.6038808325926462,1,1,ov_target_gain,ov,12,20000,adamw,all_scheduled,20260815,0.8702944717269047,0.6938810393617459
C16-d16-L2-H4-m4-ffnnone,False,0.09528303287923325,-0.02347409829497336,True,decrease,positive,function_and_donor_gate,0.034962722659111024,1,1,ov_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.10104256338772248,0.34601975134925456
C16-d16-L2-H4-m4-ffnnone,False,0.9002693176269526,-0.011694254502653972,True,increase,positive,function_and_donor_gate,0.4342096332460642,1,1,ov_log_target_over_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.7751414748320428,0.5601682368243146
C16-d16-L2-H4-m4-ffnnone,True,0.8788627044856544,0.08585681959986688,True,increase,positive,function_and_donor_gate,0.4582793593406677,1,1,ov_target_gain,ov,10,20000,adamw,claim_eligible,20260815,0.6732468033089867,0.6807003866757914
C16-d16-L2-H4-m4-ffnnone,True,0.09061293521275121,0.009018294947842762,True,decrease,positive,all_scheduled,0.05002662787834803,2,1,ov_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.07530039405123086,0.6643607713966577
C16-d16-L2-H4-m4-ffnnone,True,1.4579227621802904,0.5157556725840551,True,increase,positive,all_scheduled,0.9943598074993739,2,1,ov_log_target_over_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.8684198042122198,1.1450220304468985
C16-d16-L2-H4-m4-ffnnone,True,1.3864337994096179,0.395477266671757,True,increase,positive,all_scheduled,0.8230809643864632,2,1,ov_target_gain,ov,12,20000,adamw,all_scheduled,20260815,0.9210904003148248,0.8935941185633218
C16-d16-L2-H4-m4-ffnnone,False,0.08044778868556018,-0.005380481928586954,True,decrease,positive,function_and_donor_gate,0.03769440948963165,2,1,ov_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.07332653382930371,0.5140623389805958
C16-d16-L2-H4-m4-ffnnone,True,1.4812839341629298,0.4330008112825453,True,increase,positive,function_and_donor_gate,0.9576285132206976,2,1,ov_log_target_over_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.8863283486595116,1.0804444139342049
C16-d16-L2-H4-m4-ffnnone,True,1.4458047436922787,0.3516220160201192,True,increase,positive,function_and_donor_gate,0.8004455760121345,2,1,ov_target_gain,ov,10,20000,adamw,claim_eligible,20260815,0.9515525856335929,0.8411995176064352
C16-d16-L2-H4-m4-ffnnone,False,0.05943110206474855,-0.010821479869385548,True,decrease,positive,all_scheduled,0.025422712167104084,3,1,ov_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.06482911407617348,0.39214961563770073
C16-d16-L2-H4-m4-ffnnone,False,0.9727911311395772,-0.009209379511109157,True,increase,positive,all_scheduled,0.4740414999735852,3,1,ov_log_target_over_distractor_gain,ov,12,20000,adamw,all_scheduled,20260815,0.9104711209576053,0.5206551740762552
C16-d16-L2-H4-m4-ffnnone,True,1.1743316392103804,0.12116319177051395,True,increase,positive,all_scheduled,0.6089907139539719,3,1,ov_target_gain,ov,12,20000,adamw,all_scheduled,20260815,0.9823059248548008,0.6199603387753052
C16-d16-L2-H4-m4-ffnnone,False,0.05360483162105083,-0.021067846640944472,True,decrease,positive,function_and_donor_gate,0.018302783370018005,3,1,ov_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.0634174909523231,0.2886078130050577
C16-d16-L2-H4-m4-ffnnone,True,1.1663241950562224,0.08599761951714797,True,increase,positive,function_and_donor_gate,0.6357513615861535,3,1,ov_log_target_over_distractor_gain,ov,10,20000,adamw,claim_eligible,20260815,0.9158773755275686,0.694144629590773
C16-d16-L2-H4-m4-ffnnone,True,1.3862495842576017,0.19393702864646914,True,increase,positive,function_and_donor_gate,0.7546285927295685,3,1,ov_target_gain,ov,10,20000,adamw,claim_eligible,20260815,1.018033590467535,0.7412609955070373
C16-d16-L2-H4-m4-ffnnone,True,0.04469390790909528,0.008913236577063803,True,increase,positive,all_scheduled,0.027172289788722992,0,0,qk_cancellation_fraction,qk,12,20000,adamw,all_scheduled,20260815,0.033292912165709634,0.8161583959215608
C16-d16-L2-H4-m4-ffnnone,True,-0.002010221343726571,-0.009432458042648879,True,descriptive,negative,all_scheduled,-0.005217111024559055,0,0,qk_content_energy,qk,12,20000,adamw,all_scheduled,20260815,0.006981732226691799,-0.7472516640803788
C16-d16-L2-H4-m4-ffnnone,True,0.056640625,0.011555989583333334,True,increase,positive,all_scheduled,0.03173828125,0,0,qk_opposition_rate,qk,12,20000,adamw,all_scheduled,20260815,0.041832910137898235,0.7586916890404649
C16-d16-L2-H4-m4-ffnnone,True,-0.7555738851738475,-1.4263720498109858,True,increase,negative,all_scheduled,-1.083249549381435,0,0,qk_suppression_log_ratio,qk,12,20000,adamw,all_scheduled,20260815,0.6247832023143365,-1.7338006933746566
C16-d16-L2-H4-m4-ffnnone,True,0.03959425240755081,0.0013901653140783328,True,increase,positive,function_and_donor_gate,0.020663152635097503,0,0,qk_cancellation_fraction,qk,10,20000,adamw,claim_eligible,20260815,0.032726455538730714,0.6313898738787438
C16-d16-L2-H4-m4-ffnnone,True,-0.0024511192160431984,-0.010961080021291989,True,descriptive,negative,function_and_donor_gate,-0.006131823890865462,0,0,qk_content_energy,qk,10,20000,adamw,claim_eligible,20260815,0.007347097383093598,-0.8345913455530614
C16-d16-L2-H4-m4-ffnnone,True,0.048828125,0.0052734375,True,increase,positive,function_and_donor_gate,0.02265625,0,0,qk_opposition_rate,qk,10,20000,adamw,claim_eligible,20260815,0.03925948595452052,0.5770898280799128
C16-d16-L2-H4-m4-ffnnone,True,-0.7977767817117275,-1.5490700968634337,True,increase,negative,function_and_donor_gate,-1.17300894446671,0,0,qk_suppression_log_ratio,qk,10,20000,adamw,claim_eligible,20260815,0.6505748763260363,-1.8030344963380593
