comparison,cell_index,cell_key,n_pairs,paired_seeds,baseline_step,followup_step,baseline_learning_rate,followup_learning_rate,baseline_full_gate_pass_count,followup_full_gate_pass_count,gate_fail_to_fail_count,gate_fail_to_pass_count,gate_pass_to_fail_count,gate_pass_to_pass_count,sampling_unit,base_mse_baseline_mean,base_mse_baseline_standard_deviation,base_mse_baseline_ci_lower,base_mse_baseline_ci_upper,base_mse_followup_mean,base_mse_followup_standard_deviation,base_mse_followup_ci_lower,base_mse_followup_ci_upper,base_mse_delta,base_mse_delta_ci_lower,base_mse_delta_ci_upper,base_mse_n_resamples,donor_mse_baseline_mean,donor_mse_baseline_standard_deviation,donor_mse_baseline_ci_lower,donor_mse_baseline_ci_upper,donor_mse_followup_mean,donor_mse_followup_standard_deviation,donor_mse_followup_ci_lower,donor_mse_followup_ci_upper,donor_mse_delta,donor_mse_delta_ci_lower,donor_mse_delta_ci_upper,donor_mse_n_resamples,swap_mse_baseline_mean,swap_mse_baseline_standard_deviation,swap_mse_baseline_ci_lower,swap_mse_baseline_ci_upper,swap_mse_followup_mean,swap_mse_followup_standard_deviation,swap_mse_followup_ci_lower,swap_mse_followup_ci_upper,swap_mse_delta,swap_mse_delta_ci_lower,swap_mse_delta_ci_upper,swap_mse_n_resamples,walsh_distractor_direct_baseline_mean,walsh_distractor_direct_baseline_standard_deviation,walsh_distractor_direct_baseline_ci_lower,walsh_distractor_direct_baseline_ci_upper,walsh_distractor_direct_followup_mean,walsh_distractor_direct_followup_standard_deviation,walsh_distractor_direct_followup_ci_lower,walsh_distractor_direct_followup_ci_upper,walsh_distractor_direct_delta,walsh_distractor_direct_delta_ci_lower,walsh_distractor_direct_delta_ci_upper,walsh_distractor_direct_n_resamples,walsh_interaction_baseline_mean,walsh_interaction_baseline_standard_deviation,walsh_interaction_baseline_ci_lower,walsh_interaction_baseline_ci_upper,walsh_interaction_followup_mean,walsh_interaction_followup_standard_deviation,walsh_interaction_followup_ci_lower,walsh_interaction_followup_ci_upper,walsh_interaction_delta,walsh_interaction_delta_ci_lower,walsh_interaction_delta_ci_upper,walsh_interaction_n_resamples,walsh_distractor_only_interaction_baseline_mean,walsh_distractor_only_interaction_baseline_standard_deviation,walsh_distractor_only_interaction_baseline_ci_lower,walsh_distractor_only_interaction_baseline_ci_upper,walsh_distractor_only_interaction_followup_mean,walsh_distractor_only_interaction_followup_standard_deviation,walsh_distractor_only_interaction_followup_ci_lower,walsh_distractor_only_interaction_followup_ci_upper,walsh_distractor_only_interaction_delta,walsh_distractor_only_interaction_delta_ci_lower,walsh_distractor_only_interaction_delta_ci_upper,walsh_distractor_only_interaction_n_resamples,walsh_target_interaction_baseline_mean,walsh_target_interaction_baseline_standard_deviation,walsh_target_interaction_baseline_ci_lower,walsh_target_interaction_baseline_ci_upper,walsh_target_interaction_followup_mean,walsh_target_interaction_followup_standard_deviation,walsh_target_interaction_followup_ci_lower,walsh_target_interaction_followup_ci_upper,walsh_target_interaction_delta,walsh_target_interaction_delta_ci_lower,walsh_target_interaction_delta_ci_upper,walsh_target_interaction_n_resamples,walsh_leakage_baseline_mean,walsh_leakage_baseline_standard_deviation,walsh_leakage_baseline_ci_lower,walsh_leakage_baseline_ci_upper,walsh_leakage_followup_mean,walsh_leakage_followup_standard_deviation,walsh_leakage_followup_ci_lower,walsh_leakage_followup_ci_upper,walsh_leakage_delta,walsh_leakage_delta_ci_lower,walsh_leakage_delta_ci_upper,walsh_leakage_n_resamples,walsh_total_error_baseline_mean,walsh_total_error_baseline_standard_deviation,walsh_total_error_baseline_ci_lower,walsh_total_error_baseline_ci_upper,walsh_total_error_followup_mean,walsh_total_error_followup_standard_deviation,walsh_total_error_followup_ci_lower,walsh_total_error_followup_ci_upper,walsh_total_error_delta,walsh_total_error_delta_ci_lower,walsh_total_error_delta_ci_upper,walsh_total_error_n_resamples
baseline_eval_b256_to_b2048,0,C8-d8-L2-H1-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,10,10,0,0,0,10,training_seed,0.0004237207045662217,0.00027088255893956793,0.0002789836982628913,0.0005948169133625924,0.0004158226875006221,0.00024999031597263636,0.0002816845634879428,0.0005729765063733794,-7.89801706559956e-06,-3.340125549584627e-05,1.4174379466567188e-05,20000,0.00038405898376367984,0.00022224353539874274,0.00026138269575312736,0.0005196284344128794,0.00041448626870987937,0.0002398395310538575,0.00028514335863292215,0.0005642548708055983,3.0427284946199508e-05,-6.734921116731106e-06,6.774740781111177e-05,20000,0.0002506028587959008,0.00016250896851685215,0.00015832156095711982,0.00034885229346400584,0.00025529983395244926,0.00015297606451156404,0.0001660802106380288,0.00034500410292821396,4.696975156548433e-06,-2.925232349298312e-05,3.1874325686658266e-05,20000,0.00011037136828235816,7.117969851006175e-05,7.262039491251928e-05,0.00015482821080695428,0.0001101110228773905,6.801032686152585e-05,7.30412042048556e-05,0.00015197711416476512,-2.6034540496766566e-07,-5.312034145390498e-06,4.65604100099881e-06,20000,9.266384913644287e-05,5.64403618275819e-05,6.229373899259373e-05,0.00012798465071682584,9.243130625691265e-05,5.562641186903334e-05,6.254974954572391e-05,0.00012746406389851472,-2.3254287953022868e-07,-3.163605251756962e-06,2.9719720168941337e-06,20000,6.215597659320338e-06,4.880166444558058e-06,3.604407659167919e-06,9.314912653053396e-06,6.279046783674858e-06,4.8806411672715e-06,3.6471615192112956e-06,9.368301263634743e-06,6.344912435451988e-08,-1.6185904712529005e-07,2.6238099508191206e-07,20000,8.644825138617306e-05,5.164012889576641e-05,5.8554746156005427e-05,0.00011864531370520126,8.615226070105564e-05,5.085661912098456e-05,5.884809484086874e-05,0.0001181042185271508,-2.95990685117431e-07,-3.1508459051110544e-06,2.8292797651374713e-06,20000,0.00020303521741880104,0.00012056318622689472,0.0001385237730028166,0.00027862650047609343,0.00020254232913430315,0.00011637973918744651,0.00013955092202195374,0.00027522778837010267,-4.928882844978944e-07,-5.972783146717119e-06,4.703431113739498e-06,20000,0.00040677590295672416,0.00023987431347487865,0.000277668955095578,0.0005564730241530923,0.00040926850706455296,0.00024058200712149668,0.00027976502242381683,0.000559582087153103,2.492604107828811e-06,-5.961724928056353e-06,1.1567647234187455e-05,20000
baseline_eval_b256_to_b2048,1,C8-d8-L2-H4-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,10,8,0,0,2,8,training_seed,0.0010488261410500853,0.0006819251690628857,0.0006950156911625528,0.001484574968344532,0.00117270752962213,0.0008176060703816968,0.0007365492596727564,0.0016848857220611534,0.00012388138857204466,1.6034489017329217e-05,0.00026759452244732527,20000,0.00115790159907192,0.0007935004029363053,0.0007459408954309766,0.0016651707515120502,0.0011558010592125356,0.00085102974096067,0.0007048128580208868,0.0016957105415349356,-2.1005398593842983e-06,-0.00011500064167194066,0.00013409901264822098,20000,0.0009719232795760036,0.0006045318823523513,0.000650862418115139,0.0013537921526585704,0.0011072329245507718,0.0008871698334511023,0.0006422775224200451,0.001681677141023101,0.00013530964497476816,-7.244407315738499e-05,0.0004036784106574484,20000,0.0003159946791129187,0.00022345860361004175,0.00020107541033212328,0.0004596290923291234,0.0003258702679886483,0.00023730561397643983,0.0002025384528678842,0.0004780545350513421,9.875588875729591e-06,-2.250992038170806e-06,2.2609264342463574e-05,20000,0.00040199477225542066,0.0003118967524520615,0.00023601898814376912,0.0005981173153486451,0.0004171660199062899,0.0003491771520553739,0.00023201024174341004,0.0006393685047078178,1.517124765086919e-05,-1.3335138210095465e-05,4.934020711516492e-05,20000,0.00010138024154002779,8.85069715817049e-05,5.4675099772794065e-05,0.0001575625272198522,0.00010624492806527996,9.652843661253036e-05,5.544479957279692e-05,0.0001677618848088968,4.864686525252182e-06,-3.7549482931353847e-06,1.456126906305143e-05,20000,0.00030061451834626494,0.00022425468688864314,0.0001811065110814525,0.0004416567333464626,0.00031092110366444105,0.0002538288719326332,0.00017599789034647984,0.00047194189020956397,1.0306585318176076e-05,-1.072497470886446e-05,3.6068622630409633e-05,20000,0.0007179894513683393,0.0005332116496187402,0.00043872988822840864,0.0010572978656273335,0.0007430362878949381,0.0005839962013772593,0.0004362183750345139,0.001116066443901218,2.504683652659878e-05,-1.0077066071971774e-05,6.94075660067028e-05,20000,0.0011440548783866688,0.0007846084426760096,0.0007271156196657103,0.0016382310264452826,0.0011825901397969573,0.0008655281298794402,0.0007234956409956795,0.0017306846560677513,3.853526141028851e-05,-1.7424632387701407e-05,0.00011376925700460557,20000
baseline_eval_b256_to_b2048,2,C32-d8-L2-H1-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,10,10,0,0,0,10,training_seed,0.0008557039909646846,0.0012267435750218084,0.00036772644842130835,0.0016704222565749648,0.0008423416584264487,0.000629380776780586,0.0005114673910429701,0.0012438653429853728,-1.3362332538235933e-05,-0.0006884780811378732,0.0005844576554591174,20000,0.0006145223582279868,0.0005811426034267005,0.00034535068207333094,0.0010018932000093622,0.0006057956095901317,0.0003101331288568814,0.00043598416814347727,0.0008018475084099919,-8.726748637855053e-06,-0.0002490351242158795,0.0001926137346163158,20000,0.0003003605885169236,0.00016728717954009987,0.00020744099335388456,0.0004025937059122952,0.0005401139933383092,0.000532894834262308,0.0002769283036468551,0.0008922072505083624,0.00023975340482138563,-1.6781604635980326e-05,0.0005402141590730024,20000,0.00012027462398691568,0.00011050432869094833,6.616287344513697e-05,0.00019332788506289944,0.00013119766881573015,6.574269298654974e-05,9.344628124381415e-05,0.0001706162661321286,1.0923044828814455e-05,-3.701003102833055e-05,5.179001731448796e-05,20000,8.839001748128794e-05,0.00010525751218459163,4.3486433605721685e-05,0.00015855642449878358,0.0001204176358442055,9.600059516282316e-05,7.055916867102497e-05,0.0001822110857028746,3.202761836291756e-05,-6.362519070535196e-07,7.05506726126259e-05,20000,8.930137289553386e-06,1.4342461609089636e-05,3.1482054984621755e-06,1.846567535039867e-05,2.048612304861308e-05,2.469116920172845e-05,8.488779228628133e-06,3.669399421823979e-05,1.1555985759059695e-05,2.8484275492246526e-06,2.1039232683506272e-05,20000,7.945987817947753e-05,9.162740029713108e-05,3.9439500305888955e-05,0.000140348527002061,9.993151415983448e-05,7.256769676746538e-05,6.134978633781429e-05,0.00014603898198402022,2.047163598035695e-05,-1.0510041170164176e-05,5.315345356848409e-05,20000,0.00020866464146820362,0.00021350906710523437,0.00011110072169685738,0.0003512549455581393,0.00025161530465993563,0.00015363610370601377,0.0001681305144302314,0.0003478034603813285,4.295066319173202e-05,-3.406661493045245e-05,0.00011951782491905745,20000,0.0005260303325485439,0.0004148693501840775,0.00032086856197565794,0.0007970118473895125,0.0005713644612114876,0.0002737182862670683,0.00042203732300549746,0.0007440578636305869,4.533412866294384e-05,-0.00010585791322228028,0.00017290105599386142,20000
baseline_eval_b256_to_b2048,3,C32-d8-L2-H4-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,0,0,10,0,0,0,training_seed,0.02806638041511178,0.015105653271088962,0.020663160341791807,0.038016667519696054,0.024258762877434493,0.010599729757091753,0.01838189226342365,0.030707021537236864,-0.0038076175376772882,-0.012776394870597863,0.00438072827178982,20000,0.022445625090040267,0.019182922123151796,0.011556311789900065,0.03394796966109424,0.023699270095676184,0.01065610972665062,0.017839781194925308,0.03030204459792003,0.0012536450056359171,-0.0061442202562466235,0.007953810063190759,20000,0.023553069867193698,0.014680694783254325,0.016072042658925055,0.033039306299760936,0.0217541228979826,0.006185255690720232,0.018263467918150127,0.02550247761420905,-0.0017989469692111016,-0.009968825094401836,0.004860398559831077,20000,0.0068530627526342865,0.003002523742407974,0.005121558697428554,0.008622037046588956,0.007769404910504818,0.0031149465003789856,0.006074369894340634,0.009700014820555224,0.0009163421578705311,-0.0004988991259597241,0.002485993615118782,20000,0.00742384281475097,0.003030712832029986,0.005757283210987225,0.009321128395386038,0.008420284744352103,0.002409712378976615,0.0069627499673515555,0.009762928750133142,0.0009964419296011329,-0.00041960993723478125,0.002262644045986234,20000,0.0015293272299459204,0.0007027677076472911,0.0011201047295617175,0.0019498754525557158,0.0018512849055696279,0.0006136305994984523,0.0014632474491372705,0.0021734159046900457,0.0003219576756237075,4.921178013319158e-05,0.0005397582596197025,20000,0.005894515383988619,0.002416760479021212,0.004552309385035188,0.007399105294607579,0.006568999728187919,0.0018736359523407202,0.00544376284815371,0.007636031757574528,0.0006744843441992999,-0.00047624818980693815,0.0017247325275093317,20000,0.014276905567385256,0.005697239501783794,0.011111159477732144,0.017778587718494235,0.01618968965485692,0.005232647936396613,0.01322855901438743,0.019343462524702773,0.0019127840874716639,-0.0007965467695612458,0.004707407034002244,20000,0.021893643774092197,0.009248029724417565,0.01670691905077547,0.02752653777133672,0.02457925956696272,0.00885114226502914,0.01957777216564864,0.029929435276426372,0.0026856157928705215,-0.001180821727029979,0.006913268878124644,20000
baseline_eval_b256_to_b2048,4,C8-d8-L2-H1-m4-ffn16,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,10,10,0,0,0,10,training_seed,0.00031564953387714924,0.00022284309015658854,0.00020697134063084378,0.0004633487694081849,0.0003415793107706122,0.00029759120703721207,0.0002036078732999158,0.0005392756407309204,2.5929776893462985e-05,-1.289689604163868e-05,8.032247133087367e-05,20000,0.00034512703932705336,0.00026749371844807,0.00020871032058494168,0.0005190333121390721,0.0003177819802658632,0.00022996041523576347,0.0002040474753084709,0.00046871071324858346,-2.7345059061190112e-05,-5.7472222397336734e-05,3.6910350900135054e-08,20000,0.00027321260058670304,0.00030857521232612956,0.0001339551898490754,0.00047763395848960495,0.00026498812512727455,0.00029132707243335497,0.0001376115584935178,0.00045865261610742873,-8.224475459428504e-06,-3.740397058209054e-05,1.7422510209144085e-05,20000,6.970647700654808e-05,4.752555274039477e-05,4.456808514987643e-05,0.000100176174041735,7.08563569787657e-05,5.068158191706208e-05,4.470695312193129e-05,0.00010363813666117485,1.1498799722176044e-06,-1.8446907142788397e-06,4.651004869629101e-06,20000,9.492432291153818e-05,7.824164764374579e-05,5.8015256945509465e-05,0.0001474943674475071,9.445988034713082e-05,8.704393915796506e-05,5.484362454808434e-05,0.00015293989290512394,-4.6444256440736353e-07,-7.187185547081753e-06,7.78061876189895e-06,20000,1.4106902563071344e-05,1.3107350106458193e-05,7.4666473676643375e-06,2.2744949905018072e-05,1.4150318111205707e-05,1.5375174261137334e-05,6.876883430777526e-06,2.454075705486499e-05,4.3415548134362326e-08,-1.6261495250091682e-06,2.3364232424682995e-06,20000,8.08174183475785e-05,6.57411770014712e-05,4.999226803192869e-05,0.00012485654468036942,8.030956378206611e-05,7.212247698283073e-05,4.75661433483765e-05,0.00012865862493526944,-5.078545655123889e-07,-5.585925464401953e-06,5.522064020624384e-06,20000,0.00016463079991808628,0.00012306942317253492,0.00010466957461630956,0.00024641024935135637,0.0001653162373258965,0.0001356104299093905,0.00010116127159562894,0.0002559329985888324,6.85437407810241e-07,-8.312172940350138e-06,1.2063090925948912e-05,20000,0.00032687820930732414,0.0002372471718327121,0.00021110202505951746,0.0004834177075463225,0.00032172614010050893,0.000240847004102622,0.0002036413487803657,0.00048021700931712987,-5.152069206815213e-06,-1.6499274352099746e-05,6.24715321464464e-06,20000
baseline_eval_b256_to_b2048,5,C8-d8-L2-H4-m4-ffn16,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,10,9,0,0,1,9,training_seed,0.0005810277900309302,0.0004398120812670735,0.00034335407195612794,0.0008573569728469009,0.0008536246532457881,0.0011500375398317754,0.00035989127936773,0.0016167222696822138,0.0002725968632148579,-1.014563211356289e-05,0.0007855902596566012,20000,0.0005076557397842407,0.0003461033110306435,0.00032333194445527625,0.0007270305370911953,0.0007055596011923626,0.0006614311528121776,0.0003722052072407678,0.0011360934613185234,0.0001979038614081219,-1.4757591707166269e-05,0.0005505015726885176,20000,0.0005253383467788808,0.00044946291071239203,0.00028319471177383097,0.000808244965446647,0.0007895233939052559,0.001117740353032831,0.00031303762432798976,0.0015304033804932257,0.00026418504712637513,6.350861767714382e-06,0.0007460121222538871,20000,0.00015947587053233292,0.00012886809773561935,9.012955036268977e-05,0.00024030685494835755,0.00020044120828970334,0.00024222228549001238,9.045141950991824e-05,0.0003613214337383397,4.096533775737044e-05,-2.848722024282324e-06,0.00012350393683846045,20000,0.0002935241773229791,0.00031859077742606265,0.0001417867504824244,0.0005037345632445065,0.0003656669050542405,0.0005271928058777033,0.00014652949575975072,0.0007146298295083392,7.21427277312614e-05,-3.0709991187904925e-06,0.0002144478091577184,20000,7.501672098442214e-05,9.279744983203742e-05,3.329318802116177e-05,0.0001365308388676567,9.217190372510232e-05,0.0001445501943415924,3.363200721651083e-05,0.00018741816240208173,1.7155182740680174e-05,-9.88390365819213e-07,5.160135544656441e-05,20000,0.00021850746124982834,0.00022696253629805876,0.00010829097709574853,0.00036773692190763543,0.00027349500160198657,0.00038305721571888906,0.00011234364191295754,0.0005271061027269752,5.498754035215825e-05,-2.6356503076385704e-06,0.0001631131530484708,20000,0.000453000047855312,0.00044355605408751236,0.00023203753108646196,0.0007438515332705719,0.0005661081133439439,0.0007680933679360809,0.00023681108435084753,0.0010747973900379286,0.00011310806548863184,-5.059465638623802e-06,0.0003377565348455391,20000,0.000671693534241058,0.0006163460425952427,0.00035958234802819784,0.0010725871966133127,0.0008265221447800286,0.0010733291329088875,0.000361106334712531,0.001538473036525829,0.00015482861053897067,-1.2099901505280286e-05,0.00047441832790354963,20000
baseline_eval_b256_to_b2048,6,C32-d8-L2-H1-m4-ffn16,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,8,9,1,1,0,8,training_seed,0.0014067396587051917,0.0028828256508325757,0.00034937493650431865,0.0032983160982985264,0.0012809247185941786,0.002134027816148638,0.0003995540001778864,0.0027058610910171395,-0.00012581494011101312,-0.0007121852669297368,0.0003197677945354368,20000,0.002773468593659345,0.005261978319465768,0.0003375046643486713,0.006053279953230228,0.0012080279615474866,0.002006382384091514,0.0003239636209764286,0.0025102284504828257,-0.0015654406321118585,-0.004676726159486861,0.0003331854600037331,20000,0.0025530993443680927,0.005078848609424696,0.00014281707408372312,0.0058741308292883316,0.0008435804200416896,0.001520810650635058,0.00018980041930262816,0.0018546743613114794,-0.0017095189243264031,-0.004417407994405948,0.0002098539794315002,20000,0.00026234089891659097,0.0003241526295163865,9.680267417934377e-05,0.000477804273887159,0.0002423165977234021,0.00040229877170849706,7.56990701029281e-05,0.0005125475549357358,-2.0024301193188876e-05,-0.00012217950417834798,8.990169606477138e-05,20000,0.0003656640830740798,0.0004563155521270114,0.00012512309258454478,0.0006654390170297119,0.00038362783616321396,0.0006961275605359466,0.00010663791881597723,0.0008477801804383485,1.7963753089134114e-05,-0.00019818237196886913,0.0002946048319699912,20000,6.997589277943917e-05,9.104694588251047e-05,2.319393140112425e-05,0.0001291938068567332,8.127828198212228e-05,0.00015153312771230474,2.0651963002364937e-05,0.00018226687477408628,1.1302389202683116e-05,-5.105235330063349e-05,9.06932013708683e-05,20000,0.00029568816753453573,0.0003702166860594813,0.00010232433231976763,0.0005392357400432955,0.0003023495510205976,0.0005447637376488068,8.551927503958725e-05,0.0006648597112052811,6.661383486061822e-06,-0.00015360790015165547,0.00020387807040606274,20000,0.0006280049819906708,0.0007779868296413611,0.00022239377274672732,0.0011408536021008328,0.000625944433886616,0.001097542259736612,0.0001838337265644441,0.0013589998794759574,-2.0605481040547603e-06,-0.00031826216114950507,0.00038477900013276665,20000,0.0012617010623216629,0.0015550520000596085,0.0004945648538705428,0.0023081657817965603,0.001258218925795518,0.0020625390748812487,0.00043554555209993865,0.0026313247888174354,-3.482136526145041e-06,-0.00046169182322046225,0.0005380506732035425,20000
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,1,0,9,0,1,0,training_seed,0.021790152741596104,0.024034097187248374,0.008993525660480372,0.037107675513834676,0.023410998843610288,0.020205266394907526,0.012357481002109132,0.0359546920948196,0.001620846102014184,-0.005344882365316152,0.008984929556027055,20000,0.018185667437501253,0.01898110570190926,0.008413678145734595,0.03042282636102753,0.02159180771559477,0.020224840627926836,0.010703190020285547,0.03428797174477944,0.0034061402780935167,-0.0008091102301841589,0.008452124830801029,20000,0.017971918062539772,0.02123596015787035,0.008232986709335819,0.03231764434021898,0.021427969727665187,0.016536912183745582,0.01243902764748782,0.031923121220897854,0.0034560516651254147,-0.0033232309040613474,0.00976667228736914,20000,0.008296081074513495,0.008366796435086971,0.003910272525390611,0.013790708641754463,0.006846298766322434,0.006208139827761308,0.0035838514275383206,0.01087053739640395,-0.001449782308191061,-0.0032382546982262276,0.0001499832223635159,20000,0.008181802416220307,0.00664551043322637,0.004471249267226085,0.012289254041388632,0.007684447220526636,0.0054819825120268955,0.0046188495220849295,0.011027645971626043,-0.0004973551956936717,-0.001891715248930268,0.0008057941996958099,20000,0.0018110825709300115,0.0017517535995686582,0.000886421335671912,0.0029353552545217077,0.0017529518147057388,0.0013524311214898191,0.0010085227654417395,0.0025867209908938087,-5.813075622427277e-05,-0.00043060324069301706,0.0002598636661423368,20000,0.006370719824917615,0.0050594845840330445,0.003555882392101921,0.0094479720579693,0.005931495502591133,0.004210558947167853,0.003593827232252807,0.008503215876407916,-0.00043922432232648136,-0.0015271136537194252,0.0005695638223551212,20000,0.016477883490733803,0.014327464001715355,0.008598798365565017,0.025429171511786985,0.014530745986849069,0.011461707213342269,0.008302145747002217,0.021715364459087137,-0.0019471375038847328,-0.004644148470833898,0.0007015526527538896,20000,0.024898904794827103,0.023421725879345344,0.012233897298574452,0.039539890368469055,0.02197491694241762,0.01836831390705137,0.012124999500811102,0.03360203198390081,-0.002923987852409482,-0.007281660779844968,0.0011843981640413386,20000
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,10,10,0,0,0,10,training_seed,8.046762377489358e-05,3.628616070659132e-05,6.0273608214629354e-05,0.00010320955281713391,7.910668318800163e-05,3.58953180390237e-05,5.93016706261551e-05,0.0001014124032917607,-1.3609405868919566e-06,-8.645307543702074e-06,5.542194503504997e-06,20000,8.525491175532806e-05,4.125973235403181e-05,6.251704435271677e-05,0.00011098412088358598,7.816287870809902e-05,3.419622291542514e-05,5.922996412664361e-05,9.922980270857801e-05,-7.092033047229051e-06,-1.4409664036065802e-05,-2.0140416381765155e-07,20000,2.6546863045950887e-05,1.5705369689983612e-05,1.805851713015727e-05,3.6435780370993587e-05,2.5932187327271095e-05,1.2706922325695471e-05,1.890727298359707e-05,3.380678662324498e-05,-6.146757186797913e-07,-6.186088255617504e-06,3.974357596234768e-06,20000,2.185717648899299e-05,1.1466047235263264e-05,1.5282581771316475e-05,2.8712315870507155e-05,2.2522897324961377e-05,1.1732945369381768e-05,1.5842832217458634e-05,2.9498683547899416e-05,6.657208359683864e-07,-8.245773597082005e-07,2.1780736892651477e-06,20000,1.2192246731501655e-05,4.331064673865347e-06,9.68116791227658e-06,1.4829057521410496e-05,1.2115868639739346e-05,3.961048998976193e-06,9.789650039238041e-06,1.4486125284065559e-05,-7.637809176230804e-08,-9.113459668697033e-07,8.378289794563893e-07,20000,6.216933677194447e-07,6.733846976849959e-07,2.7255793698444104e-07,1.0594565097221675e-06,6.014543501464686e-07,5.693806259287137e-07,3.104883830928884e-07,9.71845493182854e-07,-2.023901757297608e-08,-1.1883168227200255e-07,7.780273476143384e-08,20000,1.1570553215278779e-05,3.8114776396708837e-06,9.331661494798027e-06,1.3854373696631226e-05,1.1514414745761315e-05,3.5620264016679146e-06,9.401384527336632e-06,1.3609382156118953e-05,-5.613846951746382e-08,-8.040874490689018e-07,7.685353693887009e-07,20000,3.4049423220494646e-05,1.5332044626807707e-05,2.524921506278588e-05,4.333921316060694e-05,3.463876596470073e-05,1.5184337932785662e-05,2.5909400394539263e-05,4.368652818129701e-05,5.893427442060783e-07,-1.58018134698068e-06,2.9002537280575693e-06,20000,7.936043184599839e-05,3.669427898834389e-05,5.908690784053761e-05,0.00010227977118120178,7.906881073722616e-05,3.492924331973962e-05,5.9718589454860194e-05,0.00010072376711832472,-2.916211087722331e-07,-4.171175460214725e-06,3.59350788130541e-06,20000
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,800,0.003,0.003,10,10,0,0,0,10,training_seed,0.0002476056404702831,0.00021069883213246644,0.00014544412080795156,0.0003866914973514207,0.0005030332205933519,0.0005839164002907979,0.00019372525501239584,0.0008739058526043655,0.00025542758012306874,-1.9793606261373496e-05,0.0006378594507259536,20000,0.00022922802600078285,0.00017595200856067634,0.00013717986435949578,0.00034055086282023687,0.0005405154312029481,0.0005429973067437407,0.0002464225887160865,0.0008750780353875595,0.00031128740520216527,1.212387118357585e-05,0.0006284603646417962,20000,0.0001002057546429569,6.003425653556468e-05,6.785873892113158e-05,0.00013765542186774837,0.0003816862699750345,0.0005005644045919347,0.00010706002465667581,0.0006929270391810859,0.00028148051533207765,6.802617426728881e-06,0.00059657528579919,20000,0.00014990606268838746,0.0002465790261722838,3.097499411524041e-05,0.0003120533015817271,0.00014091857410676313,0.0002302425828963555,3.4870784329541496e-05,0.0002849117081495933,-8.987488581624347e-06,-3.8778800576437785e-05,1.0912703328358458e-05,20000,0.00019064432372033479,0.0003071809097450134,3.767116390235973e-05,0.0004029125099805242,0.0001904674829347641,0.0003239927275142671,4.065207580424614e-05,0.0003926450518110865,-1.768407855706755e-07,-6.995395059220753e-05,6.90314861299157e-05,20000,2.7919467265746788e-05,4.719515951923822e-05,6.065742701366658e-06,6.050310632076609e-05,3.5682764246303125e-05,6.173954904126806e-05,6.6876174548724525e-06,7.506060221317056e-05,7.763296980556334e-06,-1.6380370498154657e-05,4.088975619083609e-05,20000,0.0001627248640943435,0.000268293496680719,3.061574400362588e-05,0.00034751635550492197,0.00015478470268135425,0.00026233425065152766,3.375964947736065e-05,0.000318319537473144,-7.940161412989256e-06,-5.540348993235966e-05,3.0402370484807693e-05,20000,0.00034055038640872225,0.0005510517696232471,6.883447749714833e-05,0.0007208748634184303,0.00033138605704152724,0.0005540741517992572,7.62017893475786e-05,0.0006759197021483475,-9.164329367195023e-06,-0.00010720794716689852,7.519920279037238e-05,20000,0.0006832340637629386,0.0010885823366898497,0.0001545200542204839,0.001396169263116461,0.0006198102957569063,0.0009686569860046607,0.00016548021416383564,0.0012388708955040778,-6.342376800603234e-05,-0.0001919217379327165,2.6509937524679045e-05,20000
