comparison,cell_index,cell_key,n_pairs,paired_seeds,baseline_step,followup_step,baseline_learning_rate,followup_learning_rate,baseline_full_gate_pass_count,followup_full_gate_pass_count,gate_fail_to_fail_count,gate_fail_to_pass_count,gate_pass_to_fail_count,gate_pass_to_pass_count,sampling_unit,base_mse_baseline_mean,base_mse_baseline_standard_deviation,base_mse_baseline_ci_lower,base_mse_baseline_ci_upper,base_mse_followup_mean,base_mse_followup_standard_deviation,base_mse_followup_ci_lower,base_mse_followup_ci_upper,base_mse_delta,base_mse_delta_ci_lower,base_mse_delta_ci_upper,base_mse_n_resamples,donor_mse_baseline_mean,donor_mse_baseline_standard_deviation,donor_mse_baseline_ci_lower,donor_mse_baseline_ci_upper,donor_mse_followup_mean,donor_mse_followup_standard_deviation,donor_mse_followup_ci_lower,donor_mse_followup_ci_upper,donor_mse_delta,donor_mse_delta_ci_lower,donor_mse_delta_ci_upper,donor_mse_n_resamples,swap_mse_baseline_mean,swap_mse_baseline_standard_deviation,swap_mse_baseline_ci_lower,swap_mse_baseline_ci_upper,swap_mse_followup_mean,swap_mse_followup_standard_deviation,swap_mse_followup_ci_lower,swap_mse_followup_ci_upper,swap_mse_delta,swap_mse_delta_ci_lower,swap_mse_delta_ci_upper,swap_mse_n_resamples,walsh_distractor_direct_baseline_mean,walsh_distractor_direct_baseline_standard_deviation,walsh_distractor_direct_baseline_ci_lower,walsh_distractor_direct_baseline_ci_upper,walsh_distractor_direct_followup_mean,walsh_distractor_direct_followup_standard_deviation,walsh_distractor_direct_followup_ci_lower,walsh_distractor_direct_followup_ci_upper,walsh_distractor_direct_delta,walsh_distractor_direct_delta_ci_lower,walsh_distractor_direct_delta_ci_upper,walsh_distractor_direct_n_resamples,walsh_interaction_baseline_mean,walsh_interaction_baseline_standard_deviation,walsh_interaction_baseline_ci_lower,walsh_interaction_baseline_ci_upper,walsh_interaction_followup_mean,walsh_interaction_followup_standard_deviation,walsh_interaction_followup_ci_lower,walsh_interaction_followup_ci_upper,walsh_interaction_delta,walsh_interaction_delta_ci_lower,walsh_interaction_delta_ci_upper,walsh_interaction_n_resamples,walsh_distractor_only_interaction_baseline_mean,walsh_distractor_only_interaction_baseline_standard_deviation,walsh_distractor_only_interaction_baseline_ci_lower,walsh_distractor_only_interaction_baseline_ci_upper,walsh_distractor_only_interaction_followup_mean,walsh_distractor_only_interaction_followup_standard_deviation,walsh_distractor_only_interaction_followup_ci_lower,walsh_distractor_only_interaction_followup_ci_upper,walsh_distractor_only_interaction_delta,walsh_distractor_only_interaction_delta_ci_lower,walsh_distractor_only_interaction_delta_ci_upper,walsh_distractor_only_interaction_n_resamples,walsh_target_interaction_baseline_mean,walsh_target_interaction_baseline_standard_deviation,walsh_target_interaction_baseline_ci_lower,walsh_target_interaction_baseline_ci_upper,walsh_target_interaction_followup_mean,walsh_target_interaction_followup_standard_deviation,walsh_target_interaction_followup_ci_lower,walsh_target_interaction_followup_ci_upper,walsh_target_interaction_delta,walsh_target_interaction_delta_ci_lower,walsh_target_interaction_delta_ci_upper,walsh_target_interaction_n_resamples,walsh_leakage_baseline_mean,walsh_leakage_baseline_standard_deviation,walsh_leakage_baseline_ci_lower,walsh_leakage_baseline_ci_upper,walsh_leakage_followup_mean,walsh_leakage_followup_standard_deviation,walsh_leakage_followup_ci_lower,walsh_leakage_followup_ci_upper,walsh_leakage_delta,walsh_leakage_delta_ci_lower,walsh_leakage_delta_ci_upper,walsh_leakage_n_resamples,walsh_total_error_baseline_mean,walsh_total_error_baseline_standard_deviation,walsh_total_error_baseline_ci_lower,walsh_total_error_baseline_ci_upper,walsh_total_error_followup_mean,walsh_total_error_followup_standard_deviation,walsh_total_error_followup_ci_lower,walsh_total_error_followup_ci_upper,walsh_total_error_delta,walsh_total_error_delta_ci_lower,walsh_total_error_delta_ci_upper,walsh_total_error_n_resamples
same_lr_extension_1600,3,C32-d8-L2-H4-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,1600,0.003,0.003,0,0,10,0,0,0,training_seed,0.024258762877434493,0.010599729757091753,0.01838189226342365,0.030707021537236864,0.007627919223159552,0.0031921571288800288,0.005767394265858457,0.009499234813265502,-0.01663084365427494,-0.022960310416528955,-0.011200853283517066,20000,0.023699270095676184,0.01065610972665062,0.017839781194925308,0.03030204459792003,0.006692496384494007,0.003040233686358889,0.004985786066390574,0.008537264404585581,-0.01700677371118218,-0.023522117680404336,-0.011826429775101144,20000,0.0217541228979826,0.006185255690720232,0.018263467918150127,0.02550247761420905,0.00868473555892706,0.003024704358713077,0.006946162424283102,0.01047430992708541,-0.013069387339055539,-0.01704708451987244,-0.00995289296959527,20000,0.007769404910504818,0.0031149465003789856,0.006074369894340634,0.009700014820555224,0.001978095155209303,0.000596170783706661,0.0016289566463092342,0.0023326577368425207,-0.005791309755295515,-0.007564977484289556,-0.004330789716332219,20000,0.008420284744352103,0.002409712378976615,0.0069627499673515555,0.009762928750133142,0.003131942474283278,0.0009712861558313104,0.0025410351186292246,0.003674017363227904,-0.005288342270068825,-0.006378756465855986,-0.004280940326862037,20000,0.0018512849055696279,0.0006136305994984523,0.0014632474491372705,0.0021734159046900457,0.0007995517677045427,0.00026011982155622014,0.0006356103011057712,0.0009369347049505446,-0.0010517331378650852,-0.0013023063192667903,-0.0007983665504434612,20000,0.006568999728187919,0.0018736359523407202,0.00544376284815371,0.007636031757574528,0.002332390763331205,0.0007312260655457778,0.0018917873132159003,0.0027479254649369973,-0.004236608964856714,-0.005105380051536486,-0.003449385554995388,20000,0.01618968965485692,0.005232647936396613,0.01322855901438743,0.019343462524702773,0.005110037629492581,0.0015125309042920195,0.004208794292644598,0.005976271551917307,-0.01107965202536434,-0.013886636046227068,-0.008764747910317967,20000,0.02457925956696272,0.00885114226502914,0.01957777216564864,0.029929435276426372,0.00723761604167521,0.002275798197575581,0.005890157677931711,0.00856377105228603,-0.01734164352528751,-0.0219566309126094,-0.013366183221805846,20000
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,10,0;1;2;3;4;5;6;7;8;9,800,1600,0.003,0.003,0,4,6,4,0,0,training_seed,0.023410998843610288,0.020205266394907526,0.012357481002109132,0.0359546920948196,0.004035919724265114,0.002912784224607573,0.002320439378818264,0.005737571598729115,-0.019375079119345173,-0.030649425675219392,-0.009647981834132225,20000,0.02159180771559477,0.020224840627926836,0.010703190020285547,0.03428797174477944,0.004629758512601256,0.003235663803594412,0.0028195516878622585,0.006589857697545081,-0.01696204920299351,-0.028840990711178165,-0.006897676213411622,20000,0.021427969727665187,0.016536912183745582,0.01243902764748782,0.031923121220897854,0.004852850153110921,0.0033629490897848415,0.002959565936180298,0.006887008942430837,-0.016575119574554265,-0.025496269362047314,-0.00901649393286789,20000,0.006846298766322434,0.006208139827761308,0.0035838514275383206,0.01087053739640395,0.0013286320434417575,0.0007557588651924917,0.0009026183663809207,0.0017820987621962557,-0.005517666722880676,-0.009188076311111213,-0.0026066380730480907,20000,0.007684447220526636,0.0054819825120268955,0.0046188495220849295,0.011027645971626043,0.0024151471443474293,0.0014859237903586252,0.0015814535308163614,0.003315218578209169,-0.005269300076179206,-0.007802323727519251,-0.0030125498384586543,20000,0.0017529518147057388,0.0013524311214898191,0.0010085227654417395,0.0025867209908938087,0.0006264109229960013,0.0004278732068778772,0.0003850541855354095,0.0008827650851526413,-0.0011265408917097374,-0.001713191848975839,-0.0006169031596073184,20000,0.005931495502591133,0.004210558947167853,0.003593827232252807,0.008503215876407916,0.0017887361987959593,0.0010659808217890702,0.0011953410595015158,0.0024369416899571654,-0.004142759303795174,-0.006169231707463041,-0.002364712470007365,20000,0.014530745986849069,0.011461707213342269,0.008302145747002217,0.021715364459087137,0.003743779187789187,0.002211390895051678,0.0025087689873180366,0.005082789133302867,-0.010786966799059883,-0.016892234908154932,-0.005689909838838502,20000,0.02197491694241762,0.01836831390705137,0.012124999500811102,0.03360203198390081,0.0052595942164771255,0.003055055451481858,0.003553413333720528,0.007115617755334823,-0.016715322725940496,-0.026831429123412815,-0.008366116473916918,20000
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,1600,0.003,0.003,7,8,0,3,2,5,training_seed,0.0012141797094955109,0.0017309116400520518,0.00036245771720132324,0.0024048250052146614,0.001465177594218403,0.0025535444250696852,0.0001698992345882289,0.0031179889923623697,0.0002509978847228922,-0.001713650199344556,0.0023478179181620202,20000,0.0019933288684114816,0.0026881785929636537,0.0004494659458578099,0.003695544664442418,0.0017350234753394033,0.002608428305443361,0.0004192087282535795,0.003419971125822485,-0.000258305393072078,-0.0027615418293862604,0.002238338159804698,20000,0.000954811974952463,0.0013043789103063565,0.00016009060356736882,0.0017714702613011468,0.0013425576769805047,0.0016395831185665073,0.00046456717554974606,0.0023762694940342045,0.0003877457020280417,-0.00096585258586856,0.001783399786290829,20000,0.0004766294587170705,0.0007345677252776794,0.00016508840802998746,0.0009503575949202029,0.0004078202004166087,0.000684212965999011,6.609488479625728e-05,0.0008587672017119972,-6.88092583004618e-05,-0.0007180135827775302,0.0005712476611734018,20000,0.0004170769065240165,0.0003947807234888745,0.00021525131939597488,0.0006678230421039188,0.00033208750010089717,0.0005449649442995768,8.656745305870575e-05,0.0006934993486356685,-8.498940642311936e-05,-0.0004866791632503009,0.00038141975132930343,20000,5.822525872645201e-05,3.5589481766577e-05,3.770429157157196e-05,7.952832780119931e-05,3.248790744692087e-05,4.693849364443209e-05,9.961118215642279e-06,6.300888180646776e-05,-2.573735127953114e-05,-6.286469998428856e-05,1.510602987366381e-05,20000,0.0003588516210584203,0.0003661733175824881,0.0001740957268339116,0.0005914274462429603,0.0002995995807395957,0.0005002256010422518,7.390927775759339e-05,0.0006306572425091871,-5.925204031882458e-05,-0.00042823000742146176,0.00036859388751054163,20000,0.000893706365241087,0.001110589137514566,0.0003824661837552412,0.001609471606316219,0.0007399077005175059,0.0011616815912128386,0.00015203236321212902,0.0014901061958880744,-0.00015379866472358116,-0.001187710169351703,0.0009077064012490134,20000,0.0018155004974687472,0.002287257987872687,0.0007085013502364745,0.003271607516508077,0.0014870188206259627,0.002332897765435721,0.0003049781292429546,0.0030365380337389063,-0.0003284816768427845,-0.002435376884095603,0.0018524253953364671,20000
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,1600,0.003,0.001,0,0,10,0,0,0,training_seed,0.024258762877434493,0.010599729757091753,0.01838189226342365,0.030707021537236864,0.03969994448125362,0.022507251012886847,0.027927746372297408,0.054175238008610876,0.015441181603819132,0.008128227004781366,0.02410230660578235,20000,0.023699270095676184,0.01065610972665062,0.017839781194925308,0.03030204459792003,0.04123740810900926,0.020744159398558396,0.03026407870464027,0.05447768997400999,0.017538138013333083,0.011001166799105705,0.0251460981927812,20000,0.0217541228979826,0.006185255690720232,0.018263467918150127,0.02550247761420905,0.03320877216756344,0.015078133422506766,0.02513542422093451,0.04263100332580506,0.011454649269580841,0.005938095813617111,0.017867101542651653,20000,0.007769404910504818,0.0031149465003789856,0.006074369894340634,0.009700014820555224,0.014482622407376767,0.007947115857554251,0.010270003385376186,0.01956960179843008,0.006713217496871949,0.004142628110712395,0.009926746373530478,20000,0.008420284744352103,0.002409712378976615,0.0069627499673515555,0.009762928750133142,0.011858423613011837,0.0037748667109499534,0.009641972882673145,0.014028562526218591,0.0034381388686597347,0.0022728191094938664,0.004544428694061934,20000,0.0018512849055696279,0.0006136305994984523,0.0014632474491372705,0.0021734159046900457,0.0024515556171536444,0.000804073823285551,0.0019495164742693305,0.00287719817366451,0.0006002707115840167,0.00031423256936250263,0.0008847334510937798,20000,0.006568999728187919,0.0018736359523407202,0.00544376284815371,0.007636031757574528,0.009406868228688836,0.003096240959638139,0.007609659916488454,0.011220880858600138,0.0028378685005009175,0.0018919466529041529,0.0037380780559033155,20000,0.01618968965485692,0.005232647936396613,0.01322855901438743,0.019343462524702773,0.026341046020388604,0.011168848387579481,0.02015598530648276,0.03324420737335456,0.010151356365531683,0.006661957874894142,0.014003934401553121,20000,0.02457925956696272,0.00885114226502914,0.01957777216564864,0.029929435276426372,0.04067297652363777,0.019831724304558297,0.030073295757174493,0.05318462919443842,0.016093716956675053,0.010040394077077509,0.023684071046300232,20000
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,10,0;1;2;3;4;5;6;7;8;9,800,1600,0.003,0.001,9,9,1,0,0,9,training_seed,0.0012809247185941786,0.002134027816148638,0.0003995540001778864,0.0027058610910171395,0.0014561650838004424,0.0017554105555002042,0.0006349866169330199,0.002635834978427738,0.00017524036520626395,-0.00022793413954786957,0.0005535053816856817,20000,0.0012080279615474866,0.002006382384091514,0.0003239636209764286,0.0025102284504828257,0.0012480781122576445,0.001337062299142542,0.0005859247124317335,0.0021279171354399297,4.005015071015805e-05,-0.0004954647210252003,0.00045973839572980055,20000,0.0008435804200416896,0.001520810650635058,0.00018980041930262816,0.0018546743613114794,0.0008834817315801046,0.0014217605959942457,0.0002888793487727526,0.0018441019136298561,3.990131153841503e-05,-0.00021247629301797123,0.00032795633365822135,20000,0.0002423165977234021,0.00040229877170849706,7.56990701029281e-05,0.0005125475549357358,0.0003719147829542635,0.0004726865964560865,0.0001441950586013263,0.0006887744692539845,0.0001295981852308614,5.782731366707594e-05,0.00020642582203436177,20000,0.00038362783616321396,0.0006961275605359466,0.00010663791881597723,0.0008477801804383485,0.00041259453355451113,0.00042391862822987667,0.00018648693221621216,0.0006848771043223674,2.8966697391297204e-05,-0.000232857386768046,0.0002202081751966034,20000,8.127828198212228e-05,0.00015153312771230474,2.0651963002364937e-05,0.00018226687477408628,7.458774944097968e-05,7.121126219613918e-05,3.543707122844353e-05,0.00011900378867721881,-6.690532541142602e-06,-8.066743907193085e-05,4.2576454571303634e-05,20000,0.0003023495510205976,0.0005447637376488068,8.551927503958725e-05,0.0006648597112052811,0.00033800678138504734,0.00035476828094170316,0.00015121439912036297,0.0005673384208967034,3.5657230364449787e-05,-0.00015245105241774582,0.00017834175462212444,20000,0.000625944433886616,0.001097542259736612,0.0001838337265644441,0.0013589998794759574,0.0007845093165087747,0.0008884290437792763,0.00033204857929376903,0.0013715538699398142,0.0001585648826221586,-0.00010481403225185195,0.00039973173275939175,20000,0.001258218925795518,0.0020625390748812487,0.00043554555209993865,0.0026313247888174354,0.0015698066359618678,0.001594154029227914,0.0007453619350417284,0.0026147341093746943,0.00031158771016635,-0.0002510673205688361,0.0008046202866535161,20000
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,10,0;1;2;3;4;5;6;7;8;9,800,1600,0.003,0.001,0,0,10,0,0,0,training_seed,0.023410998843610288,0.020205266394907526,0.012357481002109132,0.0359546920948196,0.03352735205553472,0.03512039519990595,0.015134167118230835,0.055764523216057564,0.010116353211924434,0.0006387496006209427,0.022627503415569645,20000,0.02159180771559477,0.020224840627926836,0.010703190020285547,0.03428797174477944,0.0324202592484653,0.0321004300699256,0.014896945143118507,0.05226498683681709,0.010828451532870532,0.0016645870567299473,0.02237860127817839,20000,0.021427969727665187,0.016536912183745582,0.01243902764748782,0.031923121220897854,0.02842783401720226,0.023114291972929277,0.015532338811317463,0.042486569446045896,0.006999864289537072,-6.49328541476276e-05,0.014697188191348683,20000,0.006846298766322434,0.006208139827761308,0.0035838514275383206,0.01087053739640395,0.010601010243408381,0.010050657545694223,0.005193748298916035,0.016762568177073257,0.003754711477085948,0.0010347442800411957,0.006968991192406963,20000,0.007684447220526636,0.0054819825120268955,0.0046188495220849295,0.011027645971626043,0.010352400760166348,0.00959660597438149,0.005373959711869248,0.01643268757557962,0.002667953539639711,-0.00038524129253346445,0.006300547081627878,20000,0.0017529518147057388,0.0013524311214898191,0.0010085227654417395,0.0025867209908938087,0.0024930978193879127,0.0028169581658774798,0.0011352763933246027,0.004348537610203493,0.0007401460046821739,-0.00010067336042993703,0.0018713668098462217,20000,0.005931495502591133,0.004210558947167853,0.003593827232252807,0.008503215876407916,0.007859302393626422,0.00690015980023153,0.004209003407740965,0.012181295116897672,0.0019278068910352885,-0.0002902646153233942,0.004454166803043336,20000,0.014530745986849069,0.011461707213342269,0.008302145747002217,0.021715364459087137,0.02095341100357473,0.019084503263302945,0.01074610724230297,0.03279302969051057,0.006422665016725659,0.0008908519201213529,0.013163043517852198,20000,0.02197491694241762,0.01836831390705137,0.012124999500811102,0.03360203198390081,0.032071281038224694,0.029930818110774436,0.016009277193807066,0.050632855668663976,0.010096364095807076,0.0018929063633549978,0.02007313003647139,20000
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,10,0;1;2;3;4;5;6;7;8;9,800,1600,0.003,0.001,7,10,0,3,0,7,training_seed,0.0012141797094955109,0.0017309116400520518,0.00036245771720132324,0.0024048250052146614,0.0003201259023626335,0.000115884627870193,0.0002550722563319141,0.0003904264524317114,-0.0008940538071328774,-0.0020955948119080856,-2.8577906778082252e-05,20000,0.0019933288684114816,0.0026881785929636537,0.0004494659458578099,0.003695544664442418,0.00036390731984283777,0.00018801509864589634,0.0002614401999016991,0.0004835934437141986,-0.0016294215485686437,-0.003343884089772473,-6.609199153899719e-05,20000,0.000954811974952463,0.0013043789103063565,0.00016009060356736882,0.0017714702613011468,0.00022020457399776205,0.0001454875519001108,0.00014539825369865869,0.0003146866497263545,-0.000734607400954701,-0.0015880271322384943,6.035147522197791e-05,20000,0.0004766294587170705,0.0007345677252776794,0.00016508840802998746,0.0009503575949202029,0.00018708539428189397,0.00010018759598105439,0.00012935882070451045,0.0002463070693920599,-0.0002895440644351766,-0.0007370528212049976,9.179029730148263e-06,20000,0.0004170769065240165,0.0003947807234888745,0.00021525131939597488,0.0006678230421039188,0.0002465902160111,0.00016443467424220943,0.0001527906463661566,0.0003449092527762332,-0.00017048669051291653,-0.0004119059161712356,3.71573912025262e-05,20000,5.822525872645201e-05,3.5589481766577e-05,3.770429157157196e-05,7.952832780119931e-05,5.49503989986988e-05,4.3973904285425336e-05,2.9989414952069637e-05,8.159184971759713e-05,-3.27485972775321e-06,-2.80690842828335e-05,2.58812369474981e-05,20000,0.0003588516210584203,0.0003661733175824881,0.0001740957268339116,0.0005914274462429603,0.0001916398055072932,0.00012181985026391508,0.0001219883787530307,0.0002645898952141578,-0.00016721181555112707,-0.00038844921851705294,1.850460730565828e-05,20000,0.000893706365241087,0.001110589137514566,0.0003824661837552412,0.001609471606316219,0.00043367561029299394,0.0002494156964301578,0.00028957484764305266,0.0005784397487514068,-0.0004600307549480931,-0.0011292853421218745,3.8925129688323e-05,20000,0.0018155004974687472,0.002287257987872687,0.0007085013502364745,0.003271607516508077,0.0007226662099128589,0.00036791529615896076,0.0005096096049237531,0.0009374298184411597,-0.0010928342875558884,-0.0025062557978526457,-5.548967601505627e-07,20000
