study_id,cell_id,cell_index,cell_key,seed,step,configured_steps,d_model,width,num_concepts,load,num_heads,heads,num_layers,memory_size,ffn_width,ffn,learning_rate,full_causal_gate_pass,function_base_mse,function_base_accuracy,donor_mse,donor_accuracy,value_flip_effect,natural_swap_mse,natural_swap_mae,walsh_distractor_direct_energy,walsh_interaction_energy,walsh_distractor_only_interaction_energy,walsh_target_interaction_energy,walsh_bias_energy,walsh_total_error_energy,attention_key_selectivity,attention_margin,embedding_effective_rank,normalized_rank,embedding_coherence,input_global_cosine,input_target_selectivity,output_global_cosine,output_target_selectivity
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,3,0,800,8,8,32,4,1,1,2,4,16,True,0.003,False,1.2885479927062988,0.4609375,1.274870753288269,0.4921875,-0.04708355665206909,0.02965385653078556,0.1077813133597374,0.02892167866230011,0.003707378637045622,0.0022680950351059437,0.0014392833691090345,0.20073209702968597,1.329742670059204,-0.029207250103354454,-0.33012424409389496,6.3028035163879395,0.7878504395484924,0.888819694519043,0.12056823074817657,0.38158178329467773,0.37830471992492676,0.10538242757320404
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,3,800,800,8,8,32,4,1,1,2,4,16,True,0.003,True,0.00028811959782615304,1.0,0.0003835947427432984,1.0,1.0011928081512451,0.0001272600784432143,0.005579736083745956,4.169085150351748e-05,2.024760760832578e-05,1.2076600341970334e-06,1.903994780150242e-05,9.686184057500213e-05,0.00023388979025185108,0.4633318781852722,4.20010381937027,4.656275272369385,0.5820344090461731,0.9168357849121094,0.14610326290130615,0.43006831407546997,0.21012738347053528,0.7661377191543579
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,4,0,800,8,8,32,4,1,1,2,4,16,True,0.003,False,2.6113810539245605,0.56640625,2.604084014892578,0.5546875,-0.02187531068921089,0.15519297122955322,0.23586472868919373,0.03852564096450806,0.005749845877289772,0.0036569801159203053,0.0020928657613694668,1.8371280431747437,2.9379308223724365,-0.014245521277189255,-0.18978065252304077,6.341156959533691,0.7926446199417114,0.9004867672920227,0.17400601506233215,0.35406696796417236,0.6475195288658142,0.10523946583271027
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,4,800,800,8,8,32,4,1,1,2,4,16,True,0.003,True,0.000719361356459558,1.0,0.000851991237141192,1.0,0.9992309212684631,0.0002393227186985314,0.008566582575440407,0.000236179941566661,0.0002485612640157342,4.151625762460753e-05,0.00020704501366708428,0.00030038232216611505,0.0010571060702204704,0.5074575543403625,3.6859896183013916,5.32965087890625,0.6662063598632812,0.9071673154830933,0.21969017386436462,0.5678948760032654,0.28992408514022827,0.6888912320137024
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,5,0,800,8,8,32,4,1,1,2,4,16,True,0.003,False,1.4682104587554932,0.49609375,1.5347464084625244,0.47265625,-0.0052392082288861275,0.05631791055202484,0.1531776785850525,0.02505597099661827,0.0029121856205165386,0.001530877547338605,0.0013813083060085773,0.4457891583442688,1.4885833263397217,1.723179593682289e-05,-0.14018378593027592,6.122547626495361,0.7653184533119202,0.8463478088378906,0.10886634886264801,0.18238615989685059,0.5123533010482788,0.1338498592376709
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,5,800,800,8,8,32,4,1,1,2,4,16,True,0.003,True,0.0010841090697795153,1.0,0.0003549621906131506,1.0,0.9931808710098267,0.0006434184033423662,0.007672531995922327,0.0006868077907711267,0.0011094239307567477,0.00027219715411774814,0.0008372266311198473,0.00043632241431623697,0.002777363872155547,0.5130615234375,3.497676372528076,4.329873561859131,0.5412341952323914,0.883378803730011,0.12502548098564148,0.48944494128227234,0.13803699612617493,0.8141824007034302
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,6,0,800,8,8,32,4,1,1,2,4,16,True,0.003,False,1.1641095876693726,0.4609375,1.1521320343017578,0.484375,-0.0003822848666459322,0.013432365842163563,0.07595187425613403,0.004134984686970711,0.0009497847640886903,0.00043469556840136647,0.0005150892538949847,0.1167013868689537,1.1242551803588867,-0.03427216783165932,-0.25541500747203827,6.555999279022217,0.8194999098777771,0.926497220993042,0.2535543739795685,0.38358625769615173,0.42860642075538635,0.3072141110897064
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,6,800,800,8,8,32,4,1,1,2,4,16,True,0.003,True,0.0001200782207888551,1.0,0.00011974676453974098,1.0,0.9991587400436401,4.9095113354269415e-05,0.004030284937471151,3.53049545083195e-05,3.1285173463402316e-05,4.387921308079967e-06,2.6897254429059103e-05,4.570612509269267e-05,0.0001569318410474807,0.3544490933418274,3.225909948348999,5.560626983642578,0.6950783729553223,0.8770420551300049,0.14608779549598694,0.6226928234100342,0.22947394847869873,0.7542097568511963
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,7,0,800,8,8,32,4,1,1,2,4,16,True,0.003,False,2.120955467224121,0.52734375,2.1294403076171875,0.52734375,0.18330663442611694,0.13083826005458832,0.24413079023361206,0.14942334592342377,0.009892371483147144,0.0041410718113183975,0.0057512992061674595,1.2930583953857422,2.1463241577148438,0.017823100090026855,-0.0142999067902565,6.868821620941162,0.8586027026176453,0.8384602069854736,0.16841435432434082,0.36907947063446045,0.4867929518222809,0.26046448945999146
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,7,800,800,8,8,32,4,1,1,2,4,16,True,0.003,True,0.00037393320235423744,1.0,0.00034393894020467997,1.0,0.999218225479126,0.0001159541352535598,0.0067885322496294975,4.070560680702329e-05,5.243562554824166e-05,4.267462827556301e-06,4.816816363018006e-05,0.00015482654271181673,0.0003335726505611092,0.366485595703125,2.417435646057129,5.17869234085083,0.6473365426063538,0.9073444604873657,0.11655972898006439,0.5753843784332275,0.3360217213630676,0.6726348996162415
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,8,0,800,8,8,32,4,1,1,2,4,16,True,0.003,False,0.9982760548591614,0.59375,1.0027661323547363,0.5625,0.05827357992529869,0.028088079765439034,0.11741852760314941,0.023026753216981888,0.00184254115447402,0.0010298112174496055,0.0008127298788167536,0.12344851344823837,1.0374782085418701,-0.01039555761963129,-0.2000691294670105,5.925403594970703,0.7406754493713379,0.8498490452766418,0.14439846575260162,0.26635584235191345,0.5102419853210449,0.15502530336380005
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,8,800,800,8,8,32,4,1,1,2,4,16,True,0.003,True,0.00020854995818808675,1.0,0.0003818474360741675,1.0,0.999204695224762,0.00010757581912912428,0.0044511728920042515,5.798463098471984e-05,8.671435352880508e-05,1.7806009054766037e-05,6.890833901707083e-05,5.906798833166249e-05,0.0002678414457477629,0.6244543194770813,3.7489469051361084,4.952025890350342,0.6190032362937927,0.8475874662399292,0.10213030129671097,0.552143931388855,0.12101233005523682,0.9507513046264648
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,9,0,800,8,8,32,4,1,1,2,4,16,True,0.003,False,2.7596278190612793,0.40234375,2.7602391242980957,0.4140625,-0.2283204197883606,0.10655085742473602,0.2244281768798828,0.2715909779071808,0.021116754040122032,0.011339414864778519,0.009777339175343513,0.8997677564620972,2.6893038749694824,-0.016559194773435593,-0.17382068000733852,6.742682456970215,0.8428353071212769,0.9246402978897095,0.2489587664604187,0.23268911242485046,0.518314778804779,0.10802693665027618
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,6,C32-d8-L2-H1-m4-ffn16,9,800,800,8,8,32,4,1,1,2,4,16,True,0.003,False,0.0010584346018731594,1.0,0.015561810694634914,0.99609375,0.9987344741821289,0.013987015001475811,0.01785346493124962,0.0002970938221551478,0.00047332694521173835,8.131196955218911e-05,0.0003920149174518883,0.00039645886863581836,0.0014523195568472147,0.4085272550582886,2.776632457971573,4.073134899139404,0.5091418623924255,0.9313555955886841,0.2473287284374237,0.32255393266677856,0.2853308320045471,0.6424114108085632
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,0,0,800,8,8,32,4,4,4,2,4,16,True,0.003,False,1.1770771741867065,0.5546875,1.2267438173294067,0.5703125,0.16632500290870667,0.04974934086203575,0.15713676810264587,0.08366917073726654,0.004167446866631508,0.0019074338488280773,0.002260012784972787,0.33881741762161255,1.138242244720459,-0.006378906778991222,-0.16098730126395822,6.338072776794434,0.7922590970993042,0.8963797092437744,0.12208102643489838,0.2860163748264313,0.6678473949432373,0.07825112342834473
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,0,800,800,8,8,32,4,4,4,2,4,16,True,0.003,False,0.023404981940984726,0.9921875,0.01718556322157383,0.99609375,0.9920966625213623,0.012609321624040604,0.02291104570031166,0.003204630222171545,0.0030967900529503822,0.0005823298706673086,0.0025144603569060564,0.000773922074586153,0.008728181011974812,0.1320980191230774,0.8921890873461962,3.8116719722747803,0.47645899653434753,0.9511617422103882,0.05461442098021507,0.6138017177581787,0.20791813731193542,0.8436781167984009
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,1,0,800,8,8,32,4,4,4,2,4,16,True,0.003,False,2.2066407203674316,0.53515625,2.2268717288970947,0.5234375,0.033997245132923126,0.022800307720899582,0.1012827605009079,0.009860541671514511,0.0007559956866316497,0.0004159082309342921,0.00034008745569735765,1.3468202352523804,2.2914130687713623,-0.00376876350492239,-0.26773720793426037,6.356571674346924,0.7945714592933655,0.8013625144958496,0.12085403501987457,0.24058730900287628,0.23772303760051727,0.04044579714536667
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,1,800,800,8,8,32,4,4,4,2,4,16,True,0.003,True,0.000936754047870636,1.0,0.001086774980649352,1.0,0.9935816526412964,0.0009195863385684788,0.014227994717657566,0.0037725926376879215,0.002212699968367815,0.00010961739462800324,0.0021030823700129986,0.0005700226756744087,0.00871765986084938,0.20504049956798553,2.307970667257905,3.3529763221740723,0.41912204027175903,0.9653939008712769,0.19156096875667572,0.31935980916023254,0.17783242464065552,0.857900857925415
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,2,0,800,8,8,32,4,4,4,2,4,16,True,0.003,False,6.11895751953125,0.4375,6.1542792320251465,0.4375,-0.013110199943184853,0.4131245017051697,0.3698064088821411,0.12468986213207245,0.06668668985366821,0.03233003616333008,0.03435666114091873,4.601980209350586,5.855808258056641,-7.331511005759239e-05,-0.09799129609018564,6.8294243812561035,0.8536780476570129,0.9327343702316284,0.2076881229877472,0.3270661532878876,0.6102313995361328,0.13085588812828064
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,2,800,800,8,8,32,4,4,4,2,4,16,True,0.003,False,0.06941325962543488,0.984375,0.06039053946733475,0.98828125,0.9484329223632812,0.07394643872976303,0.10578925907611847,0.026872174814343452,0.015068944543600082,0.002559855580329895,0.012509088963270187,0.0074348459020257,0.06796414405107498,0.15734706819057465,0.9940669294446707,4.936591625213623,0.6170739531517029,0.9511029720306396,0.18137569725513458,0.4360854923725128,0.21232160925865173,0.5918490886688232
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,3,0,800,8,8,32,4,4,4,2,4,16,True,0.003,False,1.2662980556488037,0.453125,1.25604248046875,0.484375,-0.056247055530548096,0.019142210483551025,0.09400561451911926,0.02630167081952095,0.001908707432448864,0.0011189947836101055,0.0007897125324234366,0.1410219520330429,1.2900722026824951,-0.013748185709118843,-0.28740194253623486,6.3028035163879395,0.7878504395484924,0.888819694519043,0.12056823074817657,0.38158178329467773,0.39423054456710815,0.09826411306858063
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,3,800,800,8,8,32,4,4,4,2,4,16,True,0.003,False,0.008136807940900326,1.0,0.0040017226710915565,1.0,0.9934895038604736,0.00708065927028656,0.0234421044588089,0.0030534733086824417,0.002302362583577633,0.0003136268351227045,0.0019887357484549284,0.0006356518133543432,0.007923457771539688,0.2408037930727005,3.0299127511680126,3.8228728771209717,0.47785910964012146,0.9781606197357178,0.1527862548828125,0.4901554584503174,0.1682424545288086,0.7390758991241455
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,7,C32-d8-L2-H4-m4-ffn16,4,0,800,8,8,32,4,4,4,2,4,16,True,0.003,False,2.5538783073425293,0.58203125,2.54294490814209,0.5703125,0.020917391404509544,0.08643824607133865,0.19833528995513916,0.04068437218666077,0.006686488166451454,0.003352643456310034,0.003333844942972064,1.857545256614685,2.8758676052093506,-0.010292137041687965,-0.1576962525723502,6.341156959533691,0.7926446199417114,0.9004867672920227,0.17400601506233215,0.35406696796417236,0.6469936370849609,0.08127342909574509
