study_id,cell_id,cell_index,cell_key,seed,step,configured_steps,d_model,width,num_concepts,load,num_heads,heads,num_layers,memory_size,ffn_width,ffn,learning_rate,embedding_effective_rank,normalized_rank,embedding_coherence,function_base_accuracy,function_risk,donor_accuracy,value_flip_effect,natural_swap_mse,full_causal_gate_pass
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,4,C8-d8-L2-H1-m4-ffn16,7,800,800,8,8,8,1,1,1,2,4,16,True,0.003,3.1512773036956787,0.39390966296195984,0.6891310214996338,1.0,0.00012657392653636634,1.0,1.0002012252807617,0.0001784103806130588,True
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,4,C8-d8-L2-H1-m4-ffn16,8,800,800,8,8,8,1,1,1,2,4,16,True,0.003,3.830599784851074,0.4788249731063843,0.7991767525672913,1.0,5.367038829717785e-05,1.0,1.000319242477417,0.00011010176240233704,True
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,4,C8-d8-L2-H1-m4-ffn16,9,800,800,8,8,8,1,1,1,2,4,16,True,0.003,3.6787259578704834,0.4598407447338104,0.8153683543205261,1.0,0.0001860495249275118,1.0,0.9984985589981079,0.00024374261556658894,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,0,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.969254493713379,0.49615681171417236,0.7324345707893372,1.0,0.0002888015005737543,1.0,0.9984422922134399,0.0004786009667441249,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,1,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.7900805473327637,0.47376006841659546,0.8402934670448303,1.0,0.0002514968509785831,1.0,1.000800609588623,0.00034391559893265367,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,2,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.969987392425537,0.49624842405319214,0.6523492932319641,1.0,0.0005702764610759914,1.0,1.0012850761413574,0.0009327074512839317,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,3,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.3234972953796387,0.41543716192245483,0.7872418761253357,1.0,0.0004101433733012527,1.0,0.9987756013870239,0.000989738735370338,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,4,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.084933280944824,0.385616660118103,0.7444618940353394,1.0,9.625764505472034e-05,1.0,1.000159502029419,0.0001562519755680114,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,5,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.156538486480713,0.3945673108100891,0.804050862789154,1.0,0.0007426642114296556,1.0,0.9910943508148193,0.0014653326943516731,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,6,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.526175022125244,0.4407718777656555,0.8180496692657471,1.0,0.00016031210543587804,1.0,0.99959397315979,0.0002242391783511266,True
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,5,C8-d8-L2-H4-m4-ffn16,7,800,800,8,8,8,1,4,4,2,4,16,True,0.003,3.160536766052246,0.39506709575653076,0.6624305248260498,1.0,0.00017257637227885425,1.0,1.0001013278961182,0.0003028820501640439,True
