study_id,cell_id,cell_index,cell_key,seed,step,configured_steps,d_model,width,num_concepts,load,num_heads,heads,num_layers,memory_size,ffn_width,ffn,learning_rate,site,site_order,global_cosine,query_target_cosine,query_distractor_cosine,target_selectivity,participation_rank_normalized
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,4,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.15646147727966309,0.944308876991272,0.1036866158246994,0.8406222462654114,0.1454063057899475
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,0,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.11715210974216461,0.24759754538536072,-0.09651100635528564,0.34410858154296875,0.3065333068370819
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.32798275351524353,0.45182913541793823,0.20363759994506836,0.24819153547286987,0.2941889762878418
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,0,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_ffn_residual,2,0.32798275351524353,0.45182913541793823,0.20363759994506836,0.24819153547286987,0.2941889762878418
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,0,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_attention_residual,3,0.40767645835876465,0.4996974468231201,0.2684957683086395,0.23120169341564178,0.2835049033164978
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,0,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.40767645835876465,0.4996974468231201,0.2684957683086395,0.23120169341564178,0.2835049033164978
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,800,800,8,8,32,4,4,4,2,4,,False,0.003,input_embeddings,0,0.10210884362459183,0.4478330910205841,-0.0893745943903923,0.5372077226638794,0.2906531095504761
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,800,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_attention_residual,1,0.08140258491039276,0.43387866020202637,-0.0433964878320694,0.47727516293525696,0.2674781084060669
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,800,800,8,8,32,4,4,4,2,4,,False,0.003,l0.post_ffn_residual,2,0.08140258491039276,0.43387866020202637,-0.0433964878320694,0.47727516293525696,0.2674781084060669
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_attention_residual,3,0.14835110306739807,0.8234210014343262,0.073809415102005,0.7496116161346436,0.14785955846309662
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,3,C32-d8-L2-H4-m4-ffnnone,5,800,800,8,8,32,4,4,4,2,4,,False,0.003,l1.post_ffn_residual,4,0.14835110306739807,0.8234210014343262,0.073809415102005,0.7496116161346436,0.14785955846309662
