arm,arm_name,cell_hash,cell_id,checkpoint_index,codebook_geometry,codebook_replica_id,codebook_seed,codebook_seed_scope,codebook_trainable,cohort,config_hash,diag_seed,eval_seed,init_seed,mean_distractor_delta,patch_seed,prefix_hash,realized_codebook_seed,s_key,schema_version,seed,slot_index,step,study_config_hash,study_id,swap_seed,target_count,target_delta_mean,target_weight,train_seed,walsh_seed
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,5,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.04408664256334305,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.8173663690686226,phase2-study-v2,100,0,400,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2022,0.7732797265052795,0.246826171875,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,5,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.06355869770050049,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.8370282053947449,phase2-study-v2,100,1,400,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2097,0.7734695076942444,0.2559814453125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,5,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.044079046696424484,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.8445737175643444,phase2-study-v2,100,2,400,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2024,0.8004946708679199,0.2470703125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,5,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.034701306372880936,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.8714879341423512,phase2-study-v2,100,3,400,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2049,0.8367866277694702,0.2501220703125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,6,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.010519021190702915,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9825635487213731,phase2-study-v2,100,0,800,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2022,0.9720445275306702,0.246826171875,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,6,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.015824418514966965,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9849551729857922,phase2-study-v2,100,1,800,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2097,0.9691307544708252,0.2559814453125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,6,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.015276758931577206,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9795155813917518,phase2-study-v2,100,2,800,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2024,0.9642388224601746,0.2470703125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,6,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.010674658231437206,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9925602106377482,phase2-study-v2,100,3,800,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2049,0.981885552406311,0.2501220703125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,7,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.0034045965876430273,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9845664293970913,phase2-study-v2,100,0,1200,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2022,0.9811618328094482,0.246826171875,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,7,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.007239064667373896,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9945345730520785,phase2-study-v2,100,1,1200,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2097,0.9872955083847046,0.2559814453125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,7,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.00694582425057888,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9944663401693106,phase2-study-v2,100,2,1200,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2024,0.9875205159187317,0.2470703125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,7,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.0047601801343262196,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9897521478123963,phase2-study-v2,100,3,1200,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2049,0.9849919676780701,0.2501220703125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,8,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.003259038319811225,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9711507910396904,phase2-study-v2,100,0,1600,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2022,0.9678917527198792,0.246826171875,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,8,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.00499772559851408,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,1.002840275876224,phase2-study-v2,100,1,1600,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2097,0.99784255027771,0.2559814453125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,8,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.0052831145003438,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9826090903952718,phase2-study-v2,100,2,1600,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2024,0.977325975894928,0.2470703125,20000100,40000100
hard-factorized-constant-6400,hard-factorized-constant-6400,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,hard-factorized-constant-6400-6e9beb2f8bd9,8,random_normalized,,271801,master_init_derived,True,discovery-remedy,6e9beb2f8bd9f2effa15740a286ed530de99381342f9f3eb7cff502912d91099,70000100,30000100,10000100,-0.004386455751955509,60000100,928cfe70461daf3e4bea193a4ca70dadf399b8f17fc09f1af1cf202d10d53d68,10271901,0.9868779489770532,phase2-study-v2,100,3,1600,3d47161a33fa94b720ff22e2e1c761cc0999620b0ac8f7628e7ad9399bb033bf,phase2-residual-factorization-noffn-discovery-remedy-v2,50000100,2049,0.9824914932250977,0.2501220703125,20000100,40000100
