revision,revision_index,template_id,template_index,layer,closure_max_abs,closure_relative_sensitivity_max,component_scale_max_abs,n_episode_rows,independent_pretraining_trajectories,delta_h_norm_mean,delta_attention_norm_mean,delta_ffn_norm_mean,delta_post_norm_mean,delta_skip_attention_norm_mean
step16000,5,bracket_dictionary,3,1,1.7763568394002505e-15,1.846159625323677e-14,0.35736795147859657,256,1,0.20338495678929117,0.38801971264877466,0.19496493648683286,0.4349963707525659,0.4482751283132854
step16000,5,bracket_dictionary,3,2,1.6653345369377348e-15,9.635975895064156e-15,0.506349298770048,256,1,0.4349963707525659,0.907792318217859,0.33262467739303925,0.9949465739058438,1.0265902211202178
step16000,5,bracket_dictionary,3,3,3.9968028886505635e-15,1.2136815997250534e-14,0.8881868245283184,256,1,0.9949465739058438,1.3630577020944135,0.8171940019527195,1.5829122285619845,1.7074690619512305
step16000,5,bracket_dictionary,3,4,3.552713678800501e-15,4.064506992017535e-15,2.070732976304167,256,1,1.5829122285619845,5.909731346228686,0.9431481911157565,6.5872664387849715,6.594661268718093
step16000,5,bracket_dictionary,3,5,1.0658141036401503e-14,5.640700725568316e-15,5.47816108444757,256,1,6.5872664387849715,3.88831029305052,4.750293236700047,11.641645688672284,9.582340477032888
step64000,6,compact_cards,0,0,8.881784197001252e-16,1.2680923139576176e-13,0.114073806799591,256,1,0.0,0.09086300183038154,0.0,0.09086300183038157,0.09086300183038154
step64000,6,compact_cards,0,1,8.881784197001252e-16,2.1048003135704866e-14,0.32441866906069694,256,1,0.09086300183038157,0.2269593033116764,0.12058959352018461,0.25965143016979864,0.248688772864322
step64000,6,compact_cards,0,2,2.1649348980190553e-15,2.0136686321078543e-14,0.3541972038084493,256,1,0.25965143016979864,0.40874786354876647,0.22259554379256463,0.45966640435095796,0.47992597849263874
step64000,6,compact_cards,0,3,4.440892098500626e-15,2.612154721794194e-14,0.47807330418007643,256,1,0.45966640435095796,0.35977062077125843,0.37664040561726997,0.5053606745222929,0.5996950127378579
step64000,6,compact_cards,0,4,3.9968028886505635e-15,5.780560482062932e-15,2.2328786884414633,256,1,0.5053606745222929,4.924054243610286,0.4989785937021863,5.026415350924837,5.0145252129287945
step64000,6,compact_cards,0,5,6.217248937900877e-15,7.541251796415985e-15,3.756166758435965,256,1,5.026415350924837,1.6290463532530244,3.414752107374055,7.816397908670828,6.242494145676472
step64000,6,line_records,1,0,8.881784197001252e-16,2.429427777769166e-13,0.06979650215909938,256,1,0.0,0.1156520426665836,0.0,0.1156520426665836,0.1156520426665836
step64000,6,line_records,1,1,1.9984014443252818e-15,6.868375640472864e-14,0.20602064201332126,256,1,0.1156520426665836,0.1638753821971588,0.14985955467292725,0.21239066151998243,0.20151575000047564
step64000,6,line_records,1,2,1.887379141862766e-15,2.1235074746751024e-14,0.24916645372061264,256,1,0.21239066151998243,0.3601477895756451,0.16950166151971385,0.40270480250318963,0.4173026275505967
step64000,6,line_records,1,3,3.9968028886505635e-15,3.370187675371135e-14,0.3208089038662841,256,1,0.40270480250318963,0.16219550744242023,0.3181467829059536,0.321581888836906,0.42703622400581565
step64000,6,line_records,1,4,3.9968028886505635e-15,7.891840411419757e-15,1.4788497365453543,256,1,0.321581888836906,5.076801273241164,0.2869186088747835,5.1144304589765035,5.119494105556408
step64000,6,line_records,1,5,6.328271240363392e-15,5.283173880587568e-15,3.278242121002977,256,1,5.1144304589765035,1.7395951393602935,3.1480659550170706,7.84358359049168,6.466300313141082
step64000,6,prose_facts,2,0,8.881784197001252e-16,2.6009407288872315e-13,0.0995116262397584,256,1,0.0,0.12843469338949462,0.0,0.12843469338949465,0.12843469338949462
step64000,6,prose_facts,2,1,1.5543122344752192e-15,3.9569937616812425e-14,0.27335830556050944,256,1,0.12843469338949465,0.1956234563845443,0.15622589620858587,0.2447363799857891,0.23714613191821582
step64000,6,prose_facts,2,2,2.220446049250313e-15,2.435201338358569e-14,0.2546032700495051,256,1,0.2447363799857891,0.4368973228091596,0.2128977591887994,0.5006952479125535,0.5145508814179034
step64000,6,prose_facts,2,3,4.440892098500626e-15,2.7098290174878423e-14,0.4271859256786125,256,1,0.5006952479125535,0.3798658567055218,0.40228844021079785,0.5809364976871711,0.6648574945316676
step64000,6,prose_facts,2,4,4.440892098500626e-15,7.079424651155394e-15,1.7292006725930784,256,1,0.5809364976871711,5.425728515832844,0.4567115319977922,5.589604978248791,5.59871657268333
step64000,6,prose_facts,2,5,5.995204332975845e-15,6.3276433191387175e-15,3.4984013849597657,256,1,5.589604978248791,1.9120997836516138,3.7705440329833375,8.767842253437097,7.008815372784365
step64000,6,bracket_dictionary,3,0,8.881784197001252e-16,7.606678320717986e-14,0.11968615806379912,256,1,0.0,0.11312776582453223,0.0,0.1131277658245322,0.11312776582453223
step64000,6,bracket_dictionary,3,1,1.9984014443252818e-15,3.170568189290833e-14,0.34265435192648647,256,1,0.1131277658245322,0.2865782937300968,0.12474910929063039,0.31078375932382163,0.30871873426676244
step64000,6,bracket_dictionary,3,2,1.7763568394002505e-15,1.59451707266151e-14,0.5183468540839902,256,1,0.31078375932382163,0.6265568375894918,0.24184478259909348,0.6921669489319128,0.7157049719047647
step64000,6,bracket_dictionary,3,3,4.884981308350689e-15,2.1708281508206144e-14,0.8674465870830108,256,1,0.6921669489319128,0.5429032422771609,0.6052327056983975,0.755293402017128,0.912731766840039
step64000,6,bracket_dictionary,3,4,3.9968028886505635e-15,8.54366279298063e-15,1.2503973494576255,256,1,0.755293402017128,3.418631172752548,0.5605174916532795,3.643469752765351,3.6512216804739417
step64000,6,bracket_dictionary,3,5,5.329070518200751e-15,5.1260069535926654e-15,2.6091785382438055,256,1,3.643469752765351,1.0488457272674356,2.6808037204310335,5.664287785394105,4.275777797699357
step143000,7,compact_cards,0,0,4.440892098500626e-16,1.0128033622790636e-13,0.05093097750303821,256,1,0.0,0.06439439811636283,0.0,0.06439439811636283,0.06439439811636283
step143000,7,compact_cards,0,1,4.440892098500626e-16,1.3244596629267997e-14,0.1705286280741028,256,1,0.06439439811636283,0.2279280072386895,0.06873949893764408,0.23883356940765577,0.23887536763190242
step143000,7,compact_cards,0,2,1.3322676295501878e-15,1.1214149298145394e-14,0.32397824737903114,256,1,0.23883356940765577,0.45505569640492266,0.207142171626519,0.5047045516795718,0.5201091758458761
step143000,7,compact_cards,0,3,1.3322676295501878e-15,7.213139177857736e-15,0.6500875698029143,256,1,0.5047045516795718,1.153372490452801,0.4692215083464034,1.2558401948479654,1.3145839948203002
step143000,7,compact_cards,0,4,1.7763568394002505e-15,5.632088259127954e-15,1.7472215123593373,256,1,1.2558401948479654,2.43292941641755,0.9452652127008164,3.1221167608888014,3.0919016129202106
step143000,7,compact_cards,0,5,3.3306690738754696e-15,5.135351209021371e-15,2.2265126016911863,256,1,3.1221167608888014,1.5051656549357983,2.5662945582938805,5.148646601444062,4.093599038829622
step143000,7,line_records,1,0,4.440892098500626e-16,5.939527790713187e-14,0.04230454346385537,256,1,0.0,0.09057862258630728,0.0,0.09057862258630728,0.09057862258630728
step143000,7,line_records,1,1,5.551115123125783e-16,1.6467457249572516e-14,0.11343614563118296,256,1,0.09057862258630728,0.12704532435000235,0.10040865080226685,0.15627295218312195,0.15129992317821045
step143000,7,line_records,1,2,1.1102230246251565e-15,1.0632801238721845e-14,0.20307699418063418,256,1,0.15627295218312195,0.2910646378867858,0.1580281997157889,0.31876508725621866,0.32906527926440093
step143000,7,line_records,1,3,8.881784197001252e-16,8.063489902385883e-15,0.3400589021543088,256,1,0.31876508725621866,0.43168147348389785,0.29334434988463903,0.5130679330613523,0.5812093209383001
step143000,7,line_records,1,4,1.4432899320127035e-15,5.533299239911059e-15,0.8587312102026262,256,1,0.5130679330613523,1.883616819267924,0.40137397103963807,2.0888332689552476,2.0792137400105144
step143000,7,line_records,1,5,3.219646771412954e-15,9.75926635080055e-15,1.4550133938707133,256,1,2.0888332689552476,1.4164810453981964,1.881725193454928,3.793175758059618,2.996984276584849
step143000,7,prose_facts,2,0,4.440892098500626e-16,1.3883743339072436e-13,0.13061855484886253,256,1,0.0,0.10898193466516552,0.0,0.10898193466516552,0.10898193466516552
step143000,7,prose_facts,2,1,5.551115123125783e-16,2.825263701668053e-14,0.25719094163150297,256,1,0.10898193466516552,0.16060070777432484,0.11704598285287326,0.20091047793729153,0.19663430647473834
step143000,7,prose_facts,2,2,8.881784197001252e-16,1.1769805182279853e-14,0.2586593339547566,256,1,0.20091047793729153,0.2742325807265062,0.20231004924541995,0.34172457828434455,0.3467672687300309
step143000,7,prose_facts,2,3,1.1102230246251565e-15,6.8581782346640676e-15,0.38486838893626896,256,1,0.34172457828434455,0.787674169781585,0.3321981729642456,0.8890083239405426,0.9015287698488462
step143000,7,prose_facts,2,4,1.3600232051658168e-15,6.182088694253834e-15,1.0751878325724133,256,1,0.8890083239405426,2.0095301467680855,0.5767766812427637,2.4717936695440375,2.4680102677543143
step143000,7,prose_facts,2,5,3.3861802251067274e-15,2.003085174708096e-14,1.6655418701894968,256,1,2.4717936695440375,1.594648286920909,2.0947369253261514,4.376035389852493,3.5353600553792255
step143000,7,bracket_dictionary,3,0,4.440892098500626e-16,6.867458369706992e-14,0.09666924538407562,256,1,0.0,0.07411877772782804,0.0,0.07411877772782804,0.07411877772782804
step143000,7,bracket_dictionary,3,1,8.881784197001252e-16,1.9276167941162143e-14,0.1807129329019312,256,1,0.07411877772782804,0.2142521578370978,0.08323717478901065,0.23232598247637445,0.22777045488081227
step143000,7,bracket_dictionary,3,2,1.1102230246251565e-15,7.804785895201004e-15,0.38437898079870214,256,1,0.23232598247637445,0.4503473980002033,0.18385070560637826,0.48863123882540643,0.5137988553428556
step143000,7,bracket_dictionary,3,3,2.220446049250313e-15,8.067876686481074e-15,0.5355888089159855,256,1,0.48863123882540643,0.8383110918261543,0.4439168532073634,0.9251785818130589,1.012801376990618
step143000,7,bracket_dictionary,3,4,1.609823385706477e-15,5.3863664254443826e-15,0.8502986107711756,256,1,0.9251785818130589,1.9003963194586437,0.5425935542302961,2.3350409017364333,2.357746804313262
step143000,7,bracket_dictionary,3,5,2.220446049250313e-15,6.00233551883023e-15,1.4173929009818336,256,1,2.3350409017364333,1.589377319697336,2.146011629596061,4.2105144115213164,3.3335954304065165
