analysis_schema_version,run_key,run_label,seed,step,group,relative_drift,alignment,effective_rank,frobenius_norm,initial_frobenius_norm,relative_amplitude,parameter_count,active_for_shape_interpretation
1,tuned,"Tuned: C128, d32, H1",0,100,QK,0.9837705492973328,0.18227311968803406,5.74817419052124,0.016111643984913826,0.0751694068312645,0.21433778267108347,4096,True
1,tuned,"Tuned: C128, d32, H1",0,100,OV,0.8182554841041565,0.7883375883102417,6.8451924324035645,0.1599149852991104,0.6425473690032959,0.24887657006076722,4096,True
1,tuned,"Tuned: C128, d32, H1",0,100,FFN,0.0,0.0,0.0,0.0,0.0,0.0,0,False
1,tuned,"Tuned: C128, d32, H1",0,100,readout,0.7945407032966614,0.6343967914581299,3.5406553745269775,8.669897079467773,10.597345352172852,0.8181197074690145,65,True
1,tuned,"Tuned: C128, d32, H1",0,400,full,0.9353994131088257,0.3743036091327667,2.5493011474609375,0.09306059777736664,0.3699883222579956,0.25152306756448056,12673,True
1,tuned,"Tuned: C128, d32, H1",0,400,E,0.97722327709198,0.805012583732605,5.161462783813477,0.0076466822065413,0.26853930950164795,0.028475094468411056,4352,True
1,tuned,"Tuned: C128, d32, H1",0,400,QK,0.9980965256690979,0.14323189854621887,3.636741876602173,0.001049081445671618,0.0751694068312645,0.013956228868833957,4096,True
1,tuned,"Tuned: C128, d32, H1",0,400,OV,0.9233149290084839,0.6036874055862427,4.280465602874756,0.08861350268125534,0.6425473690032959,0.13790968099162942,4096,True
1,tuned,"Tuned: C128, d32, H1",0,400,FFN,0.0,0.0,0.0,0.0,0.0,0.0,0,False
1,tuned,"Tuned: C128, d32, H1",0,400,readout,1.4065806865692139,0.19744521379470825,1.5770343542099,12.781821250915527,10.597345352172852,1.2061342559053978,65,True
1,tuned,"Tuned: C128, d32, H1",0,800,full,0.9557020664215088,0.29806986451148987,1.9736353158950806,0.09288153797388077,0.3699883222579956,0.2510391068751456,12673,True
1,tuned,"Tuned: C128, d32, H1",0,800,E,0.9856235384941101,0.8918527960777283,4.002130031585693,0.004336942452937365,0.26853930950164795,0.016150121414201187,4352,True
1,tuned,"Tuned: C128, d32, H1",0,800,QK,0.999360203742981,0.17121946811676025,4.817479133605957,0.00028390210354700685,0.0751694068312645,0.00377683043560916,4096,True
1,tuned,"Tuned: C128, d32, H1",0,800,OV,0.9437774419784546,0.5365375876426697,3.598440408706665,0.07321210950613022,0.6425473690032959,0.11394040819075346,4096,True
1,tuned,"Tuned: C128, d32, H1",0,800,FFN,0.0,0.0,0.0,0.0,0.0,0.0,0,False
1,tuned,"Tuned: C128, d32, H1",0,800,readout,1.5022313594818115,0.15984484553337097,1.3695224523544312,13.693987846374512,10.597345352172852,1.2922092648010883,65,True
