seed,arm,step,accuracy_l64_m4,nll_l64_m4,qk_factor_norm,ov_factor_norm,mean_target_score_margin,mean_attention_selectivity,mean_direct_full_card_s_key
106,qk-small,3200,0.90234375,0.5994165539741516,20.83898798178502,25.9483944177514,0.7216267753392458,-0.05355692288139835,-1.2002917528152466
106,qk-zero,0,0.0,9.044614791870117,0.0,5.428343138541944,0.0,0.0,-0.008377104997634888
106,qk-zero,200,0.0078125,7.76116943359375,0.0,7.498987256655947,0.0,0.0,0.3212161064147949
106,qk-zero,400,0.01171875,7.373892784118652,0.0,9.051529722913322,0.0,0.0,0.6220517754554749
106,qk-zero,800,0.0234375,6.951424598693848,0.0,11.409464897777474,0.0,0.0,0.9696474075317383
106,qk-zero,1600,0.0703125,6.571499347686768,0.0,14.836100452365859,0.0,0.0,1.3994193077087402
106,qk-zero,3200,0.0703125,6.480096817016602,0.0,19.816526948368377,0.0,0.0,1.88364577293396
106,standard,0,0.0,9.044864654541016,7.246452154051206,5.428343138541944,0.0011650863889371976,0.00014042947441339493,-0.00788752268999815
106,standard,200,0.02734375,7.509810924530029,11.645784071998387,7.7232894213397705,0.01396966609172523,-0.010303149989340454,0.5016393065452576
106,standard,400,0.0859375,6.822397232055664,13.943695538806441,9.701877409360822,0.0748080424964428,-0.006959206541068852,1.2672027349472046
106,standard,800,0.18359375,5.904267311096191,16.76309375550526,12.49606669531252,-0.19204368442296982,-0.02057619986589998,0.830407440662384
106,standard,1600,0.88671875,0.9512230157852173,19.877779304462162,20.092790310784228,-0.7410063305869699,-0.04810635914327577,-1.6187500953674316
106,standard,3200,0.92578125,0.6175637245178223,22.724167798272028,23.67065621943041,-1.6862730104476213,-0.06327095406595618,-0.633439302444458
107,qk-small,0,0.0,9.045839309692383,0.028298973834043232,5.423319753271512,-1.8712620342142827e-08,-4.6566128730773926e-09,0.005653788801282644
107,qk-small,200,0.03515625,7.425909042358398,9.15158441302252,7.747054940211688,0.04444899084046483,-0.009878728189505637,0.5149350762367249
107,qk-small,400,0.1015625,6.596341133117676,11.851478812740126,9.688300450388041,0.16694535966962576,-0.009586304251570255,0.8534979820251465
107,qk-small,800,0.171875,5.774063587188721,14.638826111126678,12.397200716825179,-0.15591992065310478,-0.024076444446109235,0.7805240750312805
107,qk-small,1600,0.77734375,1.8334555625915527,17.952039933178934,20.37654399287417,-0.08939240779727697,-0.04581930977292359,-1.4482853412628174
107,qk-small,3200,0.91796875,0.7664317488670349,21.291631197168876,23.9822729326512,0.03364304639399052,-0.05331149697303772,-1.3181182146072388
107,qk-zero,0,0.0,9.045839309692383,0.0,5.423319753271512,0.0,0.0,0.005653798580169678
107,qk-zero,200,0.0,7.76331901550293,0.0,7.439637806533709,0.0,0.0,0.28579580783843994
107,qk-zero,400,0.015625,7.233580112457275,0.0,9.109133368766782,0.0,0.0,0.492400586605072
107,qk-zero,800,0.0390625,6.861701965332031,0.0,11.39078476614555,0.0,0.0,0.7078739404678345
107,qk-zero,1600,0.0390625,6.576434135437012,0.0,14.84142482816848,0.0,0.0,1.0330730676651
107,qk-zero,3200,0.0703125,6.280928134918213,0.0,20.108469719654142,0.0,0.0,1.4774065017700195
107,standard,0,0.0,9.045807838439941,7.244537301515067,5.423319753271512,-0.0011396148474887013,-0.0001914238091558218,0.005244553089141846
107,standard,200,0.02734375,7.431919097900391,11.429994298711575,7.71915443997913,0.021826468873769045,-0.008108769543468952,0.5221006274223328
107,standard,400,0.0859375,6.646180152893066,13.763704163746361,9.667584146883636,0.10300660040229559,-0.008964950626250356,0.9384005069732666
107,standard,800,0.08203125,6.08151912689209,16.07534771983672,12.393858806307552,0.033486414700746536,-0.00454632646869868,1.4848886728286743
107,standard,1600,0.8125,1.6227309703826904,19.185004901502598,20.635297447244046,1.5854681292548776,-0.03184618439991027,-1.4251371622085571
107,standard,3200,0.921875,0.727811336517334,22.6246530074177,24.733642162423944,1.2974887839518487,-0.05273168720304966,-0.5389273166656494
108,qk-small,0,0.0,9.03915786743164,0.028314091995081444,5.448058291236129,2.611555227627349e-08,4.656612873077393e-10,-0.00026057162904180586
108,qk-small,200,0.0546875,7.461034297943115,9.485599822089943,7.823429580175537,-0.06253968644887209,0.0062785568297840655,0.5913513898849487
108,qk-small,400,0.0859375,6.677644729614258,12.216835437838817,9.781215448288021,-0.16022726148366928,0.0035866001853719354,1.1015727519989014
108,qk-small,800,0.11328125,5.721909999847412,14.79442240158338,12.586332763678596,-0.2189950281754136,0.010513012995943427,1.5347145795822144
108,qk-small,1600,0.765625,1.6404707431793213,18.07537752340253,20.636044914570878,-0.2630680298898369,-0.04348823323380202,-0.7719712257385254
108,qk-small,3200,0.890625,0.788758397102356,21.07851401069748,26.144621202150837,-2.4846676455345005,-0.040192062966525555,-0.4397921562194824
108,qk-zero,0,0.0,9.03915786743164,0.0,5.448058291236129,0.0,0.0,-0.000260492175584659
108,qk-zero,200,0.0078125,7.774433612823486,0.0,7.556530637869928,0.0,0.0,0.3898271322250366
108,qk-zero,400,0.02734375,7.2258076667785645,0.0,9.173884429986256,0.0,0.0,0.680431604385376
108,qk-zero,800,0.04296875,6.732939720153809,0.0,11.567983976420969,0.0,0.0,1.0648114681243896
