accuracy,arm,nll,num_kv_pairs,ov_factor_norm,ov_gradient_norm,qk_factor_norm,qk_gradient_norm,seed,sequence_length,step
0.0,standard,9.015594482421875,4,5.440094608306401,1.3225840892191951,7.227397346730823,0.01596942222667623,100,64,0
0.0234375,standard,7.521467208862305,4,7.674263483301764,0.4965416109744516,11.41614899308591,0.16233893058860288,100,64,200
0.08203125,standard,6.82403564453125,4,9.55702875730254,0.6274554913420477,13.802460556153559,0.4872808145905736,100,64,400
0.22265625,standard,5.753847122192383,4,12.580440104417063,1.9511976612070154,16.733162801311803,3.272635744802424,100,64,800
0.8828125,standard,1.0474520921707153,4,20.476701895345947,3.7411504118309358,19.93843396908103,3.741670298905814,100,64,1600
0.91796875,standard,0.5878117680549622,4,24.120189325465784,2.7720182341832924,23.298723706502223,2.914868008841603,100,64,3200
0.91015625,standard,0.5871107578277588,16,24.120189325465784,,23.298723706502223,,100,256,3200
0.8271484375,standard,1.4199926853179932,16,24.120189325465784,,23.298723706502223,,100,512,3200
0.42236328125,standard,7.239668846130371,32,24.120189325465784,,23.298723706502223,,100,1024,3200
0.0,standard,9.037633895874023,4,5.432832830532018,1.2885426918211764,7.280371649813319,0.01589618096154777,101,64,0
0.0234375,standard,7.4435834884643555,4,7.798299624875743,0.5050524536366472,11.482795617110241,0.171835404571209,101,64,200
0.06640625,standard,6.692602157592773,4,9.718807993038137,0.6466675344757878,13.906277877265333,0.43756077960822404,101,64,400
0.0703125,standard,6.055479526519775,4,12.379880982937715,0.7423915602902011,16.21042356113035,1.1213503158367417,101,64,800
0.75390625,standard,2.0282483100891113,4,19.587173964581062,8.715638474669936,19.537882662861755,9.74718657407915,101,64,1600
0.9140625,standard,0.5923422574996948,4,24.063132082080887,3.9189829061707444,22.677314132149093,3.2266272429835774,101,64,3200
0.8896484375,standard,0.6511090993881226,16,24.063132082080887,,22.677314132149093,,101,256,3200
0.837890625,standard,1.0445458889007568,16,24.063132082080887,,22.677314132149093,,101,512,3200
0.39013671875,standard,7.619355201721191,32,24.063132082080887,,22.677314132149093,,101,1024,3200
0.0,standard,9.046615600585938,4,5.420471504454622,1.2788049480070194,7.250979324494423,0.015697875718942062,102,64,0
0.05078125,standard,7.418244361877441,4,7.853347878987757,0.5756610685168925,11.807175460577884,0.16521612234640237,102,64,200
0.11328125,standard,6.520534515380859,4,9.849729931706468,0.6731784660366967,14.14191140071935,0.4044680496444643,102,64,400
0.1171875,standard,5.613487243652344,4,12.639577079500196,0.7682338166567598,16.731464891617637,1.1079444894460129,102,64,800
0.81640625,standard,1.33881676197052,4,20.198971963915586,2.3755814456607123,19.834272341044077,2.6050687385129634,102,64,1600
0.875,standard,0.9133813977241516,4,25.439376087035466,3.9527296868830946,23.52235291006793,4.43424416966329,102,64,3200
0.857421875,standard,0.7202584147453308,16,25.439376087035466,,23.52235291006793,,102,256,3200
0.787109375,standard,1.2901673316955566,16,25.439376087035466,,23.52235291006793,,102,512,3200
0.36767578125,standard,7.900546073913574,32,25.439376087035466,,23.52235291006793,,102,1024,3200
0.0,standard,9.026330947875977,4,5.425075921832659,1.2967345753444228,7.221364889447606,0.01577013050372176,103,64,0
0.0390625,standard,7.567212104797363,4,7.769739607543535,0.5729012870846586,11.854171475821236,0.18944018399406548,103,64,200
0.0703125,standard,6.774521827697754,4,9.6893894690968,0.635422701038307,14.106481954672901,0.4084580688974759,103,64,400
0.1171875,standard,5.896889686584473,4,12.385816624853932,0.7725980799086751,16.077438354658728,0.8978785765101966,103,64,800
0.6953125,standard,2.544914722442627,4,19.743571937485044,17.98892095442578,19.74506659397266,17.812566780471137,103,64,1600
0.88671875,standard,0.8318163156509399,4,24.76288544818454,2.9781603382005777,23.225322301494565,2.441006202931094,103,64,3200
0.7998046875,standard,1.1577186584472656,16,24.76288544818454,,23.225322301494565,,103,256,3200
0.7568359375,standard,1.5488975048065186,16,24.76288544818454,,23.225322301494565,,103,512,3200
0.35546875,standard,8.170084953308105,32,24.76288544818454,,23.225322301494565,,103,1024,3200
0.0,standard,9.038387298583984,4,5.411929856857276,1.2742139227966893,7.235724897891961,0.01597858390085818,104,64,0
0.046875,standard,7.503608226776123,4,7.715479107540031,0.48416908395081054,11.544072989430669,0.16869930577997092,104,64,200
0.0859375,standard,6.7454118728637695,4,9.62040381488148,0.5775980557572644,13.96167031250341,0.3546520375659876,104,64,400
0.12109375,standard,5.911452770233154,4,12.364699768358037,0.7305545611454494,16.262656755446923,0.9436353792424019,104,64,800
0.87890625,standard,0.9409126043319702,4,20.41212170934227,5.19755611414019,19.017908991967488,5.595528298501188,104,64,1600
0.96875,standard,0.16395676136016846,4,23.970627235000915,3.3694433213221284,22.964095576985944,3.1151049926868866,104,64,3200
0.8857421875,standard,0.733759880065918,16,23.970627235000915,,22.964095576985944,,104,256,3200
0.84375,standard,1.259050965309143,16,23.970627235000915,,22.964095576985944,,104,512,3200
0.4599609375,standard,6.754194736480713,32,23.970627235000915,,22.964095576985944,,104,1024,3200
0.0,standard,9.010619163513184,4,5.433538331024108,1.3169743828755887,7.231814728547454,0.016199718935809668,105,64,0
0.04296875,standard,7.454736232757568,4,7.753349057411503,0.5674139663051776,11.663991203524565,0.17124995264931042,105,64,200
0.08203125,standard,6.666622638702393,4,9.686677614806626,0.6449230116101143,13.829042290042722,0.38580308963018295,105,64,400
0.12109375,standard,5.755476474761963,4,12.42109909033509,0.838242827904347,16.220390839530396,0.8200735923644724,105,64,800
0.79296875,standard,1.550944209098816,4,20.504080284922214,5.367114833681016,19.68268344634252,5.146964727311071,105,64,1600
0.85546875,standard,1.073168158531189,4,25.06813121137523,4.604535870759491,22.41089993672992,4.325696785590467,105,64,3200
0.7861328125,standard,1.2359049320220947,16,25.06813121137523,,22.41089993672992,,105,256,3200
0.7666015625,standard,1.500342607498169,16,25.06813121137523,,22.41089993672992,,105,512,3200
0.3583984375,standard,8.224649429321289,32,25.06813121137523,,22.41089993672992,,105,1024,3200
0.0,standard,9.044864654541016,4,5.428343138541944,1.2575755421828272,7.246452154051206,0.01560580226277132,106,64,0
0.02734375,standard,7.509810924530029,4,7.7232894213397705,0.5016724983926351,11.645784071998387,0.1543603802970862,106,64,200
0.0859375,standard,6.822397232055664,4,9.701877409360822,0.5860465178797148,13.943695538806441,0.4101813874176724,106,64,400
0.18359375,standard,5.904267311096191,4,12.49606669531252,1.7098531489573419,16.76309375550526,4.406466016630808,106,64,800
0.88671875,standard,0.9512230157852173,4,20.092790310784228,3.490662993066484,19.877779304462162,3.532799455423658,106,64,1600
0.92578125,standard,0.6175637245178223,4,23.67065621943041,2.5434201660878952,22.724167798272028,1.9410505639581157,106,64,3200
0.9150390625,standard,0.45436787605285645,16,23.67065621943041,,22.724167798272028,,106,256,3200
0.865234375,standard,0.9429641962051392,16,23.67065621943041,,22.724167798272028,,106,512,3200
0.4013671875,standard,7.664745330810547,32,23.67065621943041,,22.724167798272028,,106,1024,3200
0.0,standard,9.045807838439941,4,5.423319753271512,1.2807234912189123,7.244537301515067,0.01565317748521957,107,64,0
0.02734375,standard,7.431919097900391,4,7.71915443997913,0.5176353198065187,11.429994298711575,0.15113028929169445,107,64,200
0.0859375,standard,6.646180152893066,4,9.667584146883636,0.6154062379239348,13.763704163746361,0.41212997166391596,107,64,400
0.08203125,standard,6.08151912689209,4,12.393858806307552,0.8126544940909942,16.07534771983672,0.9392299959201629,107,64,800
0.8125,standard,1.6227309703826904,4,20.635297447244046,4.219416931315975,19.185004901502598,4.39360214699825,107,64,1600
0.921875,standard,0.727811336517334,4,24.733642162423944,3.816137733739152,22.6246530074177,3.446252872135515,107,64,3200
0.8701171875,standard,0.7671894431114197,16,24.733642162423944,,22.6246530074177,,107,256,3200
0.8271484375,standard,1.1841564178466797,16,24.733642162423944,,22.6246530074177,,107,512,3200
0.37939453125,standard,8.041358947753906,32,24.733642162423944,,22.6246530074177,,107,1024,3200
0.0,standard,9.038934707641602,4,5.448058291236129,1.249543246623898,7.24840755074085,0.01569825989739263,108,64,0
0.05859375,standard,7.479236125946045,4,7.816378858862395,0.5205411571554064,11.624865992604315,0.1875059720933615,108,64,200
0.08203125,standard,6.742955684661865,4,9.756333128277463,0.6326994322133184,13.947218581439357,0.4626449625078613,108,64,400
0.125,standard,5.847102165222168,4,12.542395622301171,0.8054681513748941,16.296798983841917,1.1431493900013059,108,64,800
0.921875,standard,0.8090259432792664,4,19.96055009619016,2.7540930938238817,19.57986162403684,2.8202244167487756,108,64,1600
0.9375,standard,0.46473607420921326,4,23.360028577355973,4.498544258820436,22.765924225295777,2.4756460406202385,108,64,3200
0.91796875,standard,0.5413005948066711,16,23.360028577355973,,22.765924225295777,,108,256,3200
0.8818359375,standard,0.8505172729492188,16,23.360028577355973,,22.765924225295777,,108,512,3200
0.4130859375,standard,7.353451251983643,32,23.360028577355973,,22.765924225295777,,108,1024,3200
0.0,standard,9.037127494812012,4,5.442121958440617,1.308609992253864,7.259217256695182,0.015574000082546663,109,64,0
0.04296875,standard,7.456667423248291,4,7.762372032130437,0.5414936064264305,11.610956261457579,0.1558310632562452,109,64,200
0.0859375,standard,6.642899990081787,4,9.697155416886181,0.6533271510503293,13.949879643731158,0.4125420440831811,109,64,400
0.09375,standard,5.902742385864258,4,12.399594816002192,0.6700655510995125,16.095219991270167,1.106232373512569,109,64,800
0.7890625,standard,1.445970058441162,4,20.230863948482025,4.434714046935571,18.922686634249583,4.980924509865678,109,64,1600
0.94140625,standard,0.5060563087463379,4,25.214352362562806,4.098844852477452,22.482193025138905,3.7397528294326166,109,64,3200
0.896484375,standard,0.6107226014137268,16,25.214352362562806,,22.482193025138905,,109,256,3200
0.8115234375,standard,1.6472409963607788,16,25.214352362562806,,22.482193025138905,,109,512,3200
0.40576171875,standard,7.851407051086426,32,25.214352362562806,,22.482193025138905,,109,1024,3200
0.0,standard,9.056275367736816,4,5.430469220649437,1.2714005580353698,7.256153717847947,0.015680690816978024,110,64,0
0.046875,standard,7.540936470031738,4,7.7146653089529815,0.5096932086626348,11.6605016404823,0.20126593009036245,110,64,200
0.0859375,standard,6.875256538391113,4,9.686578263763046,0.6169811798748822,13.969378463637506,0.3936830761868194,110,64,400
0.26171875,standard,5.34786319732666,4,12.678249275213366,1.6092273983148648,17.019305823275424,2.408766752533814,110,64,800
0.84375,standard,1.0653517246246338,4,20.62242727706393,3.6528273574014944,19.126728802501702,4.315842196362946,110,64,1600
