alpha_training,arm_name,beta_random_orthogonal,fixed_probe_risk,log10_risk_over_center,seed,step
-0.6666666666666666,hard-factorized-constant-6400,0.6666666666666666,1.7543744349187054,0.14431637699682845,100,0
-0.6666666666666666,hard-factorized-constant-6400,0.8333333333333334,1.6956050268199756,0.12951878231889405,100,0
-0.6666666666666666,hard-factorized-constant-6400,1.0,1.6272755431033676,0.11165518422750556,100,0
-0.5,hard-factorized-constant-6400,-1.0,1.0082546938313874,-0.09623566059616272,100,0
-0.5,hard-factorized-constant-6400,-0.8333333333333334,1.1361474006866679,-0.04437123387598348,100,0
-0.5,hard-factorized-constant-6400,-0.6666666666666666,1.289320919581884,0.010555116170892559,100,0
-0.5,hard-factorized-constant-6400,-0.5,1.4419882291161916,0.059155802175806474,100,0
-0.5,hard-factorized-constant-6400,-0.3333333333333333,1.612862449747388,0.10779141780001411,100,0
-0.5,hard-factorized-constant-6400,-0.16666666666666666,1.7860469103293264,0.15208694830389366,100,0
-0.5,hard-factorized-constant-6400,0.0,1.8633576107877794,0.17049029847625916,100,0
-0.5,hard-factorized-constant-6400,0.16666666666666666,1.8432483279652851,0.16577793552497166,100,0
-0.5,hard-factorized-constant-6400,0.3333333333333333,1.7801955927047142,0.1506618084069694,100,0
-0.5,hard-factorized-constant-6400,0.5,1.7159000473469224,0.1346860731263726,100,0
-0.5,hard-factorized-constant-6400,0.6666666666666666,1.6561131534268927,0.11928409340470707,100,0
-0.5,hard-factorized-constant-6400,0.8333333333333334,1.5911722424755403,0.10191128094882758,100,0
-0.5,hard-factorized-constant-6400,1.0,1.5202823157532415,0.08211833063084335,100,0
-0.3333333333333333,hard-factorized-constant-6400,-1.0,0.9288898935771395,-0.1318416753628294,100,0
-0.3333333333333333,hard-factorized-constant-6400,-0.8333333333333334,1.0361544319106675,-0.0843814241653913,100,0
-0.3333333333333333,hard-factorized-constant-6400,-0.6666666666666666,1.167517708707721,-0.032542436504042836,100,0
-0.3333333333333333,hard-factorized-constant-6400,-0.5,1.3197480346589288,0.020685110835124244,100,0
-0.3333333333333333,hard-factorized-constant-6400,-0.3333333333333333,1.485131345228813,0.07195895132181786,100,0
-0.3333333333333333,hard-factorized-constant-6400,-0.16666666666666666,1.6326399386397643,0.11308450317526725,100,0
-0.3333333333333333,hard-factorized-constant-6400,0.0,1.7131330005772603,0.13398516800981383,100,0
-0.3333333333333333,hard-factorized-constant-6400,0.16666666666666666,1.6943069313224288,0.129186174424598,100,0
-0.3333333333333333,hard-factorized-constant-6400,0.3333333333333333,1.6395280437346766,0.11491293647592987,100,0
-0.3333333333333333,hard-factorized-constant-6400,0.5,1.5717005932467345,0.09656390399827099,100,0
-0.3333333333333333,hard-factorized-constant-6400,0.6666666666666666,1.5092056626269832,0.07894251293391655,100,0
-0.3333333333333333,hard-factorized-constant-6400,0.8333333333333334,1.445910628099349,0.06033553690055555,100,0
-0.3333333333333333,hard-factorized-constant-6400,1.0,1.3767836569024419,0.039059788965377755,100,0
-0.16666666666666666,hard-factorized-constant-6400,-1.0,0.8348630696297942,-0.17819066273918358,100,0
-0.16666666666666666,hard-factorized-constant-6400,-0.8333333333333334,0.9381929225565515,-0.1275137606587553,100,0
-0.16666666666666666,hard-factorized-constant-6400,-0.6666666666666666,1.055865025249561,-0.07619750866336189,100,0
-0.16666666666666666,hard-factorized-constant-6400,-0.5,1.1882445407726345,-0.024900085431469803,100,0
-0.16666666666666666,hard-factorized-constant-6400,-0.3333333333333333,1.3282605596279402,0.023477364126277375,100,0
-0.16666666666666666,hard-factorized-constant-6400,-0.16666666666666666,1.439577480857654,0.05842913132004059,100,0
-0.16666666666666666,hard-factorized-constant-6400,0.0,1.5041151332815001,0.07747516773069668,100,0
-0.16666666666666666,hard-factorized-constant-6400,0.16666666666666666,1.4877706332265868,0.07273006891871757,100,0
-0.16666666666666666,hard-factorized-constant-6400,0.3333333333333333,1.439921436368739,0.058532884080843034,100,0
-0.16666666666666666,hard-factorized-constant-6400,0.5,1.3713164301947374,0.03733176636956009,100,0
-0.16666666666666666,hard-factorized-constant-6400,0.6666666666666666,1.3142352959425434,0.01886721360499714,100,0
-0.16666666666666666,hard-factorized-constant-6400,0.8333333333333334,1.2598941234922842,0.000528137168209805,100,0
-0.16666666666666666,hard-factorized-constant-6400,1.0,1.200039754012926,-0.020610279829773762,100,0
0.0,hard-factorized-constant-6400,-1.0,0.7596153420416021,-0.2192121854451515,100,0
