arm_name,cell_id,composite_max_abs_gap,fixed_probe_risk,gauge_coordinate,prediction_max_abs_gap,raw_parameter_relative_displacement,risk_absolute_gap,role,seed,step
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,2.220446049250313e-16,0.013652234975530744,1.75,1.8318679906315083e-15,2.481740521654366,1.9081958235744878e-17,gauge_flat_numerical_negative_control,101,800
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.013652234975530753,2.0,1.3877787807814457e-15,3.3163363345522163,1.0408340855860843e-17,gauge_flat_numerical_negative_control,101,800
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.0004822453702315625,-2.0,6.661338147750939e-16,3.298296683980333,2.168404344971009e-19,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,2.220446049250313e-16,0.0004822453702315611,-1.75,1.5543122344752192e-15,2.4693723912247734,1.6263032587282567e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.00048224537023156244,-1.5,1.1102230246251565e-15,1.8260517680904862,2.710505431213761e-19,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,2.402592014227878e-16,0.0004822453702315615,-1.25,8.881784197001252e-16,1.3268254880669166,1.1926223897340549e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,2.220446049250313e-16,0.00048224537023156054,-1.0,1.2212453270876722e-15,0.9385625450415204,2.168404344971009e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,2.220446049250313e-16,0.0004822453702315625,-0.75,6.661338147750939e-16,0.6340936606966676,2.168404344971009e-19,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.00048224537023155913,-0.5,2.6645352591003757e-15,0.3901270313638421,3.577867169202165e-18,gauge_flat_numerical_negative_control,101,3200
hard-factorized-constant-6400,hard-factorized-constant-6400-6e9beb2f8bd9,4.440892098500626e-16,0.00048224537023156244,-0.25,9.992007221626409e-16,0.18551373716678046,2.710505431213761e-19,gauge_flat_numerical_negative_control,101,3200
