seed,comparison,coordinate,numerator_norm,denominator_norm,discrepancy
201,eta16_vs_eta32,r_eff_E,0.03982572195860719,0.27158299765737065,0.14664291322408685
201,eta32_vs_eta64,r_eff_E,0.03570872934116688,0.29450377452073734,0.12125049805992374
202,eta16_vs_eta32,L_H,0.02117460130243995,0.0804042590097873,0.2633517373732957
202,eta16_vs_eta32,S_Q_minus_S_K_frobenius,0.021813063084879878,0.0700855351167336,0.3112348796160051
202,eta32_vs_eta64,L_H,0.013958958182095978,0.07939301657699142,0.1758209825490038
202,eta32_vs_eta64,S_Q_minus_S_K_frobenius,0.026888876259999705,0.04808642354963521,0.5591781271120067
