step,time,mean_offdiagonal_cosine,mean_absolute_offdiagonal_cosine,mean_nearest_neighbor_cosine,high_alignment_pair_fraction,mean_resultant_length,gram_participation_rank,largest_gram_eigenvalue_fraction,mean_normalized_attention_entropy,max_unit_norm_error
34,3.4000000000000004,0.5610265623305909,0.6419656923865622,0.9845736775154832,0.3472222222222222,0.7535817953574618,1.908817642971812,0.6757914593991083,0.9863086797771785,2.220446049250313e-16
35,3.5,0.593102000314154,0.6540040245130506,0.9854678275876776,0.36408730158730157,0.7742478812106918,1.854948921009532,0.6913036453508665,0.9877971725304555,2.220446049250313e-16
36,3.6,0.6250949856924728,0.669552654172315,0.9863909969086673,0.38244047619047616,0.794325422318226,1.79718428179057,0.7081888147603135,0.9892453355426255,2.220446049250313e-16
37,3.7,0.6567325572651042,0.6875438941934334,0.9873355981141261,0.40575396825396826,0.8136928849743228,1.736407167514975,0.7262571968304761,0.9906339878290514,2.220446049250313e-16
38,3.8000000000000003,0.6877331874690225,0.7076727146531809,0.9882929109368286,0.4255952380952381,0.8322333545435552,1.673756322304071,0.7452540056557597,0.99194523957415,2.220446049250313e-16
39,3.9000000000000004,0.7178171727600642,0.729998835380244,0.989253502723417,0.4503968253968254,0.849838972650518,1.610518037519824,0.7648770207616922,0.993163463177463,2.220446049250313e-16
40,4.0,0.7467180106588033,0.7538970250084405,0.9902065892598972,0.46577380952380953,0.8664153402048347,1.54800367733784,0.7847963215468405,0.9942761605753757,2.220446049250313e-16
41,4.1000000000000005,0.7741938792218356,0.7783005107095503,0.9911409575800887,0.48759920634920634,0.8818855367104024,1.4874342948486736,0.8046744619200544,0.9952746337517097,2.220446049250313e-16
42,4.2,0.8000381887772412,0.8020672298375504,0.9920459427139954,0.5114087301587301,0.8961933898872478,1.42985009242696,0.8241856573806456,0.9961543795508467,2.220446049250313e-16
43,4.3,0.824088168263473,0.824776914960616,0.9929116227508649,0.529265873015873,0.9093056640285246,1.3760544735029592,0.8430327383087625,0.9969151576615147,2.220446049250313e-16
44,4.4,0.8462306127915977,0.8463681728940985,0.9937294830326473,0.5515873015873016,0.9212129284083724,1.3265937311912128,0.8609607855065978,0.9975607199907173,2.220446049250313e-16
45,4.5,0.8664042458049953,0.8664042458049953,0.9944925295449039,0.5768849206349206,0.9319290098844932,1.2817667201250074,0.8777666134653355,0.9980982351264129,2.220446049250313e-16
46,4.6000000000000005,0.8845985811802988,0.8845985811802988,0.9951955096891467,0.6066468253968254,0.9414891015563359,1.241655378159547,0.8933036540829509,0.9985374845123598,2.220446049250313e-16
47,4.7,0.9008496172383473,0.9008496172383473,0.9958355282332877,0.6393849206349206,0.9499467574390671,1.2061664914819263,0.9074822859887178,0.9988899374152703,2.220446049250313e-16
48,4.800000000000001,0.9152330612255846,0.9152330612255846,0.9964117114937742,0.6795634920634921,0.957370118942478,1.1750766186864585,0.920266155616085,0.9991678219469085,2.220446049250313e-16
49,4.9,0.9278560008983381,0.9278560008983381,0.996925004163117,0.7217261904761905,0.9638377720780098,1.1480744701343786,0.9316654326363467,0.999383296907018,2.220446049250313e-16
50,5.0,0.9388479853322398,0.9388479853322398,0.9973778635842497,0.7584325396825397,0.969434621602418,1.124797424251645,0.9417281534387302,0.9995477983860755,2.220446049250313e-16
51,5.1000000000000005,0.9483523706019168,0.9483523706019168,0.9977739010262849,0.8080357142857143,0.9742481022877395,1.1048607909300052,0.9505308103244501,0.9996715953848814,2.220446049250313e-16
52,5.2,0.9565185783816551,0.9565185783816551,0.9981175157426778,0.8526785714285714,0.9783649501052467,1.0878797633030157,0.9581691763646856,0.9997635509339597,2.220446049250313e-16
53,5.300000000000001,0.9634956674350266,0.9634956674350266,0.9984135572657868,0.9007936507936508,0.9818686509056873,1.07348478345081,0.9647500859090865,0.9998310574450872,2.220446049250313e-16
54,5.4,0.9694273820033138,0.9694273820033138,0.9986670384848824,0.9320436507936508,0.9848375902449662,1.061331414606126,0.9703845933824828,0.9998801006599763,2.220446049250313e-16
55,5.5,0.9744486517296412,0.9744486517296412,0.9988829097916488,0.9632936507936508,0.9873438567927417,1.0511059006760848,0.9751826669339911,0.9999154044455908,2.220446049250313e-16
56,5.6000000000000005,0.978683389394814,0.978683389394814,0.9990658948851432,0.9786706349206349,0.989452606967873,1.0425275183786995,0.9792493718283333,0.9999406150177657,2.220446049250313e-16
57,5.7,0.9822433637375352,0.9822433637375352,0.9992203823811474,0.9900793650793651,0.9912218778755519,1.0353486710481952,0.9826823701712354,0.9999584935631775,2.220446049250313e-16
58,5.800000000000001,0.9852279036549977,0.9852279036549977,0.99935036395265,0.9965277777777778,0.9927027337830736,1.0293534902041694,0.985570500791813,0.9999710971348336,2.220446049250313e-16
59,5.9,0.9877242022193647,0.9877242022193647,0.9994594086611146,0.9995039682539683,0.9939396418091427,1.0243555330511138,0.9879931897143819,0.9999799369814167,2.220446049250313e-16
60,6.0,0.9898080200301557,0.9898080200301557,0.9995506636272347,1.0,0.9949709893847081,1.0201950074355082,0.9900204599640323,0.9999861102875509,2.220446049250313e-16
61,6.1000000000000005,0.9915446262740375,0.9915446262740375,0.9996268725314515,1.0,0.9958296749386942,1.0167358267262327,0.9917133443009789,0.9999904056751241,2.220446049250313e-16
62,6.2,0.9929898549088408,0.9929898549088408,0.999690405104521,1.0,0.9965437212816555,1.0138626959701145,0.993124544818245,0.999993385208629,2.220446049250313e-16
63,6.300000000000001,0.9941911882794705,0.9941911882794705,0.9997432924296925,1.0,0.9971368767439123,1.0114783547451083,0.9942992222205382,0.9999954466442218,2.220446049250313e-16
64,6.4,0.9951888092875786,0.9951888092875786,0.9997872643473034,1.0,0.9976291816814805,1.0095010472964456,0.9952758313879424,0.9999968697897735,2.220446049250313e-16
65,6.5,0.996016585637824,0.996016585637824,0.9998237864551773,1.0,0.9980374875159914,1.007862252459946,0.9960869471702515,0.9999978505019533,2.220446049250313e-16
66,6.6000000000000005,0.9967029662259668,0.9967029662259668,0.9998540951267398,1.0,0.9983759223752776,1.0065046805590283,0.9967600453019354,0.9999985253049845,1.1102230246251565e-16
67,6.7,0.9972717813706877,0.9972717813706877,0.999879229651455,1.0,0.9986563021314044,1.0053805285213369,0.997318218635383,0.9999989890352371,2.220446049250313e-16
68,6.800000000000001,0.9977429463643764,0.9977429463643764,0.9999000610817946,1.0,0.9988884886850151,1.0044499751818443,0.9977808195923267,0.9999993073807926,2.220446049250313e-16
69,6.9,0.9981330726925627,0.9981330726925627,0.9999173176922016,1.0,0.9990806991588528,1.003679894035491,0.9981640268723758,0.9999995257312276,2.220446049250313e-16
70,7.0,0.9984559940599322,0.9984559940599322,0.9999316071588221,1.0,0.9992397706020041,1.003042759025684,0.9984813389565735,0.9999996753876874,2.220446049250313e-16
71,7.1000000000000005,0.9987232157066485,0.9987232157066485,0.99994343568758,1.0,0.9993713851523027,1.0025157191910081,0.9987439995598218,0.9999997779001163,2.220446049250313e-16
72,7.2,0.9989442958888172,0.9989442958888172,0.999953224378648,1.0,0.9994802605682385,1.0020798193618676,0.9989613615069051,0.9999998480847044,2.220446049250313e-16
73,7.300000000000001,0.9991271681858855,0.9991271681858855,0.9999613231371453,1.0,0.9995703107750757,1.0017193460718474,0.9991411959712561,0.9999998961164285,1.1102230246251565e-16
74,7.4,0.9992784127351995,0.9992784127351995,0.9999680224371764,1.0,0.9996447806777223,1.001421280076924,0.9992899539396737,0.9999999289763482,1.1102230246251565e-16
75,7.5,0.9994034837499473,0.9994034837499473,0.999973563229069,1.0,0.9997063590456723,1.0011748391389,0.9994129863711683,0.9999999514504437,2.220446049250313e-16
76,7.6000000000000005,0.999506899863116,0.999506899863116,0.9999781452546687,1.0,0.999757272818135,1.0009710968956416,0.9995147289538218,0.9999999668177051,2.220446049250313e-16
77,7.7,0.9995924030272422,0.9995924030272422,0.9999819340072527,1.0,0.9997993657379173,1.0008026656374258,0.9995988567287156,0.999999977323448,2.220446049250313e-16
78,7.800000000000001,0.9996630909293253,0.9996630909293253,0.9999850665438654,1.0,0.9998341638159574,1.0006634326024888,0.9996684132064668,0.9999999845044926,2.220446049250313e-16
79,7.9,0.9997215271746419,0.9997215271746419,0.9999876563303345,1.0,0.999862929762144,1.0005483409868963,0.9997259179870627,0.9999999894123393,2.220446049250313e-16
80,8.0,0.9997698328620491,0.9997698328620491,0.9999897972738447,1.0,0.999886708194273,1.0004532082401378,0.9997734563274286,0.9999999927662144,2.220446049250313e-16
81,8.1,0.9998097626184826,0.9998097626184826,0.9999915670751296,1.0,0.9999063631548553,1.0003745754027864,0.9998127535930332,0.9999999950579447,2.220446049250313e-16
82,8.200000000000001,0.9998427676787549,0.9998427676787549,0.9999930300122286,1.0,0.999922609222221,1.0003095822545487,0.9998452370818763,0.9999999966237856,2.220446049250313e-16
83,8.3,0.9998700481828465,0.9998700481828465,0.9999942392502549,1.0,0.9999360372943809,1.0002558638998937,0.9998720873198242,0.9999999976935913,2.220446049250313e-16
84,8.4,0.9998925965098724,0.9998925965098724,0.9999952387565505,1.0,0.9999471359473986,1.0002114651436962,0.9998942805910997,0.9999999984244609,2.220446049250313e-16
85,8.5,0.9999112331686182,0.9999112331686182,0.9999960648877397,1.0,0.9999563091207329,1.0001747696193266,0.9999126241816173,0.9999999989237552,2.220446049250313e-16
86,8.6,0.999926636512033,0.999926636512033,0.9999967477042717,1.0,0.9999638907563274,1.0001444411430096,0.9999277855701176,0.9999999992648368,1.1102230246251565e-16
87,8.700000000000001,0.9999393673308244,0.9999393673308244,0.9999973120588217,1.0,0.999970156912835,1.0001193751959006,0.9999403165971195,0.9999999994978321,2.220446049250313e-16
88,8.8,0.9999498892034683,0.9999498892034683,0.9999977784971641,1.0,0.9999753357881704,1.0000986587921485,0.9999506734693597,0.999999999656989,2.220446049250313e-16
89,8.9,0.9999585853312934,0.9999585853312934,0.9999981640036331,1.0,0.9999796160099924,1.0000815372884462,0.9999592333129894,0.9999999997657056,2.220446049250313e-16
90,9.0,0.9999657724633244,0.9999657724633244,0.9999984826178427,1.0,0.9999831534923903,1.0000673869378058,0.9999663078679464,0.9999999998399665,2.220446049250313e-16
91,9.1,0.999971712412306,0.999971712412306,0.999998745944813,1.0,0.9999860771060083,1.0000556921957326,0.9999721548152456,0.9999999998906908,2.220446049250313e-16
92,9.200000000000001,0.9999766215774726,0.9999766215774726,0.9999989635768571,1.0,0.9999884933664609,1.0000460269574774,0.9999769871449441,0.999999999925338,2.220446049250313e-16
93,9.3,0.9999806788182882,0.9999806788182882,0.9999991434424558,1.0,0.999990490310659,1.0000380390465047,0.99998098090274,0.9999999999490036,2.220446049250313e-16
94,9.4,0.9999840319641873,0.9999840319641873,0.9999992920947196,1.0,0.9999921407014889,1.0000314373915353,0.999984281595195,0.9999999999651681,2.220446049250313e-16
95,9.5,0.9999868031962446,0.9999868031962446,0.9999994149498852,1.0,0.999993504677057,1.0000259814266637,0.9999870094854026,0.9999999999762088,2.220446049250313e-16
96,9.600000000000001,0.9999890934960123,0.9999890934960123,0.9999995164844837,1.0,0.9999946319406604,1.000021472329492,0.9999892639709933,0.9999999999837501,2.220446049250313e-16
97,9.700000000000001,0.9999909863230457,0.9999909863230457,0.9999996003983338,1.0,0.9999955635710334,1.0000177457787973,0.9999911272033146,0.999999999988901,2.220446049250313e-16
98,9.8,0.9999925506547297,0.9999925506547297,0.999999669749278,1.0,0.9999963335186534,1.0000146659683693,0.9999926670791399,0.9999999999924192,2.220446049250313e-16
99,9.9,0.9999938434989067,0.9999938434989067,0.9999997270645553,1.0,0.9999969698425274,1.000012120659249,0.9999939397136273,0.9999999999948221,2.220446049250313e-16
100,10.0,0.9999949119706838,0.9999949119706838,0.9999997744328584,1.0,0.9999974957324352,1.0000100170903106,0.9999949914843865,0.9999999999964636,2.220446049250313e-16
101,10.100000000000001,0.9999957950089774,0.9999957950089774,0.9999998135804251,1.0,0.9999979303538391,1.0000082785983384,0.999995860721008,0.9999999999975846,2.220446049250313e-16
102,10.200000000000001,0.9999965247952639,0.9999965247952639,0.9999998459339285,1.0,0.9999982895462063,1.00000684182453,0.9999965791015166,0.9999999999983502,2.220446049250313e-16
103,10.3,0.9999971279261836,0.9999971279261836,0.9999998726724584,1.0,0.9999985864001691,1.0000056544057119,0.9999971728065562,0.999999999998873,2.220446049250313e-16
104,10.4,0.9999976263826894,0.9999976263826894,0.9999998947704835,1.0,0.9999988317345476,1.0000046730661738,0.9999976634733417,0.9999999999992305,2.220446049250313e-16
105,10.5,0.9999980383310346,0.9999980383310346,0.9999999130333597,1.0,0.9999990344905898,1.0000038620406206,0.999998068984081,0.9999999999994744,2.220446049250313e-16
106,10.600000000000001,0.9999983787847726,0.9999983787847726,0.9999999281266767,1.0,0.999999202057812,1.0000031917707883,0.9999984041176055,0.999999999999641,2.220446049250313e-16
107,10.700000000000001,0.9999986601518805,0.9999986601518805,0.9999999406005136,1.0,0.9999993405432862,1.0000026378282454,0.9999986810879268,0.9999999999997546,2.220446049250313e-16
108,10.8,0.9999988926869416,0.9999988926869416,0.9999999509094841,1.0,0.9999994549942056,1.0000021800241272,0.9999989099893353,0.9999999999998326,2.220446049250313e-16
109,10.9,0.9999990848648566,0.9999990848648566,0.9999999594293045,1.0,0.9999995495818201,1.000001801673368,0.999999099164272,0.9999999999998858,2.220446049250313e-16
110,11.0,0.9999992436897016,0.9999992436897016,0.9999999664704851,1.0,0.9999996277534555,1.0000014889866202,0.9999992555073426,0.9999999999999221,2.220446049250313e-16
111,11.100000000000001,0.9999993749499873,0.9999993749499873,0.9999999722896471,1.0,0.9999996923581495,1.0000012305677044,0.9999993847165931,0.9999999999999466,2.220446049250313e-16
112,11.200000000000001,0.9999994834296191,0.9999994834296191,0.9999999770988751,1.0,0.9999997457504834,1.0000010169982736,0.9999994915011676,0.9999999999999637,2.220446049250313e-16
113,11.3,0.9999995730822462,0.9999995730822462,0.9999999810734459,1.0,0.9999997898763957,1.0000008404945573,0.9999995797529294,0.9999999999999752,2.220446049250313e-16
114,11.4,0.9999996471753528,0.9999996471753528,0.9999999843582166,1.0,0.999999826344104,1.0000006946236808,0.9999996526883014,0.9999999999999831,2.220446049250313e-16
115,11.5,0.9999997084093434,0.9999997084093434,0.9999999870729042,1.0,0.9999998564827135,1.000000574069212,0.9999997129654912,0.9999999999999885,2.220446049250313e-16
116,11.600000000000001,0.9999997590159596,0.9999997590159596,0.9999999893164482,1.0,0.9999998813906606,1.0000004744374025,0.9999997627813644,0.9999999999999921,2.220446049250313e-16
117,11.700000000000001,0.9999998008396179,0.9999998008396179,0.9999999911706173,1.0,0.9999999019757445,1.0000003920970522,0.9999998039515186,0.9999999999999947,2.220446049250313e-16
118,11.8,0.9999998354046304,0.9999998354046304,0.9999999927029888,1.0,0.999999918988213,1.0000003240471678,0.9999998379764474,0.9999999999999963,2.220446049250313e-16
119,11.9,0.9999998639707605,0.9999998639707605,0.9999999939694117,1.0,0.9999999330481069,1.0000002678075885,0.9999998660962267,0.9999999999999977,2.220446049250313e-16
120,12.0,0.9999998875791352,0.9999998875791352,0.9999999950160423,1.0,0.9999999446678541,1.0000002213285937,0.9999998893357175,0.9999999999999986,2.220446049250313e-16
121,12.100000000000001,0.9999999070901904,0.9999999070901904,0.9999999958810266,1.0,0.999999954270952,1.0000001829161986,0.9999999085419102,0.9999999999999989,2.220446049250313e-16
122,12.200000000000001,0.9999999232150306,0.9999999232150306,0.9999999965958897,1.0,0.9999999622073973,1.0000001511704157,0.9999999244147989,0.9999999999999993,2.220446049250313e-16
123,12.3,0.9999999365413457,0.9999999365413457,0.9999999971866855,1.0,0.999999968766443,1.0000001249342305,0.9999999375328895,0.9999999999999993,2.220446049250313e-16
124,12.4,0.9999999475548299,0.9999999475548299,0.9999999976749466,1.0,0.9999999741871425,1.000000103251432,0.9999999483742869,0.9999999999999998,2.220446049250313e-16
125,12.5,0.9999999566568835,0.9999999566568835,0.9999999980784683,1.0,0.9999999786670596,1.0000000853317632,0.9999999573341204,0.9999999999999998,2.220446049250313e-16
126,12.600000000000001,0.9999999641792419,0.9999999641792419,0.9999999984119572,1.0,0.9999999823694709,1.0000000705221193,0.9999999647389414,0.9999999999999998,2.220446049250313e-16
127,12.700000000000001,0.9999999703960673,0.9999999703960673,0.9999999986875678,1.0,0.9999999854293143,1.0000000582827437,0.9999999708586291,0.9999999999999998,2.220446049250313e-16
128,12.8,0.9999999755339397,0.9999999755339397,0.9999999989153453,1.0,0.9999999879581111,1.000000048167557,0.9999999759162221,1.0000000000000002,2.220446049250313e-16
129,12.9,0.9999999797801152,0.9999999797801152,0.9999999991035913,1.0,0.9999999900480253,1.0000000398078988,0.9999999800960514,1.0000000000000002,2.220446049250313e-16
130,13.0,0.9999999832893512,0.9999999832893512,0.9999999992591662,1.0,0.9999999917752274,1.0000000328990901,0.9999999835504553,1.0000000000000002,2.220446049250313e-16
131,13.100000000000001,0.9999999861895463,0.9999999861895463,0.9999999993877406,1.0,0.9999999932026676,1.0000000271893308,0.9999999864053343,1.0000000000000002,2.220446049250313e-16
132,13.200000000000001,0.9999999885864019,0.9999999885864019,0.9999999994940005,1.0,0.9999999943823696,1.0000000224705212,0.9999999887647394,1.0000000000000002,2.220446049250313e-16
133,13.3,0.9999999905672743,0.9999999905672743,0.9999999995818185,1.0,0.9999999953573303,1.000000018570679,0.9999999907146603,1.0000000000000002,2.220446049250313e-16
134,13.4,0.9999999922043589,0.9999999922043589,0.9999999996543956,1.0,0.9999999961630828,1.0000000153476685,0.9999999923261658,1.0000000000000002,2.220446049250313e-16
135,13.5,0.9999999935573214,0.9999999935573214,0.9999999997143765,1.0,0.9999999968289941,1.0000000126840236,0.9999999936579886,1.0000000000000002,1.1102230246251565e-16
136,13.600000000000001,0.9999999946754721,0.9999999946754721,0.9999999997639477,1.0,0.9999999973793338,1.000000010482664,0.999999994758668,1.0000000000000002,2.220446049250313e-16
137,13.700000000000001,0.9999999955995638,0.9999999955995638,0.9999999998049153,1.0,0.9999999978341603,1.000000008663359,0.9999999956683209,1.0000000000000002,2.220446049250313e-16
138,13.8,0.9999999963632759,0.9999999963632759,0.999999999838773,1.0,0.9999999982100498,1.0000000071598008,0.9999999964200997,1.0000000000000002,2.220446049250313e-16
139,13.9,0.9999999969944428,0.9999999969944428,0.9999999998667546,1.0,0.9999999985207023,1.0000000059171905,0.9999999970414045,1.0000000000000002,2.220446049250313e-16
140,14.0,0.9999999975160685,0.9999999975160685,0.9999999998898798,1.0,0.99999999877744,1.0000000048902402,0.99999999755488,1.0000000000000002,2.220446049250313e-16
141,14.100000000000001,0.999999997947164,0.999999997947164,0.9999999999089915,1.0,0.9999999989896198,1.000000004041521,0.9999999979792397,1.0000000000000002,2.220446049250313e-16
142,14.200000000000001,0.9999999983034414,0.9999999983034414,0.9999999999247864,1.0,0.9999999991649747,1.0000000033401,0.9999999983299505,1.0000000000000002,2.220446049250313e-16
143,14.3,0.9999999985978855,0.9999999985978855,0.9999999999378401,1.0,0.9999999993098968,1.0000000027604132,0.9999999986197932,1.0000000000000002,2.220446049250313e-16
144,14.4,0.9999999988412275,0.9999999988412275,0.9999999999486281,1.0,0.9999999994296668,1.0000000022813331,0.9999999988593331,1.0000000000000002,2.220446049250313e-16
145,14.5,0.9999999990423368,0.9999999990423368,0.9999999999575439,1.0,0.9999999995286502,1.0000000018853994,0.9999999990573001,1.0000000000000002,2.220446049250313e-16
146,14.600000000000001,0.9999999992085428,0.9999999992085428,0.9999999999649123,1.0,0.9999999996104549,1.0000000015581814,0.9999999992209088,1.0000000000000002,2.220446049250313e-16
147,14.700000000000001,0.9999999993459032,0.9999999993459032,0.9999999999710019,1.0,0.9999999996780619,1.0000000012877532,0.9999999993561235,1.0000000000000002,2.220446049250313e-16
148,14.8,0.9999999994594241,0.9999999994594241,0.9999999999760346,1.0,0.9999999997339353,1.000000001064259,0.9999999994678705,1.0000000000000002,2.220446049250313e-16
149,14.9,0.999999999553243,0.999999999553243,0.999999999980194,1.0,0.9999999997801119,1.0000000008795529,0.9999999995602237,1.0000000000000002,2.220446049250313e-16
150,15.0,0.9999999996307795,0.9999999996307795,0.9999999999836313,1.0,0.999999999818274,1.000000000726903,0.9999999996365487,1.0000000000000002,2.220446049250313e-16
